Date,MSCI World Index TR,Barclays Global Aggregate Bond Index TR,Bloomberg Commodity Index TR,S&P 500 Total Return Index,MSCI World Index TR Return,Barclays Global Aggregate Bond Index TR Return,Bloomberg Commodity Index TR Return,S&P 500 Total Return Index Return
2015-06-16,4737.221,442.4678,202.4747,3874.73,0.00376,0.00091,0.00251,0.00571
2015-06-17,4733.078,442.2161,202.4796,3882.49,-0.00087,-0.00057,0.00002,0.00200
2015-06-18,4783.225,445.332,202.6419,3921.43,0.01060,0.00705,0.00080,0.01003
2015-06-19,4767.819,445.6279,201.0946,3900.64,-0.00322,0.00066,-0.00764,-0.00530
2015-06-20,4767.819,445.6279,201.0946,3900.64,0.00000,0.00000,0.00000,0.00000
2015-06-21,4767.819,445.6279,201.0946,3900.64,0.00000,0.00000,0.00000,0.00000
2015-06-22,4825.103,444.823,201.5187,3924.41,0.01201,-0.00181,0.00211,0.00609
2015-06-23,4824.93,441.4296,202.8837,3927.23,-0.00004,-0.00763,0.00677,0.00072
2015-06-24,4797.374,441.4628,202.3692,3898.47,-0.00571,0.00008,-0.00254,-0.00732
2015-06-25,4786.392,441.641,203.241,3887.04,-0.00229,0.00040,0.00431,-0.00293
2015-06-26,4773.213,439.7314,203.7063,3886.21,-0.00275,-0.00432,0.00229,-0.00021
2015-06-27,4773.213,439.7314,203.7063,3886.21,0.00000,0.00000,0.00000,0.00000
2015-06-28,4773.213,439.7314,203.7063,3886.21,0.00000,0.00000,0.00000,0.00000
2015-06-29,4669.631,442.1379,202.9072,3805.5,-0.02170,0.00547,-0.00392,-0.02077
2015-06-30,4664.399,442.485,206.8436,3815.85,-0.00112,0.00079,0.01940,0.00272
2015-07-01,4695.981,440.3397,204.6557,3843.26,0.00677,-0.00485,-0.01058,0.00718
2015-07-02,4696.396,440.0089,205.1833,3842.06,0.00009,-0.00075,0.00258,-0.00031
2015-07-03,4689.075,440.6946,205.1833,3842.06,-0.00156,0.00156,0.00000,0.00000
2015-07-04,4689.075,440.6946,205.1833,3842.06,0.00000,0.00000,0.00000,0.00000
2015-07-05,4689.075,440.6946,205.1833,3842.06,0.00000,0.00000,0.00000,0.00000
2015-07-06,4648.472,441.423,199.6303,3827.35,-0.00866,0.00165,-0.02706,-0.00383
2015-07-07,4636.323,441.1482,196.5921,3850.66,-0.00261,-0.00062,-0.01522,0.00609
2015-07-08,4588.318,443.443,197.0855,3787.67,-0.01035,0.00520,0.00251,-0.01636
2015-07-09,4616.864,441.9061,199.4903,3796.26,0.00622,-0.00347,0.01220,0.00227
2015-07-10,4686.367,440.8993,200.0867,3843.1,0.01505,-0.00228,0.00299,0.01234
2015-07-11,4686.367,440.8993,200.0867,3843.1,0.00000,0.00000,0.00000,0.00000
2015-07-12,4686.367,440.8993,200.0867,3843.1,0.00000,0.00000,0.00000,0.00000
2015-07-13,4727.838,438.7611,200.5773,3885.97,0.00885,-0.00485,0.00245,0.01116
2015-07-14,4756.688,439.2163,200.2271,3903.31,0.00610,0.00104,-0.00175,0.00446
2015-07-15,4753.265,439.2779,198.3723,3900.5,-0.00072,0.00014,-0.00926,-0.00072
2015-07-16,4790.468,438.7952,197.5591,3931.85,0.00783,-0.00110,-0.00410,0.00804
2015-07-17,4787.557,438.8739,196.5291,3936.22,-0.00061,0.00018,-0.00521,0.00111
2015-07-18,4787.557,438.8739,196.5291,3936.22,0.00000,0.00000,0.00000,0.00000
2015-07-19,4787.557,438.8739,196.5291,3936.22,0.00000,0.00000,0.00000,0.00000
2015-07-20,4791.265,438.6191,193.7802,3939.35,0.00077,-0.00058,-0.01399,0.00080
2015-07-21,4779.704,439.7507,194.0966,3922.7,-0.00241,0.00258,0.00163,-0.00423
2015-07-22,4749.713,439.7815,192.002,3913.75,-0.00627,0.00007,-0.01079,-0.00228
2015-07-23,4739.731,440.9076,190.1297,3891.79,-0.00210,0.00256,-0.00975,-0.00561
2015-07-24,4693.248,441.3035,187.9076,3850.15,-0.00981,0.00090,-0.01169,-0.01070
2015-07-25,4693.248,441.3035,187.9076,3850.15,0.00000,0.00000,0.00000,0.00000
2015-07-26,4693.248,441.3035,187.9076,3850.15,0.00000,0.00000,0.00000,0.00000
2015-07-27,4661.259,443.5573,185.6161,3827.93,-0.00682,0.00511,-0.01219,-0.00577
2015-07-28,4697.526,442.4552,187.1244,3875.37,0.00778,-0.00248,0.00813,0.01239
2015-07-29,4734.539,442.1868,187.421,3904.21,0.00788,-0.00061,0.00159,0.00744
2015-07-30,4732.334,440.8875,186.574,3904.64,-0.00047,-0.00294,-0.00452,0.00011
2015-07-31,4748.125,443.4764,184.8788,3895.8,0.00334,0.00587,-0.00909,-0.00226
2015-08-01,4748.125,443.4764,184.8788,3895.8,0.00000,0.00000,0.00000,0.00000
2015-08-02,4748.125,443.4764,184.8788,3895.8,0.00000,0.00000,0.00000,0.00000
2015-08-03,4736.342,443.0376,182.161,3885.07,-0.00248,-0.00099,-0.01470,-0.00275
2015-08-04,4730.184,442.4568,183.5362,3876.44,-0.00130,-0.00131,0.00755,-0.00222
2015-08-05,4741.352,439.3377,182.9559,3889.99,0.00236,-0.00705,-0.00316,0.00350
2015-08-06,4715.385,440.2211,182.3619,3860.92,-0.00548,0.00201,-0.00325,-0.00747
2015-08-07,4701.231,441.7091,182.2568,3849.96,-0.00300,0.00338,-0.00058,-0.00284
2015-08-08,4701.231,441.7091,182.2568,3849.96,0.00000,0.00000,0.00000,0.00000
2015-08-09,4701.231,441.7091,182.2568,3849.96,0.00000,0.00000,0.00000,0.00000
2015-08-10,4753.164,441.4586,186.5742,3899.36,0.01105,-0.00057,0.02369,0.01283
2015-08-11,4707.907,443.3757,183.5435,3862.81,-0.00952,0.00434,-0.01624,-0.00937
2015-08-12,4689.079,445.9009,182.9675,3867.37,-0.00400,0.00570,-0.00314,0.00118
2015-08-13,4688.727,443.8559,182.2072,3863.03,-0.00008,-0.00459,-0.00416,-0.00112
2015-08-14,4695.423,443.545,182.0095,3878.16,0.00143,-0.00070,-0.00109,0.00392
2015-08-15,4695.423,443.545,182.0095,3878.16,0.00000,0.00000,0.00000,0.00000
2015-08-16,4695.423,443.545,182.0095,3878.16,0.00000,0.00000,0.00000,0.00000
2015-08-17,4709.821,443.6572,180.9223,3899.1,0.00307,0.00025,-0.00597,0.00540
2015-08-18,4697.475,442.6917,179.8736,3889.6,-0.00262,-0.00218,-0.00580,-0.00244
2015-08-19,4648.604,443.5281,178.3284,3857.74,-0.01040,0.00189,-0.00859,-0.00819
2015-08-20,4571.504,446.1812,179.7456,3776.36,-0.01659,0.00598,0.00795,-0.02110
2015-08-21,4447.17,448.2398,176.8758,3656.67,-0.02720,0.00461,-0.01597,-0.03169
2015-08-22,4447.17,448.2398,176.8758,3656.67,0.00000,0.00000,0.00000,0.00000
2015-08-23,4447.17,448.2398,176.8758,3656.67,0.00000,0.00000,0.00000,0.00000
2015-08-24,4281.71,453.1948,172.9457,3512.65,-0.03721,0.01105,-0.02222,-0.03939
2015-08-25,4266.847,448.1979,173.7963,3465.19,-0.00347,-0.01103,0.00492,-0.01351
2015-08-26,4355.012,447.8501,171.5064,3600.73,0.02066,-0.00078,-0.01318,0.03911
2015-08-27,4447.153,444.8871,176.7105,3688.6,0.02116,-0.00662,0.03034,0.02440
2015-08-28,4467.716,444.7786,180.007,3691.3,0.00462,-0.00024,0.01865,0.00073
2015-08-29,4467.716,444.7786,180.007,3691.3,0.00000,0.00000,0.00000,0.00000
2015-08-30,4467.716,444.7786,180.007,3691.3,0.00000,0.00000,0.00000,0.00000
2015-08-31,4433.92,443.9924,183.1802,3660.75,-0.00756,-0.00177,0.01763,-0.00828
2015-09-01,4313.561,445.3833,178.7593,3552.65,-0.02715,0.00313,-0.02413,-0.02953
2015-09-02,4354.288,444.428,179.1428,3618.25,0.00944,-0.00214,0.00215,0.01847
2015-09-03,4374.043,443.7037,180.1333,3622.66,0.00454,-0.00163,0.00553,0.00122
2015-09-04,4300.832,445.2765,178.2599,3567.41,-0.01674,0.00354,-0.01040,-0.01525
2015-09-05,4300.832,445.2765,178.2599,3567.41,0.00000,0.00000,0.00000,0.00000
2015-09-06,4300.832,445.2765,178.2599,3567.41,0.00000,0.00000,0.00000,0.00000
2015-09-07,4308.862,445.5924,178.2599,3567.41,0.00187,0.00071,0.00000,0.00000
2015-09-08,4385.762,445.4051,179.9962,3657.32,0.01785,-0.00042,0.00974,0.02520
2015-09-09,4389.283,444.7601,177.7197,3606.8,0.00080,-0.00145,-0.01265,-0.01381
2015-09-10,4382.324,445.1648,179.5858,3626.14,-0.00159,0.00091,0.01050,0.00536
2015-09-11,4387.208,446.4522,179.1442,3643.54,0.00111,0.00289,-0.00246,0.00480
2015-09-12,4387.208,446.4522,179.1442,3643.54,0.00000,0.00000,0.00000,0.00000
2015-09-13,4387.208,446.4522,179.1442,3643.54,0.00000,0.00000,0.00000,0.00000
2015-09-14,4369.238,446.8631,178.4306,3628.87,-0.00410,0.00092,-0.00398,-0.00403
2015-09-15,4406.331,444.8695,178.4288,3675.48,0.00849,-0.00446,-0.00001,0.01284
2015-09-16,4459.811,445.0309,180.2177,3707.62,0.01214,0.00036,0.01003,0.00874
2015-09-17,4457.645,446.0245,179.3569,3698.74,-0.00049,0.00223,-0.00478,-0.00240
2015-09-18,4397.931,449.5957,176.7297,3638.99,-0.01340,0.00801,-0.01465,-0.01615
2015-09-19,4397.931,449.5957,176.7297,3638.99,0.00000,0.00000,0.00000,0.00000
2015-09-20,4397.931,449.5957,176.7297,3638.99,0.00000,0.00000,0.00000,0.00000
2015-09-21,4393.33,445.7496,178.4113,3655.64,-0.00105,-0.00855,0.00952,0.00458
2015-09-22,4317.465,446.3604,176.6138,3610.7,-0.01727,0.00137,-0.01008,-0.01229
2015-09-23,4306.548,445.5638,175.6403,3603.49,-0.00253,-0.00178,-0.00551,-0.00200
2015-09-24,4281.598,448.0724,177.019,3591.37,-0.00579,0.00563,0.00785,-0.00336
2015-09-25,4301.361,444.796,178.2759,3589.71,0.00462,-0.00731,0.00710,-0.00046
2015-09-26,4301.361,444.796,178.2759,3589.71,0.00000,0.00000,0.00000,0.00000
2015-09-27,4301.361,444.796,178.2759,3589.71,0.00000,0.00000,0.00000,0.00000
2015-09-28,4211.09,446.3627,175.9393,3498.61,-0.02099,0.00352,-0.01311,-0.02538
2015-09-29,4185.259,446.6875,176.3976,3503.13,-0.00613,0.00073,0.00260,0.00129
2015-09-30,4270.377,446.2552,176.9206,3570.17,0.02034,-0.00097,0.00296,0.01914
2015-10-01,4286.934,447.5359,175.5287,3577.47,0.00388,0.00287,-0.00787,0.00204
2015-10-02,4338.936,449.6078,177.0618,3629.04,0.01213,0.00463,0.00873,0.01442
2015-10-03,4338.936,449.6078,177.0618,3629.04,0.00000,0.00000,0.00000,0.00000
2015-10-04,4338.936,449.6078,177.0618,3629.04,0.00000,0.00000,0.00000,0.00000
2015-10-05,4421.006,447.6491,178.8938,3695.61,0.01891,-0.00436,0.01035,0.01834
2015-10-06,4430.493,448.5671,181.8488,3682.33,0.00215,0.00205,0.01652,-0.00359
2015-10-07,4464.849,448.697,181.5292,3713.36,0.00775,0.00029,-0.00176,0.00843
2015-10-08,4492.347,448.7924,182.0053,3746.12,0.00616,0.00021,0.00262,0.00882
2015-10-09,4519.955,449.6643,183.3413,3748.96,0.00615,0.00194,0.00734,0.00076
2015-10-10,4519.955,449.6643,183.3413,3748.96,0.00000,0.00000,0.00000,0.00000
2015-10-11,4519.955,449.6643,183.3413,3748.96,0.00000,0.00000,0.00000,0.00000
2015-10-12,4521.626,450.5581,181.4154,3753.73,0.00037,0.00199,-0.01050,0.00127
2015-10-13,4485.923,450.5264,181.2734,3728.48,-0.00790,-0.00007,-0.00078,-0.00673
2015-10-14,4464.28,453.1285,181.5871,3711.11,-0.00482,0.00578,0.00173,-0.00466
2015-10-15,4525.825,452.8863,180.9856,3766.43,0.01379,-0.00053,-0.00331,0.01491
2015-10-16,4546.847,452.3971,180.8736,3783.64,0.00464,-0.00108,-0.00062,0.00457
2015-10-17,4546.847,452.3971,180.8736,3783.64,0.00000,0.00000,0.00000,0.00000
2015-10-18,4546.847,452.3971,180.8736,3783.64,0.00000,0.00000,0.00000,0.00000
2015-10-19,4537.075,451.3406,178.3267,3784.72,-0.00215,-0.00234,-0.01408,0.00029
2015-10-20,4530.656,450.5707,178.9509,3779.44,-0.00141,-0.00171,0.00350,-0.00140
2015-10-21,4518.324,451.3023,177.6523,3757.91,-0.00272,0.00162,-0.00726,-0.00570
2015-10-22,4563.418,449.748,177.6331,3820.49,0.00998,-0.00344,-0.00011,0.01665
2015-10-23,4610.118,447.393,176.1659,3862.65,0.01023,-0.00524,-0.00826,0.01104
2015-10-24,4610.118,447.393,176.1659,3862.65,0.00000,0.00000,0.00000,0.00000
2015-10-25,4610.118,447.393,176.1659,3862.65,0.00000,0.00000,0.00000,0.00000
2015-10-26,4605.738,448.1727,175.189,3855.29,-0.00095,0.00174,-0.00555,-0.00191
2015-10-27,4582.149,449.1101,174.5081,3845.45,-0.00512,0.00209,-0.00389,-0.00255
2015-10-28,4630.705,448.6353,176.5602,3891.34,0.01060,-0.00106,0.01176,0.01193
2015-10-29,4610.936,445.3036,174.9995,3890.04,-0.00427,-0.00743,-0.00884,-0.00033
2015-10-30,4608.78,447.1977,176.1312,3871.33,-0.00047,0.00425,0.00647,-0.00481
2015-10-31,4608.78,447.1977,176.1312,3871.33,0.00000,0.00000,0.00000,0.00000
2015-11-01,4608.78,447.1977,176.1312,3871.33,0.00000,0.00000,0.00000,0.00000
2015-11-02,4634.151,446.4293,175.0023,3917.3,0.00550,-0.00172,-0.00641,0.01187
2015-11-03,4640.224,444.8367,176.664,3928.05,0.00131,-0.00357,0.00950,0.00274
2015-11-04,4631.365,443.233,174.2911,3915.52,-0.00191,-0.00361,-0.01343,-0.00319
2015-11-05,4623.945,442.7575,172.9039,3911.89,-0.00160,-0.00107,-0.00796,-0.00093
2015-11-06,4607.169,438.4448,171.713,3910.98,-0.00363,-0.00974,-0.00689,-0.00023
2015-11-07,4607.169,438.4448,171.713,3910.98,0.00000,0.00000,0.00000,0.00000
2015-11-08,4607.169,438.4448,171.713,3910.98,0.00000,0.00000,0.00000,0.00000
2015-11-09,4573.163,438.0615,169.7047,3873.37,-0.00738,-0.00087,-0.01170,-0.00962
2015-11-10,4570.718,438.328,169.3179,3880.23,-0.00053,0.00061,-0.00228,0.00177
2015-11-11,4574.717,439.1989,168.459,3867.71,0.00087,0.00199,-0.00507,-0.00323
2015-11-12,4520.72,439.4896,166.9509,3814.29,-0.01180,0.00066,-0.00895,-0.01381
2015-11-13,4474.26,439.881,166.0734,3771.59,-0.01028,0.00089,-0.00526,-0.01119
2015-11-14,4474.26,439.881,166.0734,3771.59,0.00000,0.00000,0.00000,0.00000
2015-11-15,4474.26,439.881,166.0734,3771.59,0.00000,0.00000,0.00000,0.00000
2015-11-16,4510.303,439.8074,166.1294,3828.46,0.00806,-0.00017,0.00034,0.01508
2015-11-17,4534.117,439.1658,164.6837,3824.14,0.00528,-0.00146,-0.00870,-0.00113
2015-11-18,4576.081,439.2563,164.332,3886.26,0.00926,0.00021,-0.00214,0.01624
2015-11-19,4600.923,441.64,164.683,3882.06,0.00543,0.00543,0.00214,-0.00108
2015-11-20,4607.423,440.8385,164.0434,3897.45,0.00141,-0.00181,-0.00388,0.00396
2015-11-21,4607.423,440.8385,164.0434,3897.45,0.00000,0.00000,0.00000,0.00000
2015-11-22,4607.423,440.8385,164.0434,3897.45,0.00000,0.00000,0.00000,0.00000
2015-11-23,4592.611,439.7447,164.1995,3892.8,-0.00321,-0.00248,0.00095,-0.00119
2015-11-24,4587.733,440.481,165.4991,3897.67,-0.00106,0.00167,0.00791,0.00125
2015-11-25,4594.391,440.2298,165.7492,3897.57,0.00145,-0.00057,0.00151,-0.00003
2015-11-26,4610.869,440.8312,165.7492,3897.57,0.00359,0.00137,0.00000,0.00000
2015-11-27,4601.699,440.4061,163.3889,3900.74,-0.00199,-0.00096,-0.01424,0.00081
2015-11-28,4601.699,440.4061,163.3889,3900.74,0.00000,0.00000,0.00000,0.00000
2015-11-29,4601.699,440.4061,163.3889,3900.74,0.00000,0.00000,0.00000,0.00000
2015-11-30,4585.848,439.7938,163.3542,3882.84,-0.00344,-0.00139,-0.00021,-0.00459
2015-12-01,4628.601,441.4382,164.7157,3924.63,0.00932,0.00374,0.00833,0.01076
2015-12-02,4591.463,440.5021,161.9311,3882.38,-0.00802,-0.00212,-0.01691,-0.01077
2015-12-03,4542.876,440.7691,163.7998,3826.74,-0.01058,0.00061,0.01154,-0.01433
2015-12-04,4587.687,441.7214,164.6144,3905.31,0.00986,0.00216,0.00497,0.02053
2015-12-05,4587.687,441.7214,164.6144,3905.31,0.00000,0.00000,0.00000,0.00000
2015-12-06,4587.687,441.7214,164.6144,3905.31,0.00000,0.00000,0.00000,0.00000
2015-12-07,4565.667,442.2741,160.1944,3878.31,-0.00480,0.00125,-0.02685,-0.00691
2015-12-08,4522.835,442.3315,159.5158,3853.48,-0.00938,0.00013,-0.00424,-0.00640
2015-12-09,4505.932,444.1111,159.6735,3823.9,-0.00374,0.00402,0.00099,-0.00768
2015-12-10,4504.873,443.9336,159.4889,3832.93,-0.00024,-0.00040,-0.00116,0.00236
2015-12-11,4434.692,445.636,158.0152,3759.09,-0.01558,0.00383,-0.00924,-0.01926
2015-12-12,4434.692,445.636,158.0152,3759.09,0.00000,0.00000,0.00000,0.00000
2015-12-13,4434.692,445.636,158.0152,3759.09,0.00000,0.00000,0.00000,0.00000
2015-12-14,4419.797,444.7047,157.089,3777.22,-0.00336,-0.00209,-0.00586,0.00482
2015-12-15,4458.873,441.8594,156.319,3817.36,0.00884,-0.00640,-0.00490,0.01063
2015-12-16,4518.718,441.6826,155.3178,3873.12,0.01342,-0.00040,-0.00640,0.01461
2015-12-17,4482.448,440.8028,154.3595,3815.46,-0.00803,-0.00199,-0.00617,-0.01489
2015-12-18,4424.342,442.5603,156.0691,3747.56,-0.01296,0.00399,0.01108,-0.01780
2015-12-19,4424.342,442.5603,156.0691,3747.56,0.00000,0.00000,0.00000,0.00000
2015-12-20,4424.342,442.5603,156.0691,3747.56,0.00000,0.00000,0.00000,0.00000
2015-12-21,4438.732,443.5199,156.5687,3777.15,0.00325,0.00217,0.00320,0.00790
2015-12-22,4469.409,443.2502,155.503,3810.85,0.00691,-0.00061,-0.00681,0.00892
2015-12-23,4527.371,441.8495,157.3911,3858.47,0.01297,-0.00316,0.01214,0.01250
2015-12-24,4534.227,443.5545,158.1571,3852.31,0.00151,0.00386,0.00487,-0.00160
2015-12-25,4532.335,443.5551,158.1571,3852.31,-0.00042,0.00000,0.00000,0.00000
2015-12-26,4532.335,443.5551,158.1571,3852.31,0.00000,0.00000,0.00000,0.00000
2015-12-27,4532.335,443.5551,158.1571,3852.31,0.00000,0.00000,0.00000,0.00000
2015-12-28,4524.893,443.7965,156.9401,3843.94,-0.00164,0.00054,-0.00769,-0.00217
2015-12-29,4566.815,442.2482,159.2846,3885.55,0.00926,-0.00349,0.01494,0.01082
2015-12-30,4542.098,442.2603,157.3639,3857.9,-0.00541,0.00003,-0.01206,-0.00712
2015-12-31,4505.241,442.1315,158.3135,3821.6,-0.00811,-0.00029,0.00603,-0.00941
2016-01-01,4505.241,442.1315,158.3135,3821.6,0.00000,0.00000,0.00000,0.00000
2016-01-02,4505.241,442.1315,158.3135,3821.6,0.00000,0.00000,0.00000,0.00000
2016-01-03,4505.241,442.1315,158.3135,3821.6,0.00000,0.00000,0.00000,0.00000
2016-01-04,4419.22,442.5053,157.0013,3763.99,-0.01909,0.00085,-0.00829,-0.01507
2016-01-05,4418.565,441.7777,156.5135,3771.57,-0.00015,-0.00164,-0.00311,0.00201
2016-01-06,4363.773,443.1985,154.4558,3723.44,-0.01240,0.00322,-0.01315,-0.01276
2016-01-07,4272.136,444.1226,154.5404,3635.29,-0.02100,0.00209,0.00055,-0.02367
2016-01-08,4231.914,445.4619,154.6292,3595.91,-0.00941,0.00302,0.00057,-0.01083
2016-01-09,4231.914,445.4619,154.6292,3595.91,0.00000,0.00000,0.00000,0.00000
2016-01-10,4231.914,445.4619,154.6292,3595.91,0.00000,0.00000,0.00000,0.00000
2016-01-11,4221.408,444.6592,151.3986,3598.97,-0.00248,-0.00180,-0.02089,0.00085
2016-01-12,4232.593,444.2314,150.0123,3627.06,0.00265,-0.00096,-0.00916,0.00781
2016-01-13,4185.647,444.9954,150.4086,3536.92,-0.01109,0.00172,0.00264,-0.02485
2016-01-14,4198.639,444.0124,150.2672,3596.03,0.00310,-0.00221,-0.00094,0.01671
2016-01-15,4122.668,446.4516,148.1083,3518.51,-0.01809,0.00549,-0.01437,-0.02156
2016-01-16,4122.668,446.4516,148.1083,3518.51,0.00000,0.00000,0.00000,0.00000
2016-01-17,4122.668,446.4516,148.1083,3518.51,0.00000,0.00000,0.00000,0.00000
2016-01-18,4103.839,445.1871,148.1083,3518.51,-0.00457,-0.00283,0.00000,0.00000
2016-01-19,4121.318,444.8395,148.3579,3520.4,0.00426,-0.00078,0.00169,0.00054
2016-01-20,4043.607,446.0996,146.8798,3479.75,-0.01886,0.00283,-0.00996,-0.01155
2016-01-21,4060.439,444.7128,148.7263,3497.94,0.00416,-0.00311,0.01257,0.00523
2016-01-22,4166.038,444.4301,151.6377,3568.9,0.02601,-0.00064,0.01958,0.02029
2016-01-23,4166.038,444.4301,151.6377,3568.9,0.00000,0.00000,0.00000,0.00000
2016-01-24,4166.038,444.4301,151.6377,3568.9,0.00000,0.00000,0.00000,0.00000
2016-01-25,4123.648,444.6298,150.1501,3513.11,-0.01018,0.00045,-0.00981,-0.01563
2016-01-26,4163.275,445.5497,152.1732,3562.81,0.00961,0.00207,0.01347,0.01415
2016-01-27,4151.948,445.6542,153.4257,3524.33,-0.00272,0.00023,0.00823,-0.01080
2016-01-28,4155.715,447.0129,153.3972,3544.13,0.00091,0.00305,-0.00019,0.00562
2016-01-29,4235.718,445.963,155.6528,3631.96,0.01925,-0.00235,0.01470,0.02478
2016-01-30,4235.718,445.963,155.6528,3631.96,0.00000,0.00000,0.00000,0.00000
2016-01-31,4235.718,445.963,155.6528,3631.96,0.00000,0.00000,0.00000,0.00000
2016-02-01,4247.887,446.6552,153.0954,3630.46,0.00287,0.00155,-0.01643,-0.00041
2016-02-02,4173.021,447.9332,150.8744,3562.52,-0.01762,0.00286,-0.01451,-0.01871
2016-02-03,4178.856,451.8201,153.7417,3581.53,0.00140,0.00868,0.01900,0.00534
2016-02-04,4201.142,453.9299,153.4814,3587.71,0.00533,0.00467,-0.00169,0.00173
2016-02-05,4133.454,453.4724,152.3834,3521.6,-0.01611,-0.00101,-0.00715,-0.01843
2016-02-06,4133.454,453.4724,152.3834,3521.6,0.00000,0.00000,0.00000,0.00000
2016-02-07,4133.454,453.4724,152.3834,3521.6,0.00000,0.00000,0.00000,0.00000
2016-02-08,4064.922,455.3207,152.2031,3472.08,-0.01658,0.00408,-0.00118,-0.01406
2016-02-09,4038.134,458.0113,149.1766,3470.5,-0.00659,0.00591,-0.01988,-0.00046
2016-02-10,4033.888,456.927,149.003,3471.04,-0.00105,-0.00237,-0.00116,0.00016
2016-02-11,3986.138,460.882,149.0885,3428.99,-0.01184,0.00866,0.00057,-0.01211
2016-02-12,4033.976,457.227,152.0756,3496.28,0.01200,-0.00793,0.02004,0.01962
2016-02-13,4033.976,457.227,152.0756,3496.28,0.00000,0.00000,0.00000,0.00000
2016-02-14,4033.976,457.227,152.0756,3496.28,0.00000,0.00000,0.00000,0.00000
2016-02-15,4081.501,455.0834,152.0756,3496.28,0.01178,-0.00469,0.00000,0.00000
2016-02-16,4125.759,455.3122,150.6248,3555.2,0.01084,0.00050,-0.00954,0.01685
2016-02-17,4192.198,454.7666,153.2715,3614.16,0.01610,-0.00120,0.01757,0.01658
2016-02-18,4191.366,456.254,152.7017,3597.49,-0.00020,0.00327,-0.00372,-0.00461
2016-02-19,4177.171,456.7666,151.4133,3597.92,-0.00339,0.00112,-0.00844,0.00012
2016-02-20,4177.171,456.7666,151.4133,3597.92,0.00000,0.00000,0.00000,0.00000
2016-02-21,4177.171,456.7666,151.4133,3597.92,0.00000,0.00000,0.00000,0.00000
2016-02-22,4231.199,456.2278,153.1658,3649.92,0.01293,-0.00118,0.01157,0.01445
2016-02-23,4184.353,456.8717,151.5585,3604.68,-0.01107,0.00141,-0.01049,-0.01239
2016-02-24,4168.198,457.7168,152.7682,3620.87,-0.00386,0.00185,0.00798,0.00449
2016-02-25,4221.804,457.6641,152.7082,3662.84,0.01286,-0.00012,-0.00039,0.01159
2016-02-26,4223.625,454.8253,152.1399,3656.42,0.00043,-0.00620,-0.00372,-0.00175
2016-02-27,4223.625,454.8253,152.1399,3656.42,0.00000,0.00000,0.00000,0.00000
2016-02-28,4223.625,454.8253,152.1399,3656.42,0.00000,0.00000,0.00000,0.00000
2016-02-29,4204.194,455.8935,153.121,3627.06,-0.00460,0.00235,0.00645,-0.00803
2016-03-01,4280.707,454.6309,153.4014,3713.7,0.01820,-0.00277,0.00183,0.02389
2016-03-02,4315.857,454.0442,154.1606,3729.59,0.00821,-0.00129,0.00495,0.00428
2016-03-03,4344.896,456.3111,154.9859,3743.02,0.00673,0.00499,0.00535,0.00360
2016-03-04,4371.453,456.6786,158.039,3755.47,0.00611,0.00081,0.01970,0.00333
2016-03-05,4371.453,456.6786,158.039,3755.47,0.00000,0.00000,0.00000,0.00000
2016-03-06,4371.453,456.6786,158.039,3755.47,0.00000,0.00000,0.00000,0.00000
2016-03-07,4370.548,456.9777,159.8846,3759.05,-0.00021,0.00065,0.01168,0.00095
2016-03-08,4333.007,460.2253,158.1279,3717.49,-0.00859,0.00711,-0.01099,-0.01106
2016-03-09,4346.446,457.7382,160.1869,3736.92,0.00310,-0.00540,0.01302,0.00523
2016-03-10,4343.269,458.2869,160.0573,3737.74,-0.00073,0.00120,-0.00081,0.00022
2016-03-11,4422.949,458.8468,161.203,3800.07,0.01835,0.00122,0.00716,0.01668
2016-03-12,4422.949,458.8468,161.203,3800.07,0.00000,0.00000,0.00000,0.00000
2016-03-13,4422.949,458.8468,161.203,3800.07,0.00000,0.00000,0.00000,0.00000
2016-03-14,4426.692,458.9566,160.1635,3795.53,0.00085,0.00024,-0.00645,-0.00119
2016-03-15,4404.065,458.8561,158.9375,3788.62,-0.00511,-0.00022,-0.00765,-0.00182
2016-03-16,4410.608,458.4457,160.5101,3810.09,0.00149,-0.00089,0.00989,0.00567
2016-03-17,4469.786,465.4957,163.9172,3835.26,0.01342,0.01538,0.02123,0.00661
2016-03-18,4477.13,466.2576,162.8437,3852.15,0.00164,0.00164,-0.00655,0.00440
2016-03-19,4477.13,466.2576,162.8437,3852.15,0.00000,0.00000,0.00000,0.00000
2016-03-20,4477.13,466.2576,162.8437,3852.15,0.00000,0.00000,0.00000,0.00000
2016-03-21,4472.43,465.0435,162.9145,3855.97,-0.00105,-0.00260,0.00043,0.00099
2016-03-22,4472.469,464.4123,163.8064,3853.18,0.00001,-0.00136,0.00547,-0.00072
2016-03-23,4439.273,463.4174,160.4715,3828.58,-0.00742,-0.00214,-0.02036,-0.00638
2016-03-24,4414.919,462.6797,159.8194,3827.14,-0.00549,-0.00159,-0.00406,-0.00038
2016-03-25,4419.003,462.74,159.8194,3827.14,0.00093,0.00013,0.00000,0.00000
2016-03-26,4419.003,462.74,159.8194,3827.14,0.00000,0.00000,0.00000,0.00000
2016-03-27,4419.003,462.74,159.8194,3827.14,0.00000,0.00000,0.00000,0.00000
2016-03-28,4429.68,462.6506,160.2921,3829.26,0.00242,-0.00019,0.00296,0.00055
