,index,Date,Trading Index,Open Price,Highest Price,Lowest Price,Settlement Price (yuan/ton),Close Price,Settlement Volume (ton),Turnover (yuan),Return
0,3286,2018-07-04,SZA-2018,36.25,,,36.25,36.25,148396.0,4895584.04,
1,3280,2018-07-05,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
2,3314,2018-07-06,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
3,3308,2018-07-09,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
4,3295,2018-07-10,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
5,3360,2018-07-11,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
6,3354,2018-07-12,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
7,3332,2018-07-13,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
8,3374,2018-07-16,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
9,3344,2018-07-17,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
10,3323,2018-07-18,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
11,3317,2018-07-19,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
12,3368,2018-07-20,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
13,3362,2018-07-23,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
14,3335,2018-07-24,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
15,3431,2018-07-25,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
16,3403,2018-07-26,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
17,3384,2018-07-27,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
18,3418,2018-07-30,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
19,3412,2018-07-31,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
20,3391,2018-08-01,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
21,3385,2018-08-02,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
22,3430,2018-08-03,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
23,3424,2018-08-06,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
24,3396,2018-08-07,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
25,3499,2018-08-08,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
26,3493,2018-08-09,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
27,3455,2018-08-10,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
28,3510,2018-08-13,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
29,3504,2018-08-14,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
30,3467,2018-08-15,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
31,3461,2018-08-16,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
32,3475,2018-08-17,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
33,3448,2018-08-20,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
34,3442,2018-08-21,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
35,3520,2018-08-22,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
36,3514,2018-08-23,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
37,3485,2018-08-24,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
38,3538,2018-08-27,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
39,3529,2018-08-28,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
40,3523,2018-08-29,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
41,3489,2018-08-30,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
42,3574,2018-08-31,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
43,3548,2018-09-03,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
44,3542,2018-09-04,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
45,3585,2018-09-05,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
46,3559,2018-09-06,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
47,3553,2018-09-07,SZA-2018,36.25,,,36.25,36.25,0.0,0,0.0
