Date,Trading Index,Open Price,Highest Price,Lowest Price,Settlement Price (yuan/ton),Close Price,Settlement Volume (ton),Turnover (yuan)
2018-11-05,SZA-2018,36.25,,,36.25,36.25,0,0
2018-11-05,SZA-2017,39.48,,,39.48,39.48,0,0
2018-11-05,SZA-2016,17.29,21.13,17.29,17.29,17.29,9,174.75
2018-11-05,SZA-2015,29.26,,,29.26,29.26,0,0
2018-11-05,SZA-2014,31.05,,,31.05,31.05,0,0
2018-11-05,SZA-2013,34.79,,,34.79,34.79,0,0
2018-11-08,SZA-2018,36.25,,,36.25,36.25,0,0
2018-11-08,SZA-2017,39.48,,,39.48,39.48,0,0
2018-11-08,SZA-2016,14.00,15.40,12.60,15.39,15.39,10,139.98
2018-11-08,SZA-2015,29.26,,,29.26,29.26,0,0
2018-11-19,SZA-2017,39.48,,,39.48,39.48,0,0
2018-11-19,SZA-2016,16.43,20.08,16.43,16.43,16.43,48177,1109896.45
2018-11-19,SZA-2015,22.99,22.99,22.99,22.99,22.99,1,22.99
2018-11-19,SZA-2014,22.42,22.42,22.42,22.42,22.42,12024,171590.63
2018-11-19,SZA-2013,34.79,,,34.79,34.79,0,0
2018-11-14,SZA-2016,15.08,18.44,15.08,18.44,18.44,1010,15244.24
2018-11-14,SZA-2015,19.20,19.20,19.20,19.20,19.20,1,19.20
2018-11-14,SZA-2014,25.16,,,25.16,25.16,0,0
2018-11-14,SZA-2013,34.79,,,34.79,34.79,0,0
2018-11-13,SZA-2018,36.25,,,36.25,36.25,0,0
2018-11-13,SZA-2017,39.48,,,39.48,39.48,0,0
2018-11-27,SZA-2016,14.49,15.94,13.04,13.04,13.04,26305,390455.00
2018-11-27,SZA-2015,22.76,22.76,22.76,22.76,22.76,10900,248084.00
2018-11-27,SZA-2014,24.66,,,24.66,24.66,0,0
2018-11-27,SZA-2013,34.79,,,34.79,34.79,0,0
2018-11-26,SZA-2018,36.25,,,36.25,36.25,0,0
2018-11-26,SZA-2017,39.48,,,39.48,39.48,0,0
2018-11-26,SZA-2016,17.70,17.71,14.49,14.49,14.49,3006,53195.52
2018-11-26,SZA-2015,25.29,,,25.29,25.29,0,0
2018-11-30,SZA-2018,36.25,,,36.25,36.25,0,0
2018-11-30,SZA-2017,28.78,,,28.78,28.78,0,0
2018-11-30,SZA-2016,9.51,11.63,9.51,11.63,11.63,22105,176249.67
2018-11-30,SZA-2015,18.43,,,18.43,18.43,24000,309600
2018-11-30,SZA-2014,24.66,,,24.66,24.66,0,0
2018-11-30,SZA-2013,34.79,,,34.79,34.79,0,0
2018-11-29,SZA-2018,36.25,,,36.25,36.25,0,0
2018-11-29,SZA-2017,28.78,28.78,28.78,28.78,28.78,36682,1109110.40
2018-12-06,SZA-2014,24.41,,,24.41,24.41,0,0
2018-12-06,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-05,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-05,SZA-2017,23.31,23.31,23.31,23.31,23.31,101905,1857405.55
2018-12-05,SZA-2016,10.37,12.00,10.37,10.37,10.37,50855,563828.61
2018-12-05,SZA-2015,18.43,,,18.43,18.43,33593,433349.7
2018-12-05,SZA-2014,24.41,24.41,24.41,24.41,24.41,423,10325.43
2018-12-05,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-04,SZA-2018,36.25,,,36.25,36.25,0,0
2018-11-26,SZA-2014,24.66,,,24.66,24.66,0,0
2018-11-26,SZA-2013,34.79,,,34.79,34.79,0,0
2018-11-23,SZA-2018,36.25,,,36.25,36.25,0,0
2018-11-23,SZA-2017,39.48,,,39.48,39.48,0,0
2018-11-23,SZA-2016,19.68,19.68,16.1,16.1,16.1,18160,372214.58
2018-11-23,SZA-2015,25.29,,,25.29,25.29,0,0
2018-11-23,SZA-2014,24.66,,,24.66,24.66,0,0
2018-11-23,SZA-2013,34.79,,,34.79,34.79,0,0
2018-11-22,SZA-2018,36.25,,,36.25,36.25,0,0
2018-11-22,SZA-2017,39.48,,,39.48,39.48,0,0
2018-11-22,SZA-2016,14.63,17.89,14.63,17.89,17.89,41006,835825.38
2018-11-22,SZA-2015,25.29,,,25.29,25.29,0,0
2018-11-29,SZA-2016,10.57,12.91,10.57,10.57,10.57,36126,364049.20
2018-11-29,SZA-2015,18.43,18.43,18.43,18.43,18.43,33593,526304.62
2018-11-29,SZA-2014,24.66,,,24.66,24.66,0,0
2018-11-29,SZA-2013,34.79,,,34.79,34.79,0,0
2018-11-28,SZA-2018,36.25,,,36.25,36.25,0,0
2018-11-28,SZA-2017,31.98,31.98,31.98,31.98,31.98,46418,1518507.60
2018-11-28,SZA-2016,11.74,14.34,11.74,11.74,11.74,64299,835427.57
2018-11-28,SZA-2015,20.48,20.48,20.48,20.48,20.48,33593,574689.64
2018-11-28,SZA-2014,24.66,,,24.66,24.66,0,0
2018-11-28,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-04,SZA-2017,25.90,,,25.90,25.90,100000,1813000
2018-12-04,SZA-2016,9.42,11.52,9.42,11.52,11.52,52066,495455.14
2018-12-04,SZA-2015,18.43,,,18.43,18.43,18693,241139.7
2018-12-04,SZA-2014,22.19,,,22.19,22.19,0,0
2018-12-04,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-03,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-03,SZA-2017,25.90,25.90,25.90,25.90,25.90,115206,2321406.65
2018-12-03,SZA-2016,10.47,12.79,10.47,10.47,10.47,60114,810584.98
2018-12-03,SZA-2015,18.43,,,18.43,18.43,33593,433349.7
2018-12-03,SZA-2014,22.19,22.19,22.19,22.19,22.19,423,9386.37
2018-12-03,SZA-2013,34.79,,,34.79,34.79,0,0
2018-11-27,SZA-2018,36.25,,,36.25,36.25,0,0
2018-11-27,SZA-2017,35.53,35.53,35.53,35.53,35.53,7200,255816.00
2018-12-14,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-14,SZA-2017,20.55,20.55,20.55,20.55,20.55,149399,2678162.15
2018-12-14,SZA-2016,8.00,9.06,8.00,9.06,9.06,23034,246685.42
2018-12-14,SZA-2015,22.30,,,22.30,22.30,57595,938640.33
2018-12-14,SZA-2014,26.59,,,26.59,26.59,0,0
2018-12-14,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-13,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-13,SZA-2017,22.83,,,22.83,22.83,153052,3775322.00
2018-12-13,SZA-2016,8.24,8.24,8.24,8.24,8.24,23041,120767.84
2018-12-13,SZA-2015,22.30,,,22.30,22.30,58571,914293.31
2018-12-13,SZA-2014,26.59,,,26.59,26.59,0,0
2018-12-13,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-12,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-12,SZA-2017,22.83,,,22.83,22.83,128227,3680221.88
2018-12-12,SZA-2016,8.20,9.15,7.49,7.49,7.49,13024,140874.38
2018-12-12,SZA-2015,22.30,22.30,22.30,22.30,22.30,33550,883840
2018-12-12,SZA-2014,26.35,26.59,26.35,26.59,26.59,423,11194.05
2018-12-12,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-11,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-11,SZA-2017,22.83,22.83,22.83,22.83,22.83,130020,1889356.60
2018-12-11,SZA-2016,9.85,10.16,8.32,8.32,8.32,45395,383646.96
2018-12-11,SZA-2015,16.59,20.27,16.59,20.27,20.27,33593,439570.11
2018-12-11,SZA-2014,24.17,24.17,24.17,24.17,24.17,200,4834
2018-12-11,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-10,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-10,SZA-2017,20.75,20.75,20.75,20.75,20.75,115206,2112778.30
2018-12-20,SZA-2014,23.93,23.93,23.93,23.93,23.93,200,4786.00
2018-12-20,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-19,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-19,SZA-2017,18.50,22.00,18.50,22.00,22.00,143628,2226556.63
2018-12-19,SZA-2016,11.90,11.90,9.74,9.74,9.74,33797,344324.66
2018-12-19,SZA-2015,22.30,,,22.30,22.30,62163,1070417.40
2018-12-19,SZA-2014,26.59,,,26.59,26.59,0,0
2018-12-28,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-28,SZA-2017,19.40,19.40,19.40,19.40,19.40,30002,370531.75
2018-12-28,SZA-2016,9.00,11.00,9.00,11.00,11.00,19504,144342.00
2018-12-28,SZA-2015,19.63,21.86,19.63,21.86,21.86,70105,1644972.30
2018-12-28,SZA-2014,19.48,,,19.48,19.48,0,0
2018-12-28,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-25,SZA-2016,9.54,11.66,9.54,9.54,9.54,21055,162713.18
2018-12-25,SZA-2015,18.06,,,18.06,18.06,33000,417120.00
2018-12-25,SZA-2014,19.67,,,19.67,19.67,0,0
2018-12-25,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-24,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-24,SZA-2017,17.82,17.82,17.82,17.82,17.82,115001,1736477.82
2018-12-10,SZA-2016,7.56,9.24,7.56,9.24,9.24,50902,470755.90
2018-12-10,SZA-2015,18.43,,,18.43,18.43,33593,433349.70
2018-12-10,SZA-2014,21.97,21.97,21.97,21.97,21.97,423,9293.31
2018-12-10,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-07,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-07,SZA-2017,23.05,23.05,23.05,23.05,23.05,115206,2112778.30
2018-12-07,SZA-2016,8.40,8.40,8.40,8.40,8.40,50902,470755.90
2018-12-19,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-18,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-18,SZA-2017,20.55,,,20.55,20.55,141762,2222880.30
2018-12-18,SZA-2016,10.82,10.82,8.86,10.82,10.82,20106,138929.28
2018-12-18,SZA-2015,22.30,,,22.30,22.30,48760,771608.83
2018-12-18,SZA-2014,26.59,,,26.59,26.59,0,0
2018-12-18,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-17,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-27,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-27,SZA-2017,17.64,17.64,17.64,17.64,17.64,44908,954541.68
2018-12-27,SZA-2016,9.44,11.24,9.44,10.00,10.00,62067,663750.40
2018-12-27,SZA-2015,19.87,19.87,19.87,19.87,19.87,104194,1317742.39
2018-12-27,SZA-2014,19.48,19.48,19.48,19.48,19.48,1397,27213.56
2018-12-27,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-26,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-26,SZA-2017,16.04,19.60,16.04,19.60,19.60,112509,1402997.93
2018-12-26,SZA-2016,10.49,10.49,8.59,10.49,10.49,122003,816989.57
2018-12-26,SZA-2015,18.06,,,18.06,18.06,33000,417120.00
2018-12-26,SZA-2014,21.00,21.64,21.00,21.64,21.64,975,20475.64
2018-12-26,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-24,SZA-2016,10.60,12.96,10.60,10.60,10.60,5040,53431.08
2018-12-24,SZA-2015,18.06,,,18.06,18.06,33593,424615.52
2018-12-24,SZA-2014,19.67,19.67,19.67,19.67,19.67,3000,59010.00
2018-12-24,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-21,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-21,SZA-2017,19.80,,,19.80,19.80,130200,1890672.00
2018-12-21,SZA-2013,11.78,11.78,9.64,11.78,11.78,11052,153715.44
2018-12-21,SZA-2015,18.06,18.06,18.06,18.06,18.06,33001,463668.06
2018-12-21,SZA-2014,21.54,21.54,21.54,21.54,21.54,423,9111.42
2018-12-21,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-20,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-20,SZA-2017,19.80,19.80,19.80,19.80,19.80,135319,2312376.00
2018-12-20,SZA-2016,8.77,10.71,8.77,10.71,10.71,31038,270047.42
2018-12-20,SZA-2015,20.07,20.07,20.07,20.07,20.07,33593,527031.51
2018-12-07,SZA-2015,18.43,,,18.43,18.43,33593,433349.7
2018-12-07,SZA-2014,24.41,,,24.41,24.41,0,0
2018-12-07,SZA-2013,34.79,,,34.79,34.79,0,0
2018-12-06,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-06,SZA-2017,25.61,25.61,25.61,25.61,25.61,115207,3490767.4
2018-12-06,SZA-2016,9.33,11.41,9.33,9.33,9.33,47046,547533.99
2018-12-06,SZA-2015,18.43,,,18.43,18.43,33593,804888.28
2018-12-17,SZA-2017,20.55,,,20.55,20.55,149938,2335440.00
2018-12-17,SZA-2016,9.97,9.97,8.15,9.97,9.97,23120,147000.02
2018-12-17,SZA-2015,22.30,,,22.30,22.30,12987,244155.60
2018-12-17,SZA-2014,26.59,,,26.59,26.59,0,0
2018-12-17,SZA-2013,34.79,,,,,0,0
2018-12-25,SZA-2018,36.25,,,36.25,36.25,0,0
2018-12-25,SZA-2017,17.82,,,17.82,17.82,115207,1436631.29
2019-01-10,SZA-2016,17.53,17.53,14.35,14.35,14.35,4,66.94
2019-01-10,SZA-2015,24.05,,,24.05,24.05,0,0
2019-01-10,SZA-2014,25.93,,,25.93,25.93,0,0
2019-01-10,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-09,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-07,SZA-2014,25.93,,,25.93,25.93,0,0
2019-01-07,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-04,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-04,SZA-2017,25.82,25.82,25.82,25.82,25.82,1,25.82
2019-01-04,SZA-2016,14.64,14.64,14.64,14.64,14.64,3,43.92
2019-01-04,SZA-2015,24.05,,,24.05,24.05,0,0
2019-01-15,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-15,SZA-2017,31.24,,,31.24,31.24,0,0
2019-01-15,SZA-2016,12.79,12.79,10.47,12.79,12.79,8,100.00
2019-01-15,SZA-2015,26.46,,,26.46,26.46,0,0
2019-01-15,SZA-2014,28.52,,,28.52,28.52,0,0
2019-01-15,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-14,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-09,SZA-2017,28.40,28.40,28.40,28.40,28.40,2,56.80
2019-01-09,SZA-2016,15.94,15.94,15.94,15.94,15.94,11893,187909.82
2019-01-09,SZA-2015,24.05,,,24.05,24.05,0,0
2019-01-09,SZA-2014,25.93,,,25.93,25.93,0,0
2019-01-09,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-08,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-08,SZA-2017,25.82,,,25.82,25.82,0,0
2019-01-08,SZA-2016,14.49,14.49,14.49,14.49,14.49,5,72.45
2019-01-08,SZA-2015,24.05,,,24.05,24.05,0,0
2019-01-08,SZA-2014,25.93,,,25.93,25.93,0,0
2019-01-08,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-07,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-07,SZA-2017,25.82,,,25.82,25.82,0,0
2019-01-04,SZA-2014,25.93,25.93,25.93,25.93,25.93,3,77.79
2019-01-04,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-03,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-03,SZA-2017,23.47,23.47,23.47,23.47,23.47,2,46.94
2019-01-03,SZA-2016,13.31,13.31,10.89,13.31,13.31,4,50.82
2019-01-03,SZA-2015,24.05,24.05,24.05,24.05,24.05,1,24.05
2019-01-03,SZA-2014,23.57,23.57,23.57,23.57,23.57,3,70.71
2019-01-03,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-02,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-02,SZA-2017,21.34,21.34,21.34,21.34,21.34,1,21.34
2019-01-02,SZA-2016,12.10,12.10,12.10,12.10,12.10,4,48.40
2019-01-02,SZA-2015,21.86,,,21.86,21.86,0,0
2019-01-02,SZA-2014,21.43,21.43,21.43,21.43,21.43,1,21.43
2019-01-14,SZA-2017,31.24,,,31.24,31.24,0,0
2019-01-14,SZA-2016,14.21,14.21,11.63,11.63,11.63,4,54.26
2019-01-14,SZA-2015,26.46,,,26.46,26.46,0,0
2019-01-14,SZA-2014,28.52,,,28.52,28.52,0,0
2019-01-14,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-11,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-11,SZA-2017,31.24,,,31.24,31.24,0,0
2019-01-11,SZA-2016,12.92,15.00,12.92,12.92,12.92,10103,157602.32
2019-01-11,SZA-2015,26.46,26.46,26.46,26.46,26.46,1,26.46
2019-01-11,SZA-2014,28.52,28.52,28.52,28.52,28.52,1,28.52
2019-01-11,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-07,SZA-2016,16.09,16.10,13.18,16.10,16.10,4,61.47
2019-01-07,SZA-2015,24.05,,,24.05,24.05,0,0
2019-01-02,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-10,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-10,SZA-2017,31.24,31.24,31.24,31.24,31.24,1,31.24
2019-01-24,SZA-2016,12.41,12.41,10.15,10.15,10.15,22002,198022.56
2019-01-24,SZA-2015,26.46,,,26.46,26.46,0,0
2019-01-24,SZA-2014,28.52,,,28.52,28.52,0,0
2019-01-24,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-23,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-23,SZA-2017,28.12,28.12,28.12,28.12,28.12,1,28.12
2019-01-23,SZA-2016,13.78,13.78,11.28,11.28,11.28,2,25.06
2019-01-23,SZA-2015,26.46,,,26.46,26.46,0,0
2019-01-21,SZA-2014,28.52,,,28.52,28.52,0,0
2019-01-21,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-18,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-18,SZA-2017,31.24,,,31.24,31.24,0,0
2019-01-18,SZA-2016,12.66,,,12.66,12.66,0,0
2019-01-18,SZA-2015,26.46,,,26.46,26.46,0,0
2019-01-18,SZA-2014,28.52,,,28.52,28.52,0,0
2019-01-18,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-17,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-17,SZA-2017,31.24,,,31.24,31.24,0,0
2019-01-29,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-29,SZA-2017,20.5,,,20.5,20.5,0,0
2019-01-29,SZA-2016,11.06,11.06,11.06,11.06,11.06,12064,160448.96
2019-01-29,SZA-2015,26.46,,,26.46,26.46,0,0
2019-01-29,SZA-2014,28.52,,,28.52,28.52,0,0
2019-01-29,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-28,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-28,SZA-2017,20.50,20.50,20.50,20.50,20.50,1,20.50
2019-01-28,SZA-2016,12.29,12.29,12.29,12.29,12.29,11460,159290.78
2019-01-28,SZA-2015,26.46,,,26.46,26.46,0,0
2019-01-23,SZA-2014,28.52,,,28.52,28.52,0,0
2019-01-23,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-22,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-22,SZA-2017,31.24,,,31.24,31.24,0,0
2019-01-22,SZA-2016,12.53,12.53,12.53,12.53,12.53,10363,15381.19
2019-01-22,SZA-2015,26.46,,,26.46,26.46,0,0
2019-01-22,SZA-2014,28.52,,,28.52,28.52,0,0
2019-01-22,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-21,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-21,SZA-2017,31.24,,,31.24,31.24,0,0
2019-01-21,SZA-2016,13.93,13.93,11.39,11.39,11.39,2,25.32
2019-01-21,SZA-2015,26.46,,,26.46,26.46,0,0
2019-02-11,SZA-2014,31.37,,,31.37,31.37,0,0
2019-02-11,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-01,SZA-2018,36.25,,,36.25,36.25,0,0
2019-02-01,SZA-2017,24.81,24.81,24.81,24.81,24.81,1,24.81
2019-02-01,SZA-2016,14,14,14,14,14,10003,138041.6
2019-02-01,SZA-2015,26.46,,,26.46,26.46,0,0
2019-02-01,SZA-2014,31.37,31.37,31.37,31.37,31.37,1,31.37
2019-02-01,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-17,SZA-2016,12.66,12.66,12.66,12.66,12.66,6,75.96
2019-01-17,SZA-2015,26.46,,,26.46,26.46,0,0
2019-01-17,SZA-2014,28.52,,,28.52,28.52,0,0
2019-01-17,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-16,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-16,SZA-2017,31.24,,,31.24,31.24,0,0
2019-01-16,SZA-2016,14.07,14.07,11.51,11.51,11.51,3,39.65
2019-01-16,SZA-2015,26.46,,,26.46,26.46,0,0
2019-01-16,SZA-2014,28.52,,,28.52,28.52,0,0
2019-02-14,SZA-2016,14.00,14.00,14.00,14.00,14.00,10013,143185.00
2019-02-14,SZA-2015,32.02,,,32.02,32.02,0,0
2019-02-14,SZA-2014,31.37,,,31.37,31.37,0,0
2019-02-14,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-13,SZA-2018,36.25,,,36.25,36.25,0,0
2019-02-13,SZA-2017,30.00,30.02,24.56,24.56,24.56,5,144.58
2019-02-13,SZA-2016,15.39,15.39,14.00,14.00,14.00,12013,178992.39
2019-01-28,SZA-2014,28.52,,,28.52,28.52,0,0
2019-01-28,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-25,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-25,SZA-2017,22.78,22.78,22.78,22.78,22.78,1,22.78
2019-01-25,SZA-2016,11.17,11.17,11.17,11.17,11.17,13095,171538.71
2019-01-25,SZA-2015,26.46,,,26.46,26.46,0,0
2019-01-25,SZA-2014,28.52,,,28.52,28.52,0,0
2019-01-25,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-24,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-24,SZA-2017,25.31,25.31,25.31,25.31,25.31,1,25.31
2019-01-31,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-31,SZA-2017,18.45,22.55,18.45,22.55,22.55,50002,717541
2019-01-31,SZA-2016,13.39,13.39,13.39,13.39,13.39,20133,228071.04
2019-01-31,SZA-2015,26.46,,,26.46,26.46,0,0
2019-01-31,SZA-2014,28.52,,,28.52,28.52,0,0
2019-01-31,SZA-2013,34.79,,,34.79,34.79,0,0
2019-01-30,SZA-2018,36.25,,,36.25,36.25,0,0
2019-01-30,SZA-2017,20.5,,,20.5,20.5,0,0
2019-01-30,SZA-2016,9.95,12.17,9.95,12.17,12.17,3002,29874.34
2019-01-30,SZA-2015,26.46,,,26.46,26.46,0,0
2019-01-30,SZA-2014,28.52,,,28.52,28.52,0,0
2019-01-16,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-13,SZA-2015,32.02,32.02,32.02,32.02,32.02,1,32.02
2019-02-13,SZA-2014,31.37,,,31.37,31.37,0,0
2019-02-13,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-12,SZA-2018,36.25,,,36.25,36.25,0,0
2019-02-12,SZA-2017,27.29,,,27.29,27.29,0,0
2019-02-12,SZA-2016,14.00,14.00,14.00,14.00,14.00,11550,174403.90
2019-02-12,SZA-2015,29.11,29.11,29.11,29.11,29.11,1,29.11
2019-02-12,SZA-2014,31.37,,,31.37,31.37,0,0
2019-02-12,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-11,SZA-2018,36.25,,,36.25,36.25,0,0
2019-02-11,SZA-2017,24.81,,,24.81,24.81,0,0
2019-01-30,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-11,SZA-2016,14.00,14.00,14.00,14.00,14.00,1,14.00
2019-02-11,SZA-2015,26.46,,,26.46,26.46,0,0
2019-02-25,SZA-2014,37.96,,,37.96,37.96,0,0
2019-02-25,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-22,SZA-2018,36.25,,,36.25,36.25,0,0
2019-02-22,SZA-2017,31.93,31.93,31.93,31.93,31.93,2,63.86
2019-02-22,SZA-2016,14.00,15.25,14.00,15.25,15.25,13001,231411.45
2019-02-22,SZA-2015,35.22,,,35.22,35.22,0,0
2019-02-22,SZA-2014,37.96,,,37.96,37.96,0,0
2019-02-22,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-19,SZA-2018,36.25,,,36.25,36.25,0,0
2019-02-19,SZA-2017,29.41,29.41,24.07,29.41,29.41,3,82.89
2019-02-19,SZA-2016,14.00,15.40,14.00,14.00,14.00,10105,150562.30
2019-02-19,SZA-2015,32.02,,,32.02,32.02,0,0
2019-02-19,SZA-2014,34.51,,,34.51,34.51,0,0
2019-02-19,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-18,SZA-2018,36.25,,,36.25,36.25,0,0
2019-02-18,SZA-2017,26.74,26.74,26.74,26.74,26.74,5,133.70
2019-02-28,SZA-2016,16.61,16.61,13.59,13.59,13.59,4,58.20
2019-02-28,SZA-2015,35.22,,,35.22,35.22,0,0
2019-02-28,SZA-2014,37.96,,,37.96,37.96,0,0
2019-02-28,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-27,SZA-2018,36.25,,,36.25,36.25,0,0
2019-02-27,SZA-2017,35.12,,,35.12,35.12,0,0
2019-02-27,SZA-2016,15.10,15.10,12.36,15.10,15.10,7,98.56
2019-02-27,SZA-2015,35.22,,,35.22,35.22,0,0
2019-02-27,SZA-2014,37.96,,,37.96,37.96,0,0
2019-02-27,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-21,SZA-2018,36.25,,,36.25,36.25,0,0
2019-02-21,SZA-2017,35.48,35.48,29.03,29.03,29.03,2,64.51
2019-02-21,SZA-2016,16.94,16.94,13.86,13.86,13.86,13122,175842.34
2019-02-21,SZA-2015,35.22,35.22,35.22,35.22,35.22,1,35.22
2019-02-21,SZA-2014,37.96,37.96,37.96,37.96,37.96,1,37.96
2019-02-21,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-20,SZA-2018,36.25,,,36.25,36.25,0,0
2019-02-20,SZA-2017,32.35,32.35,32.35,32.35,32.35,3,96.95
2019-02-20,SZA-2016,14.00,15.40,14.00,15.40,15.40,10903,164634.50
2019-02-20,SZA-2015,32.02,,,32.02,32.02,0,0
2019-02-20,SZA-2014,34.51,,,34.51,34.51,0,0
2019-02-20,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-18,SZA-2016,15.40,15.40,14.00,14.00,14.00,13224,185138.80
2019-02-18,SZA-2015,32.02,,,32.02,32.02,0,0
2019-02-18,SZA-2014,34.51,,,34.51,34.51,0,0
2019-02-18,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-15,SZA-2018,36.25,,,36.25,36.25,0,0
2019-02-15,SZA-2017,24.31,24.31,24.31,24.31,24.31,2,48.62
2019-02-15,SZA-2016,14.00,14.00,14.00,14.00,14.00,10003,142042.20
2019-02-15,SZA-2015,32.02,,,32.02,32.02,0,0
2019-02-15,SZA-2014,34.51,34.51,34.51,34.51,34.51,1,34.51
2019-02-15,SZA-2013,34.79,,,34.79,34.79,0,0
2019-02-14,SZA-2018,36.25,,,36.25,36.25,0,0
2019-02-14,SZA-2017,27.02,27.02,22.10,22.10,22.10,2,49.12
2019-02-26,SZA-2018,36.25,,,36.25,36.25,0,0
2019-02-26,SZA-2017,35.12,35.12,35.12,35.12,35.12,1,35.12
