Date,Trading Index,Open Price,Highest Price,Lowest Price,Settlement Price (yuan/ton),Close Price,Settlement Volume (ton),Turnover (yuan)
2016-12-01,SZA-2014,30.48,,,30.48,30.48,0,0
2016-12-01,SZA-2013,21.94,26.82,21.94,26.82,26.82,2011,44127.48
2016-11-30,SZA-2016,20.18,24.66,20.18,24.66,24.66,13003,262413.98
2016-11-30,SZA-2015,31.02,31.02,31.02,31.02,31.02,7000,217140.00
2016-11-30,SZA-2014,30.48,,,30.48,30.48,0,0
2016-11-30,SZA-2013,24.38,24.38,24.38,24.38,24.38,2000,48760.00
2016-11-29,SZA-2016,18.34,22.42,18.34,22.42,22.42,14053,301660.18
2016-11-29,SZA-2015,28.21,34.47,28.21,24.47,24.47,7001,197504.47
2016-11-29,SZA-2014,30.48,,,30.48,30.48,0,0
2016-11-29,SZA-2013,27.09,,,27.09,27.09,0,0
2016-11-28,SZA-2016,20.38,23.80,20.38,20.38,20.38,17943,367183.14
2016-10-31,SZA-2013,34.47,,,34.47,34.47,0,0
2016-11-10,SZA-2015,24.51,29.95,24.51,24.51,24.51,7002,171624.46
2016-11-10,SZA-2014,27.98,27.98,22.90,22.90,22.90,2,50.88
2016-11-10,SZA-2013,22.39,22.39,22.39,22.39,22.39,1,22.39
2016-11-09,SZA-2016,31.46,38.45,31.46,38.45,38.45,15004,472039.82
2016-11-09,SZA-2015,27.23,27.23,27.23,27.23,27.23,7001,190637.23
2016-11-09,SZA-2014,25.44,25.44,25.44,25.44,25.44,1,25.44
2016-11-09,SZA-2013,24.88,24.88,24.88,24.88,24.88,2231,55507.28
2016-11-08,SZA-2016,28.59,34.95,28.59,34.95,34.95,15003,428948.49
2016-11-08,SZA-2015,24.76,30.26,24.76,30.26,30.26,7001,173350.26
2016-11-08,SZA-2014,28.27,28.27,28.27,28.27,28.27,1,28.27
2016-11-08,SZA-2013,27.64,27.64,27.64,27.64,27.64,1,27.64
2016-11-07,SZA-2016,25.99,31.77,25.99,31.77,31.77,15003,389939.53
2016-11-14,SZA-2013,27.09,27.09,27.09,27.09,27.09,1,27.09
2016-11-22,SZA-2015,26.15,31.97,26.15,31.97,31.97,7001,183081.97
2016-11-22,SZA-2014,30.48,,,30.48,30.48,0,0
2016-11-22,SZA-2013,27.09,,,27.09,27.09,0,0
2016-11-21,SZA-2016,23.09,28.22,23.09,23.10,23.10,15013,346686.09
2016-11-21,SZA-2015,23.78,29.06,23.78,29.06,29.06,7001,166489.06
2016-11-21,SZA-2014,30.48,,,30.48,30.48,0,0
2016-11-21,SZA-2013,27.09,,,27.09,27.09,0,0
2016-11-28,SZA-2015,31.34,31.34,31.34,31.34,31.34,7000,219380.00
2016-11-28,SZA-2014,30.48,,,30.48,30.48,0,0
2016-11-28,SZA-2013,27.09,,,27.09,27.09,0,0
2016-11-07,SZA-2015,22.51,27.51,22.51,27.51,27.51,7001,157597.51
2016-11-07,SZA-2014,25.70,25.70,25.70,25.70,25.70,1,25.70
2016-11-07,SZA-2013,25.13,30.71,25.13,30.71,30.71,2,55.84
2016-10-20,SZA-2016,24.83,30.35,24.83,24.83,24.83,10009,248534.51
2016-10-20,SZA-2015,33.79,,,33.79,33.79,0,0
2016-10-20,SZA-2014,32.04,,,32.04,32.04,0,0
2016-10-20,SZA-2013,31.34,,,31.34,31.34,0,0
2016-10-19,SZA-2016,22.57,27.59,22.57,27.59,27.59,10003,225777.75
2016-10-19,SZA-2015,33.79,,,33.79,33.79,0,0
2016-12-09,SZA-2016,25.92,31.68,25.92,31.68,31.68,13001,336991.68
2016-12-09,SZA-2015,22.17,27.09,22.17,27.09,27.09,7001,155217.09
2016-12-09,SZA-2014,27.43,33.53,27.43,33.53,33.53,101,2776.53
2016-12-09,SZA-2013,21.29,26.03,21.29,26.03,26.03,2001,42606.03
2016-12-08,SZA-2016,28.80,28.80,28.80,28.80,28.80,13000,374400.00
2016-12-08,SZA-2015,24.63,24.63,24.63,24.63,24.63,7000,172410.00
2016-10-19,SZA-2014,32.04,,,32.04,32.04,0,0
2016-10-19,SZA-2013,31.34,,,31.34,31.34,0,0
2016-10-18,SZA-2016,25.08,25.08,25.08,25.08,25.08,10002,250850.16
2016-10-18,SZA-2015,33.79,33.79,33.79,33.79,33.79,1,33.79
2016-10-18,SZA-2014,32.04,,,32.04,32.04,0,0
2016-10-18,SZA-2013,31.34,,,31.34,31.34,0,0
2016-10-17,SZA-2016,22.81,27.87,22.81,27.87,27.87,10002,228155.74
2016-10-17,SZA-2015,30.72,,,30.72,30.72,0,0
2016-10-17,SZA-2014,32.04,,,32.04,32.04,0,0
2016-10-17,SZA-2013,31.34,,,31.34,31.34,0,0
2016-10-14,SZA-2016,25.34,25.34,25.34,25.34,25.34,10001,253425.34
2016-10-14,SZA-2015,30.72,30.72,30.72,30.72,30.72,1,30.72
2016-10-14,SZA-2014,32.04,,,32.04,32.04,0,0
2016-12-08,SZA-2014,30.48,,,30.48,30.48,0,0
2016-12-08,SZA-2013,23.66,23.66,23.66,23.66,23.66,2000,47320.00
2016-12-07,SZA-2016,26.59,32.00,26.59,32.00,32.00,13202,351046.59
2016-12-07,SZA-2015,22.39,27.37,22.39,27.37,27.37,7201,161235.37
2016-12-07,SZA-2014,30.48,,,30.48,30.48,0,0
2016-12-07,SZA-2013,26.29,26.29,26.29,26.29,26.29,2001,52606.29
2016-12-06,SZA-2016,29.54,29.54,29.54,29.54,29.54,13000,384020.00
2016-12-06,SZA-2015,24.88,24.88,24.88,24.88,24.88,7200,179136.00
2016-12-06,SZA-2014,30.48,,,30.48,30.48,0,0
2016-12-06,SZA-2013,23.90,29.21,23.90,29.21,29.21,2001,47829.21
2016-12-05,SZA-2016,26.86,32.82,26.86,32.82,32.82,13001,349212.82
2016-12-05,SZA-2015,27.64,27.64,27.64,27.64,27.64,7000,193480.00
2016-12-05,SZA-2014,30.48,,,30.48,30.48,0,0
2016-12-05,SZA-2013,21.73,26.55,21.73,26.55,26.55,2001,43486.55
2016-10-14,SZA-2013,31.34,,,31.34,31.34,0,0
2016-12-16,SZA-2016,27.95,27.95,27.95,27.95,27.95,13000,363350.00
2016-12-16,SZA-2015,23.90,29.21,23.90,29.21,29.21,19001,455329.21
2016-12-16,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-16,SZA-2013,22.96,28.06,22.96,28.06,28.06,2001,45948.06
2016-12-15,SZA-2016,31.06,31.06,31.06,31.06,31.06,13000,403780.00
2016-12-15,SZA-2015,26.55,26.55,26.55,26.55,26.55,7000,185850.00
2016-12-15,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-15,SZA-2015,20.87,25.51,20.87,25.51,25.51,2002,41786.38
2016-12-14,SZA-2016,28.23,34.51,28.23,34.51,34.51,13001,367024.51
2016-12-14,SZA-2015,24.14,29.50,24.14,29.50,29.50,7001,169009.50
2016-12-14,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-14,SZA-2013,23.19,23.19,23.19,23.19,23.19,2000,46380.00
2016-12-13,SZA-2016,31.37,31.37,31.37,31.37,31.37,13000,407810.00
2016-12-13,SZA-2015,26.82,26.82,26.82,26.82,26.82,7000,187740.00
2016-12-13,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-13,SZA-2013,25.77,25.77,25.77,25.77,25.77,2000,51540.00
2016-12-12,SZA-2016,28.51,34.85,28.51,34.85,34.85,13002,370699.70
2016-12-12,SZA-2015,24.38,29.80,24.38,29.80,29.80,7001,170689.80
2016-12-12,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-12,SZA-2013,23.43,28.63,23.43,28.63,28.63,2001,46888.63
2016-12-30,SZA-2016,32.48,39.70,32.48,32.48,32.48,3003,97544.66
2016-12-30,SZA-2015,25.24,30.84,25.24,30.84,30.84,9812,255047.68
2016-12-30,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-30,SZA-2013,24.26,24.26,24.26,24.26,24.26,2022,49053.72
2016-12-29,SZA-2016,31.73,36.10,31.73,36.09,36.09,13,419.03
2016-12-29,SZA-2015,28.04,,,28.04,28.04,0,0
2016-12-29,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-29,SZA-2013,26.96,,,26.96,26.96,0,0
2016-12-23,SZA-2016,24.67,30.15,24.67,30.15,30.15,13001,320740.15
2016-12-23,SZA-2015,21.09,25.77,21.09,25.77,25.77,7002,147681.53
2016-12-23,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-23,SZA-2013,24.75,24.75,24.75,24.75,24.75,2000,49500.00
2016-12-22,SZA-2016,27.41,27.41,27.41,27.41,27.41,13000,356330.00
2017-01-09,SZA-2015,28.65,35.01,28.65,35.01,35.01,4,127.32
2017-01-09,SZA-2015,41.03,,,41.03,41.03,0,0
2017-01-09,SZA-2014,33.53,,,33.53,33.53,0,0
2017-01-09,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-06,SZA-2016,31.83,38.90,31.83,31.83,31.83,4,134.39
2017-01-06,SZA-2015,41.03,,,41.03,41.03,0,0
2017-01-06,SZA-2014,33.53,,,33.53,33.53,0,0
2017-01-23,SZA-2016,42.00,,,42.00,42.00,0,0
2017-01-23,SZA-2015,46.00,,,46.00,46.00,0,0
2017-01-23,SZA-2014,26.89,,,26.89,26.89,0,0
2017-01-23,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-20,SZA-2016,37.32,42.00,37.32,42.00,42.00,2,79.32
2017-01-16,SZA-2016,37.71,37.71,37.71,37.71,37.71,1,37.71
2017-01-16,SZA-2015,46.00,,,46.00,46.00,0,0
2017-01-16,SZA-2014,30.18,,,30.18,30.18,0,0
2017-01-16,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-13,SZA-2016,41.90,41.90,41.90,41.90,41.90,1,1
2017-01-13,SZA-2015,46.00,,,46.00,46.00,0,0
2017-01-13,SZA-2014,30.18,30.18,30.18,30.18,30.18,1,1
2016-12-28,SZA-2016,32.82,32.82,32.82,32.82,32.82,13000,426660.00
2016-12-28,SZA-2015,28.04,28.04,28.04,28.04,28.04,7000,196280.00
2016-12-28,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-28,SZA-2013,22.06,26.96,22.06,26.96,26.96,2001,44146.96
2016-12-27,SZA-2016,29.84,36.47,29.84,36.47,36.47,13001,378956.47
2016-12-27,SZA-2015,25.51,31.16,25.51,23.16,23.16,7001,178601.16
2016-12-27,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-27,SZA-2013,24.51,24.51,24.51,24.51,24.51,2000,49020.00
2016-12-26,SZA-2016,27.14,33.17,27.14,33.16,33.16,14102,382740.33
2016-12-26,SZA-2015,23.18,28.34,23.18,28.34,28.34,7002,162316.68
2016-12-26,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-22,SZA-2015,23.43,23.43,23.43,23.43,23.43,7000,164010.00
2016-12-22,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-22,SZA-2013,27.50,27.50,27.50,27.50,27.50,2000,55000.00
2016-12-21,SZA-2016,24.91,30.45,24.91,30.45,30.45,13002,323890.90
2016-12-21,SZA-2015,26.03,26.03,26.03,26.03,26.03,7000,182210.00
2016-12-21,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-21,SZA-2013,25.00,30.56,25.00,30.56,30.56,2001,50030.56
2016-12-20,SZA-2016,27.68,27.68,27.68,27.68,27.68,13000,359840.00
2016-12-20,SZA-2015,23.66,28.92,23.66,28.92,28.92,7001,165648.92
2016-12-20,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-20,SZA-2013,22.73,27.78,22.73,27.78,27.78,2009,45669.62
2016-12-19,SZA-2016,25.16,30.75,25.16,30.75,30.75,13002,327141.50
2016-12-19,SZA-2015,26.29,26.29,26.29,26.29,26.29,7000,184030.00
2017-01-06,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-05,SZA-2016,28.94,35.37,28.94,35.37,35.37,6503,188216.10
2017-01-05,SZA-2015,41.03,41.03,41.03,41.03,41.03,1,41.03
2017-01-05,SZA-2014,33.53,,,33.53,33.53,0,0
2017-01-05,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-04,SZA-2016,32.15,39.29,32.15,32.15,32.15,7,239.32
2017-01-04,SZA-2015,37.10,37.31,37.10,37.31,37.31,2,74.41
2017-01-04,SZA-2014,33.53,,,33.53,33.53,0,0
2017-01-20,SZA-2015,46.00,,,46.00,46.00,0,0
2017-01-20,SZA-2014,26.89,26.89,26.89,26.89,26.89,1,26.89
2017-01-20,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-19,SZA-2016,41.47,,,41.47,41.47,0,0
2017-01-19,SZA-2015,46.00,,,46.00,46.00,0,0
2017-01-19,SZA-2014,24.44,29.88,24.44,29.88,29.88,2,54.32
2017-01-19,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-18,SZA-2016,41.48,41.48,41.47,41.47,41.47,2,82.95
2017-01-18,SZA-2015,46.00,,,46.00,46.00,0,0
2017-01-18,SZA-2014,27.16,27.16,27.16,27.16,27.16,1,27.16
2017-01-13,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-12,SZA-2016,38.12,38.13,38.12,38.13,38.13,2,76.26
2017-01-12,SZA-2015,46.00,46.00,46.00,46.00,46.00,1,46.00
2017-01-12,SZA-2014,33.53,,,33.53,33.53,0,0
2017-01-12,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-11,SZA-2016,34.66,34.66,28.36,34.66,34.66,6,195.36
2017-01-11,SZA-2015,4513,45.13,45.13,45.13,45.13,1,45.13
2017-01-11,SZA-2014,33.53,,,33.53,33.53,0,0
2017-01-11,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-10,SZA-2016,38.50,38.51,31.51,31.51,31.51,4,140.03
2017-01-10,SZA-2015,41.03,,,41.03,41.03,0,0
2017-01-10,SZA-2013,33.53,,,33.53,33.53,0,0
2017-01-10,SZA-2013,26.69,,,26.69,26.69,0,0
2016-12-26,SZA-2013,22.28,27.23,22.28,27.23,27.23,2001,44587.23
2016-12-19,SZA-2014,33.53,,,33.53,33.53,0,0
2016-12-19,SZA-2013,25.25,25.25,25.25,25.25,25.25,2000,50500.00
2017-01-04,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-03,SZA-2016,35.73,35.73,29.23,35.72,35.72,3,100.68
2017-01-03,SZA-2015,31.50,33.92,31.50,33.92,33.92,2501,78783.92
2017-01-03,SZA-2014,33.53,,,33.53,33.53,0,0
2017-01-03,SZA-2013,26.69,26.69,26.69,26.69,26.69,1,26.69
2017-01-18,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-17,SZA-2016,37.71,,,37.71,37.71,0,0
2017-01-17,SZA-2015,46.00,,,46.00,46.00,0,0
2017-01-17,SZA-2014,30.18,,,30.18,30.18,0,0
2017-01-17,SZA-2013,26.69,,,26.69,26.69,0,0
2017-02-06,SZA-2016,41.16,41.16,33.68,33.68,33.68,5,190.84
2017-02-06,SZA-2015,46.00,,,46.00,46.00,0,0
2017-02-06,SZA-2014,24.20,,,24.20,24.20,0,0
2017-02-06,SZA-2013,26.69,,,26.69,26.69,0,0
2017-02-03,SZA-2016,37.42,37.42,37.42,37.42,37.42,1,37.42
2017-02-03,SZA-2015,46.00,,,46.00,46.00,0,0
2017-02-03,SZA-2014,24.20,,,24.20,24.20,0,0
2017-02-03,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-26,SZA-2016,34.02,34.02,34.02,34.02,34.02,1,34.02
2017-02-13,SZA-2016,27.02,33.02,27.02,33.02,33.02,4,126.08
2017-02-13,SZA-2015,46.00,,,46.00,46.00,0,0
2017-02-13,SZA-2014,29.28,,,29.28,29.28,0,0
2017-02-13,SZA-2013,26.69,,,26.69,26.69,0,0
2017-02-10,SZA-2016,33.35,33.35,30.02,30.02,30.02,2,63.37
2017-02-10,SZA-2015,46.00,,,46.00,46.00,0,0
2017-02-10,SZA-2014,29.28,,,29.28,29.28,0,0
2017-02-10,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-26,SZA-2015,46.00,,,46.00,46.00,0,0
2017-01-26,SZA-2014,24.20,,,24.20,24.20,0,0
2017-01-26,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-25,SZA-2016,37.80,37.80,37.80,37.80,37.80,1,37.80
2017-01-25,SZA-2015,46.00,,,46.00,46.00,0,0
2017-01-25,SZA-2014,24.20,,,24.20,24.20,0,0
2017-01-25,SZA-2013,26.69,,,26.69,26.69,0,0
2017-01-24,SZA-2016,42.00,,,42.00,42.00,0,0
2017-01-24,SZA-2015,46.00,,,46.00,46.00,0,0
2017-01-24,SZA-2014,24.20,24.20,24.20,24.20,24.20,1,24.20
2017-01-24,SZA-2013,26.69,,,26.69,26.69,0,0
2017-02-09,SZA-2016,33.35,33.35,33.35,33.35,33.35,1,33.35
2017-02-09,SZA-2015,46.00,,,46.00,46.00,0,0
2017-02-09,SZA-2014,29.28,,,29.28,29.28,0,0
2017-02-09,SZA-2013,26.69,,,26.69,26.69,0,0
2017-02-08,SZA-2016,37.05,,,37.05,37.05,0,0
2017-02-08,SZA-2015,46.00,,,46.00,46.00,0,0
2017-02-08,SZA-2014,29.28,29.28,29.28,29.28,29.28,1,29.28
2017-02-08,SZA-2013,26.69,,,26.69,26.69,0,0
2017-02-07,SZA-2016,30.31,37.05,30.31,37.05,37.05,2,67.36
2017-02-07,SZA-2015,46.00,,,46.00,46.00,0,0
2017-02-07,SZA-2014,26.62,26.62,26.62,26.62,26.62,1,26.62
2017-02-07,SZA-2013,26.69,,,26.69,26.69,0,0
2017-03-06,SZA-2016,33.84,3.85,27.69,27.69,27.69,5,156.91
2017-03-06,SZA-2015,32.52,32.52,32.52,32.52,32.52,1,32.52
2017-03-06,SZA-2014,39.50,39.50,39.50,39.50,39.50,1,39.50
2017-03-06,SZA-2013,33.71,33.71,33.71,33.71,33.71,1,33.71
2017-03-03,SZA-2016,37.60,37.60,30.77,30.77,30.77,2,68.37
2017-03-03,SZA-2015,36.13,,,36.13,36.13,0,0
2017-03-03,SZA-2014,36.00,36.00,36.00,36.00,36.00,1,36.00
2017-03-03,SZA-2013,37.45,37.45,37.45,37.45,37.45,1,37.45
2017-03-02,SZA-2016,34.15,34.19,27.97,34.19,34.19,4,130.46
2017-03-02,SZA-2015,29.57,36.13,29.57,36.13,36.13,2,65.70
2017-03-02,SZA-2014,32.75,,,32.75,32.75,0,0
2017-03-02,SZA-2013,34.05,34.05,34.05,34.05,34.05,1,34.05
2017-03-01,SZA-2016,31.07,31.08,31.07,31.08,31.08,5,155.36
2017-03-01,SZA-2015,26.89,32.85,26.89,32.85,32.85,3,86.63
2017-03-01,SZA-2013,32.75,,,32.75,32.75,0,0
2017-03-01,SZA-2013,30.98,30.98,30.98,30.98,30.98,1,30.98
2017-02-28,SZA-2016,34.53,34.53,28.25,28.25,28.25,4,125.55
2017-02-28,SZA-2015,29.88,29.88,29.88,29.88,29.88,1,29.88
2017-02-27,SZA-2016,31.39,31.39,31.39,31.39,31.39,1,31.39
2017-02-27,SZA-2015,33.20,33.20,33.20,33.20,33.20,2,66.40
2017-02-27,SZA-2014,36.39,36.39,29.77,29.77,29.77,3,102.55
2017-02-27,SZA-2013,31.30,31.30,31.30,31.30,31.30,2,62.60
2017-02-24,SZA-2016,42.00,42.00,34.88,34.88,34.88,2,76.88
2017-02-24,SZA-2015,30.18,30.18,30.18,30.18,30.18,1,30.18
2017-02-24,SZA-2014,33.08,33.08,27.06,33.08,33.08,3,93.22
2017-02-24,SZA-2013,34.83,34.83,28.49,28.49,28.49,2,63.32
2017-02-23,SZA-2016,31.72,38.76,31.72,38.76,38.76,2,70.48
2017-02-23,SZA-2015,33.53,33.53,33.53,33.53,33.53,1,33.53
2017-03-20,SZA-2016,32.20,32.20,26.34,32.20,32.20,4,117.08
2017-03-20,SZA-2015,31.24,31.24,25.56,25.56,25.56,5,144.84
2017-03-20,SZA-2014,35.20,,,35.20,35.20,0,0
2017-03-20,SZA-2013,33.03,,,33.03,33.03,0,0
2017-03-17,SZA-2016,35.76,35.77,29.27,29.27,29.27,4,136.57
2017-03-17,SZA-2015,34.71,34.71,28.40,28.40,28.40,2,63.11
2017-03-17,SZA-2014,35.20,,,35.20,35.20,0,0
2017-03-17,SZA-2013,33.03,33.03,33.03,33.03,33.03,1,33.03
2017-03-16,SZA-2016,32.52,32.52,32.52,32.52,32.52,1,32.52
2017-03-16,SZA-2015,31.55,31.55,31.55,31.55,31.55,2,63.10
2017-03-13,SZA-2016,36.48,36.48,29.85,29.85,29.85,4,139.26
2017-03-13,SZA-2015,35.41,35.41,28.97,35.41,35.41,3,99.79
2017-03-13,SZA-2014,39.50,,,39.50,39.50,0,0
2017-03-13,SZA-2013,37.08,37.08,37.08,37.08,37.08,1,37.08
2017-03-10,SZA-2016,27.14,33.17,27.14,33.17,33.17,5,153.79
2017-03-10,SZA-2015,32.19,39.30,32.19,32.19,32.19,3,103.68
2017-03-10,SZA-2014,39.50,,,39.50,39.50,0,0
2017-03-10,SZA-2013,33.71,,,33.71,33.71,0,0
2017-03-09,SZA-2016,30.15,30.15,24.67,30.15,30.15,5,139.79
2017-03-09,SZA-2015,29.27,35.77,29.27,35.77,35.77,2,65.04
2017-03-09,SZA-2014,39.50,,,39.50,39.50,0,0
2017-02-28,SZA-2014,32.75,32.75,32.75,32.75,32.75,2,65.50
2017-02-28,SZA-2013,28.17,34.42,28.17,34.42,34.42,2,62.60
2017-03-27,SZA-2016,28.40,28.40,28.40,28.40,28.40,2,56.80
2017-03-27,SZA-2015,33.00,33.00,27.55,27.55,27.55,2,60.55
2017-03-27,SZA-2014,35.00,35.00,35.00,35.00,35.00,1,35.00
2017-03-27,SZA-2013,35.00,37.66,35.00,37.66,37.66,2,72.66
2017-03-24,SZA-2016,35.00,35.00,31.55,31.55,31.55,2,66.55
2017-02-23,SZA-2014,30.07,30.07,30.07,30.07,30.07,1,30.07
2017-02-23,SZA-2013,31.66,31.66,31.66,31.66,31.66,2,63.32
2017-02-22,SZA-2016,35.24,35.24,35.24,35.24,35.24,1,35.24
2017-02-22,SZA-2015,37.26,37.26,37.26,37.26,37.26,1,37.26
2017-02-22,SZA-2014,40.80,40.80,33.41,33.41,33.41,2,74.21
2017-02-22,SZA-2013,28.78,35.18,28.78,35.18,35.18,3,99.14
2017-02-21,SZA-2016,39.16,39.16,39.16,39.16,39.16,1,39.16
2017-02-21,SZA-2015,41.40,,,41.40,41.40,0,0
2017-03-16,SZA-2014,35.20,35.20,35.20,35.20,35.20,1,35.20
2017-03-16,SZA-2013,30.03,,,30.03,30.03,0,0
2017-03-15,SZA-2016,29.56,29.56,24.18,29.56,29.56,6,166.58
2017-03-15,SZA-2015,28.68,28.68,28.68,28.68,28.68,2,57.36
2017-03-15,SZA-2014,32.00,32.00,32.00,32.00,32.00,1,32.00
2017-03-15,SZA-2013,30.03,30.03,30.03,30.03,30.03,1,30.03
2017-03-14,SZA-2016,26.87,26.87,26.87,26.87,26.87,4,107.48
2017-03-14,SZA-2015,31.87,31.87,31.87,31.87,31.87,3,96.61
2017-03-14,SZA-2014,35.55,35.55,35.55,35.55,35.55,1,35.55
2017-03-14,SZA-2013,33.37,33.37,33.37,33.37,33.37,1,33.37
2017-03-09,SZA-2013,33.71,,,33.71,33.71,0,0
2017-03-08,SZA-2016,27.41,27.41,27.41,27.41,27.41,1,27.41
2017-03-08,SZA-2015,32.52,32.52,32.52,32.52,32.52,1,32.52
2017-03-08,SZA-2014,39.50,,,39.50,39.50,0,0
2017-03-08,SZA-2013,33.71,,,33.71,33.71,0,0
2017-03-07,SZA-2016,30.45,30.46,30.45,30.46,30.46,3,91.37
2017-03-07,SZA-2015,35.77,35.77,35.77,35.77,35.77,1,35.77
2017-03-07,SZA-2014,39.50,,,39.50,39.50,0,0
2017-03-07,SZA-2013,33.71,,,33.71,33.71,0,0
2017-03-24,SZA-2015,30.61,30.60,30.61,30.61,30.61,5,157.44
2017-03-24,SZA-2014,34.00,,,34.00,34.00,0,0
2017-03-24,SZA-2013,36.33,,,36.33,36.33,0,0
2017-03-23,SZA-2016,35.06,35.06,35.06,35.06,35.06,1,35.06
2017-03-23,SZA-2015,27.84,34.01,27.84,34.01,34.01,2,61.85
2017-03-23,SZA-2014,34.00,,,34.00,34.00,0,0
2017-03-23,SZA-2013,36.33,36.33,36.33,36.33,36.33,1,36.33
2017-03-22,SZA-2016,38.96,38.96,31.88,31.88,31.88,2,70.84
2017-03-22,SZA-2015,25.31,30.93,25.31,30.93,30.93,3,87.17
2017-03-22,SZA-2014,34.00,34.00,34.00,34.00,34.00,1,34.00
2017-03-22,SZA-2013,33.03,,,33.03,33.03,0,0
2017-02-21,SZA-2014,37.12,37.12,37.12,37.12,37.12,1,37.12
2017-02-21,SZA-2013,39.07,39.07,31.98,31.98,31.98,2,71.05
2017-03-21,SZA-2016,35.42,35.42,35.42,35.42,35.42,2,70.84
2017-03-21,SZA-2015,28.12,28.12,28.12,28.12,28.12,3,84.36
2017-03-21,SZA-2014,35.20,,,35.20,35.20,0,0
2017-03-21,SZA-2013,33.03,,,33.03,33.03,0,0
2017-04-05,SZA-2016,35.00,,,35.00,35.00,0,0
2017-04-05,SZA-2015,38.00,,,38.00,38.00,0,0
2017-04-05,SZA-2014,35.00,,,35.00,35.00,0,0
2017-04-05,SZA-2013,37.66,,,37.66,37.66,0,0
2017-03-31,SZA-2016,34.02,35.00,34.02,35.00,35.00,2,69.02
2017-03-31,SZA-2015,33.00,38.00,33.00,38.00,38.00,2,71.00
2017-03-31,SZA-2014,35.00,,,35.00,35.00,0,0
2017-03-31,SZA-2013,37.66,,,37.66,37.66,0,0
2017-03-30,SZA-2016,37.00,37.80,37.00,37.80,37.80,2,74.80
2017-03-30,SZA-2015,36.67,36.67,36.67,36.67,36.67,1,36.67
2017-03-30,SZA-2014,35.00,,,35.00,35.00,0,0
2017-02-20,SZA-2016,35.60,35.60,35.60,35.60,35.60,1,35.60
2017-02-20,SZA-2015,41.40,,,41.40,41.40,0,0
2017-02-20,SZA-2014,33.75,33.75,33.75,33.75,33.75,1,33.75
2017-02-20,SZA-2013,35.53,35.53,35.53,35.53,35.53,1,35.53
2017-02-17,SZA-2016,39.55,39.55,32.36,32.36,32.36,2,71.91
2017-02-17,SZA-2015,41.40,,,41.10,41.10,0,0
2017-02-17,SZA-2014,25.11,30.69,25.11,30.69,30.69,3,80.91
2017-02-17,SZA-2013,32.30,32.30,32.30,32.30,32.30,1,32.30
2017-02-16,SZA-2016,35.96,35.96,29.42,35.96,35.96,3,101.34
2017-02-16,SZA-2015,41.40,41.40,41.40,41.40,41.40,1,41.40
2017-02-16,SZA-2014,34.10,34.10,27.90,27.90,27.90,3,96.10
2017-04-12,SZA-2016,27.95,27.95,27.95,27.95,27.95,3500,97825.00
2017-04-12,SZA-2015,33.51,33.51,33.51,33.51,33.51,1,33.51
2017-04-12,SZA-2014,35.00,,,35.00,35.00,0,0
2017-04-12,SZA-2013,37.66,,,37.66,37.66,0,0
2017-04-11,SZA-2015,37.90,37.90,31.05,31.05,31.05,3,100.00
2017-04-11,SZA-2015,30.46,30.46,30.46,30.46,30.46,2,60.92
2017-04-11,SZA-2014,35.00,,,35.00,35.00,0,0
2017-04-11,SZA-2013,37.66,,,37.66,37.66,0,0
2017-04-10,SZA-2016,28.35,34.65,28.35,34.50,34.50,5,163.60
2017-04-10,SZA-2015,35.00,35.00,33.84,33.84,33.84,2,68.84
2017-04-10,SZA-2014,35.00,,,35.00,35.00,0,0
2017-03-30,SZA-2013,37.66,,,37.66,37.66,0,0
2017-03-29,SZA-2016,34.36,34.36,34.36,34.36,34.36,2,68.72
2017-03-29,SZA-2015,33.34,33.34,33.34,33.34,33.34,2,66.68
