,Date,Trading Index,Settlement Volume (ton),Turnover (yuan),Settlement Price (yuan/ton),Return,index_y,MSCI World Index TR,Barclays Global Aggregate Bond Index TR,Bloomberg Commodity Index TR,S&P 500 Total Return Index,MSCI World Index TR Return,Barclays Global Aggregate Bond Index TR Return,Bloomberg Commodity Index TR Return,S&P 500 Total Return Index Return
69,2020-03-31,TJEA19,248,"4,836",19.5,0.02631578947368429,3742,5455.063,509.9988,131.9359,5269.2,0.9905545225418916,0.9971157869217204,0.99668064963781,0.9840896908891581
70,2020-04-01,TJEA19,348,"6,960",20.0,0.02564102564102555,3743,5244.805,510.5404,128.592,5036.64,0.9614563571493125,1.0010619632830509,0.9746551166134465,0.9558642678205421
71,2020-04-02,TJEA19,280,"5,488",19.6,-0.01999999999999991,3744,5308.507,509.2771,131.2772,5152.47,1.0121457327774817,0.9975255631092075,1.020881547841234,1.022997474506814
72,2020-04-03,TJEA19,240,"4,680",19.5,-0.005102040816326592,3745,5232.130999999999,508.0991,132.6578,5075.16,0.9856125272133953,0.9976869173972284,1.0105166776866052,0.9849955458255942
73,2020-04-07,TJEA19,277,"5,540",20.0,0.02564102564102555,3749,5580.41,508.1802,134.8425,5423.52,1.0072389529527621,1.0024195508227973,1.006393210031802,0.9984076345180656
74,2020-04-08,TJEA19,316,"6,478",20.5,0.024999999999999908,3750,5713.853,508.6688,134.6888,5609.55,1.023912759098346,1.0009614699667557,0.9988601516584162,1.0343006018231702
75,2020-04-09,TJEA19,335,"6,633",19.8,-0.03414634146341455,3751,5804.275,512.4361,135.3908,5691.54,1.0158250483517863,1.0074061943645847,1.0052120146589771,1.0146161456801348
76,2020-04-10,TJEA19,336,"6,552",19.5,-0.015151515151515138,3752,5808.056,512.4616,135.3908,5691.54,1.0006514164129026,1.0000497623020703,1.0,1.0
77,2020-04-13,TJEA19,187,"3,553",19.0,-0.02564102564102566,3755,5763.334,513.5991,135.1981,5634.15,0.992300005371849,1.0022196785085946,0.9985767127456223,0.9899166130783583
78,2020-04-14,TJEA19,160,"3,072",19.2,0.010526315789473715,3756,5911.101,515.1297,134.4888,5807.1,1.0256391526154827,1.0029801454091332,0.9947536244962022,1.0306967333138097
79,2020-04-15,TJEA19,347,"6,420",18.5,-0.03645833333333326,3757,5773.9980000000005,515.3392,132.1739,5679.53,0.9768058437844321,1.0004066936928702,0.9827874142679539,0.9780320641972756
80,2020-04-16,TJEA19,330,"6,270",19.0,0.027027027027026973,3758,5786.441999999999,514.9951,132.364,5712.6,1.002155179132379,0.999332284444886,1.0014382567208806,1.0058226649036102
81,2020-04-17,TJEA19,200,"3,800",19.0,0.0,3759,5943.246,515.3022,132.4482,5865.9,1.0270985175346095,1.0005963163533012,1.0006361246260314,1.026835416447852
82,2020-04-20,TJEA19,130,"2,418",18.6,-0.021052631578947326,3762,5874.101,514.6801,132.2049,5761.0,0.9883657852964524,0.9987927472461792,0.9981630554435621,0.9821169811964064
83,2020-04-21,TJEA19,310,"5,828",18.8,0.010752688172043,3763,5692.446999999999,513.9709,126.9362,5584.44,0.9690754380968253,0.9986220566911369,0.9601474680590507,0.9693525429612914
84,2020-04-22,TJEA19,300,"5,490",18.3,-0.02659574468085102,3764,5798.823,513.2003,129.4404,5712.65,1.0186872183438864,0.9985006933271902,1.0197280208482689,1.0229584345073095
85,2020-04-23,TJEA19,246,"4,551",18.5,0.010928961748633892,3765,5817.275,514.7271,129.641,5710.04,1.0031820250419783,1.0029750567176208,1.001549747992126,0.9995431192178762
86,2020-04-24,TJEA19,256,"4,608",18.0,-0.027027027027026973,3766,5856.72,515.1652,128.4981,5789.65,1.0067806662053969,1.0008511306282495,0.9911841161360989,1.0139421089869773
87,2020-04-27,TJEA19,285,"5,301",18.6,0.03333333333333344,3769,5960.441,515.4144,127.0348,5874.94,1.0177097419716155,1.00048372832637,0.9886122829831726,1.0147314604509772
88,2020-04-28,TJEA19,270,"5,130",19.0,0.021505376344086,3770,5963.01,516.6036,127.2242,5844.18,1.0004310083767292,1.0023072696455513,1.0014909300443657,0.994764201847168
89,2020-04-29,TJEA19,280,"5,404",19.3,0.015789473684210575,3771,6103.314,517.7244,127.7246,5999.74,1.0235290566341495,1.0021695551482799,1.00393321396401,1.0266179344236488
90,2020-04-30,TJEA19,295,"5,605",19.0,-0.015544041450777256,3772,6050.996999999999,520.0118,129.9062,5944.68,0.9914280995537833,1.0044181807927153,1.017080499762771,0.9908229356605454
91,2020-05-06,TJEA19,250,"4,875",19.5,0.02631578947368429,3778,5919.111,515.5634,131.1085,5815.17,0.9948237863805983,0.9962858855534861,0.9863974751065517,0.9930988902892626
92,2020-05-07,TJEA19,249,"4,823",19.37,-0.0066666666666665994,3779,5975.630999999999,515.891,132.2496,5884.14,1.0095487312199416,1.0006354213662179,1.0087034784167312,1.0118603583386212
93,2020-05-08,TJEA19,286,"5,548",19.4,0.0015487867836860847,3780,6081.664000000001,515.6506,132.9422,5984.55,1.0177442348766184,0.9995340100912792,1.0052370668795976,1.0170645158001
94,2020-05-11,TJEA19,268,"5,226",19.5,0.005154639175257714,3783,6078.399,514.3944,131.7972,5985.66,0.9994631403510618,0.997563854284277,0.9913872344522656,1.0001854776048325
95,2020-05-12,TJEA19,251,"5,020",20.0,0.02564102564102555,3784,6000.5740000000005,515.9578,131.306,5863.68,0.9871964640689103,1.0030393021385924,0.9962730619466879,0.9796212948947987
96,2020-05-13,TJEA19,270,"5,535",20.5,0.024999999999999908,3785,5895.943,515.9067,129.3234,5761.7,0.9825631681235828,0.9999009608925381,0.9849009184652642,0.9826081914429163
97,2020-05-14,TJEA19,266,"5,381",20.23,-0.013170731707317085,3786,5901.3240000000005,515.774,130.7416,5829.33,1.0009126614690813,0.9997427829489325,1.010966306175062,1.0117378551469185
98,2020-05-15,TJEA19,260,"5,460",21.0,0.03806228373702414,3787,5927.186,515.3831,131.5352,5852.84,1.0043824063888034,0.9992421099163588,1.0060699884352036,1.004033053541316
99,2020-05-18,TJEA19,"25,000","500,000",20.0,-0.04761904761904767,3790,6106.751,515.2587,134.4572,6037.9,1.0302951518646455,0.9997586261559605,1.0222145859055218,1.031618838034185
100,2020-05-19,TJEA19,"10,000","220,000",22.0,0.10000000000000007,3791,6084.746999999999,516.9711,134.9047,5975.15,0.996396774651529,1.0033233791103382,1.0033281966306007,0.9896073138011561
101,2020-05-20,TJEA19,"2,000","46,000",23.0,0.04545454545454541,3792,6175.826999999999,519.049,135.6881,6075.76,1.014968576343437,1.004019373616823,1.0058070623188073,1.0168380710107696
102,2020-05-21,TJEA19,"1,800","42,300",23.5,0.021739130434782702,3793,6123.533,518.5985,134.4284,6028.93,0.9915324700643332,0.9991320665293643,0.9907162087169031,0.9922923222773776
103,2020-05-22,TJEA19,"2,000","46,000",23.0,-0.021276595744680882,3794,6117.666,518.1732,133.8446,6044.16,0.9990418929725698,0.9991799050710714,0.9956571676818292,1.0025261530653033
104,2020-05-25,TJEA19,"2,000","48,000",24.0,0.04347826086956519,3797,6147.005,517.871,133.8446,6044.16,1.0047957832284404,0.9994167973179625,1.0,1.0
105,2020-05-26,TJEA19,"3,000","72,000",24.0,0.0,3798,6242.87,519.2604,135.1481,6118.54,1.0155953997109162,1.0026829075194401,1.0097389061643127,1.0123060938161796
106,2020-05-27,TJEA19,"1,144","28,600",25.0,0.04166666666666674,3799,6309.743,519.0913,133.697,6209.38,1.0107119001356748,0.9996743445099993,0.989262890118322,1.0148466791097224
107,2020-05-28,TJEA19,"1,800","45,000",25.0,0.0,3800,6344.02,520.5546,133.9122,6197.02,1.005432392412813,1.0028189646021808,1.0016096097892997,0.9980094631025964
108,2020-06-01,TJEA19,"2,200","50,600",23.0,-0.07999999999999996,3804,6390.871,522.7518,135.4956,6251.48,1.0074978205384886,1.0008782425040652,0.9996377578761839,1.0038006939839204
109,2020-06-02,TJEA19,"1,700","38,250",22.5,-0.021739130434782598,3805,6459.454000000001,523.1298,136.0742,6303.0,1.0107314010875827,1.0007230965058371,1.004270249366031,1.0082412484723617
110,2020-06-03,TJEA19,"3,800","87,400",23.0,0.022222222222222143,3806,6564.821999999999,522.5109,136.3276,6389.67,1.0163122146237125,0.9988169284181477,1.001862219289182,1.0137505949547834
111,2020-06-04,TJEA19,"3,600","81,000",22.5,-0.021739130434782598,3807,6553.525,523.3169,137.2916,6369.54,0.9982791612628644,1.0015425515525131,1.0070712020163195,0.9968496025616346
112,2020-06-05,TJEA19,"3,500","78,400",22.4,-0.004444444444444473,3808,6696.194,522.4213,138.0206,6536.58,1.0217698109032927,0.9982886086805145,1.0053098660078257,1.026224813722812
113,2020-06-08,TJEA19,"3,500","77,000",22.0,-0.017857142857142794,3811,6759.274,524.0722,137.9102,6615.4,1.0094202766526776,1.0031600932044693,0.999200119402466,1.0120582934806885
114,2020-06-09,TJEA19,"3,450","79,350",23.0,0.04545454545454541,3812,6721.896,526.0831,138.0927,6564.27,0.9944701161692808,1.0038370667247758,1.0013233248882245,0.9922710644858966
115,2020-06-11,TJEA19,"34,852","871,300",25.0,0.08695652173913038,3814,6365.653,529.0486,136.7408,6145.3,0.9502967413315777,1.0031219064163757,0.9859925557060182,0.9411708850096946
116,2020-06-15,TJEA19,"7,677","198,067",25.8,0.03200000000000003,3818,6417.088000000001,526.5531,135.791,6279.4,1.0032653752961525,1.0006457457460691,0.9990788441701577,1.0083469558822111
117,2020-06-16,TJEA19,"7,424","196,736",26.5,0.027131782945736482,3819,6557.9259999999995,526.3366,136.4228,6398.58,1.0219473381072535,0.999588835390011,1.0046527383994521,1.0189795203363379
118,2020-06-17,TJEA19,"7,238","192,531",26.6,0.0037735849056603774,3820,6554.468000000001,526.4017,136.7024,6375.54,0.9994726991429914,1.0001236851094908,1.0020495107855873,0.996399201072738
119,2020-06-18,TJEA19,"7,336","192,937",26.3,-0.011278195488721776,3821,6548.07,526.7354,136.8027,6379.56,0.9990238719603176,1.0006339265241735,1.0007337106005452,1.0006305348252855
120,2020-06-19,TJEA19,"22,167","596,292",26.9,0.02281368821292773,3822,6529.276,526.0591,137.7724,6344.7,0.9971298413120202,0.9987160536390756,1.007088310391535,0.994535673306623
121,2020-06-22,TJEA19,"22,500","594,000",26.4,-0.018587360594795488,3825,6555.938,527.3953,138.3259,6385.91,1.004083454275788,1.0025400187925655,1.0040174955215992,1.0064951849575237
122,2020-06-23,TJEA19,"43,446","1,160,008",26.7,0.011363636363636465,3826,6609.95,528.8307,138.067,6413.44,1.0082386380103046,1.0027216776486252,0.998128333161035,1.0043110535538395
123,2020-06-24,TJEA19,"50,666","1,350,249",26.65,-0.0018726591760299671,3827,6444.68,527.7694,135.9296,6247.66,0.9749967851496608,0.9979931195371222,0.9845191102870344,0.9741511575691049
124,2020-06-29,TJEA19,"62,760","1,556,448",24.8,-0.06941838649155717,3832,6435.908,527.0577,137.0737,6254.78,1.0091991162952392,1.0003264465139212,1.0162075803910666,1.0148097671777399
125,2020-06-30,TJEA19,"59,408","1,556,490",26.2,0.05645161290322576,3833,6511.097,526.9333,138.6382,6351.67,1.0116827338116081,0.9997639727111474,1.0114135680294616,1.0154905528251994
126,2020-07-01,TJEA19,"56,800","1,513,152",26.64,0.016793893129771087,3834,6539.444,527.0668,139.0814,6383.76,1.004353644247659,1.0002533527488202,1.003196810114384,1.0050522146144243
127,2020-07-02,TJEA19,"58,560","1,556,525",26.58,-0.0022522522522523407,3835,6588.83,527.4791,140.0398,6414.16,1.007552018183809,1.0007822537864273,1.006890928621656,1.004762083787611
128,2020-07-03,TJEA19,"72,870","1,945,629",26.7,0.004514672686230181,3836,6585.251,527.7667,140.0398,6414.16,0.9994568079613528,1.000545234872813,1.0,1.0
129,2020-07-06,TJEA19,"72,600","1,945,680",26.8,0.0037453183520599342,3839,6697.45,529.1507,141.2104,6516.05,1.0170379230799251,1.0026223708316573,1.0083590522122996,1.0158851665689663
130,2020-07-07,TJEA19,"72,740","1,945,795",26.75,-0.0018656716417910781,3840,6635.366999999999,529.2873,141.982,6445.59,0.9907303525968838,1.0002581495214877,1.0054641867737788,0.9891867005317638
131,2020-07-08,TJEA19,"72,060","1,945,620",27.0,0.009345794392523256,3841,6663.464,530.1214,142.5187,6496.14,1.0042344304391906,1.0015758927145995,1.0037800566268964,1.007842571432561
132,2020-07-09,TJEA19,"58,120","1,556,454",26.78,-0.008148148148148127,3842,6629.543000000001,530.9169,141.5669,6461.31,0.9949094044779113,1.0015005996739617,0.9933215781507971,0.9946383544689615
133,2020-07-10,TJEA19,"43,476","1,167,331",26.85,0.0026138909634054737,3843,6685.366,531.3642,142.1855,6528.96,1.0084203390791793,1.0008425047309661,1.0043696655079681,1.0104700130468898
134,2020-07-13,TJEA19,"72,820","1,945,750",26.72,-0.00484171322160154,3846,6668.102,530.8972,141.8748,6467.84,0.9974176432524412,0.9991211301024796,0.9978148264063494,0.9906386315737882
135,2020-07-14,TJEA19,"72,653","1,945,647",26.78,0.0022455089820359038,3847,6718.74,531.663,141.2065,6555.4,1.007594064997806,1.0014424638140869,0.9952895087781622,1.0135377498515732
136,2020-07-15,TJEA19,"72,980","1,945,647",26.66,-0.004480955937266606,3848,6801.991999999999,532.5739,142.251,6615.07,1.0123910137912762,1.0017133033519352,1.0073969682698742,1.009102419379443
137,2020-07-16,TJEA19,"72,900","1,946,430",26.7,0.0015003750937734315,3849,6772.573,533.2203,141.8418,6592.75,0.9956749434577402,1.001213728273203,0.9971233945631314,0.9966258860450457
138,2020-07-17,TJEA19,"164,285","4,407,823",26.83,0.004868913857677848,3850,6787.834,532.6813,141.8882,6611.86,1.0022533533414848,0.9989891607652597,1.000327125008284,1.0028986386560994
139,2020-07-20,TJEA19,"468,778","11,953,839",25.5,-0.04957137532612743,3853,6844.348000000001,533.8489,141.4959,6667.45,1.0083257781495543,1.0021919297711408,0.9972351471087799,1.0084076190360958
140,2020-07-22,TJEA19,"43,530","1,167,475",26.82,0.051764705882352935,3855,6888.321999999999,537.5181,144.5464,6717.29,1.0026911858423362,1.003316151539502,1.006727236637287,1.0057720468232032
141,2020-07-23,TJEA19,"65,335","1,751,123",26.8,-0.0007457121551081025,3856,6830.528,538.0097,145.369,6635.04,0.9916098579596019,1.00091457385342,1.005690906172689,0.9877554787719453
