,Date,Settlement Price (yuan/ton),Highest Price,Lowest Price,Settlement Volume (ton),Turnover (yuan),Return,index_y,MSCI World Index TR,Barclays Global Aggregate Bond Index TR,Bloomberg Commodity Index TR,S&P 500 Total Return Index,MSCI World Index TR Return,Barclays Global Aggregate Bond Index TR Return,Bloomberg Commodity Index TR Return,S&P 500 Total Return Index Return
12,2020-04-09,25.12,25.79,24.2,2201.0,55255.88,-0.03198458574181107,3751,5804.275,512.4361,135.3908,5691.54,1.0158250483517863,1.0074061943645847,1.0052120146589771,1.0146161456801348
13,2020-04-10,24.49,27.4,23.85,433.0,10815.26,-0.02507961783439505,3752,5808.056,512.4616,135.3908,5691.54,1.0006514164129026,1.0000497623020703,1.0,1.0
14,2020-04-13,26.6,26.89,25.16,293.0,7460.14,0.08615761535320554,3755,5763.334,513.5991,135.1981,5634.15,0.992300005371849,1.0022196785085946,0.9985767127456223,0.9899166130783583
15,2020-04-14,25.97,28.86,24.93,216.0,5475.21,-0.023684210526315863,3756,5911.101,515.1297,134.4888,5807.1,1.0256391526154827,1.0029801454091332,0.9947536244962022,1.0306967333138097
16,2020-04-15,26.5,28.38,25.0,427.0,10932.35,0.020408163265306145,3757,5773.9980000000005,515.3392,132.1739,5679.53,0.9768058437844321,1.0004066936928702,0.9827874142679539,0.9780320641972756
17,2020-04-16,27.76,27.93,25.08,205.0,5185.35,0.04754716981132079,3758,5786.441999999999,514.9951,132.364,5712.6,1.002155179132379,0.999332284444886,1.0014382567208806,1.0058226649036102
18,2020-04-17,26.49,28.95,25.15,776.0,19652.09,-0.04574927953890506,3759,5943.246,515.3022,132.4482,5865.9,1.0270985175346095,1.0005963163533012,1.0006361246260314,1.026835416447852
19,2020-04-20,25.85,28.78,24.48,100346.0,2457823.31,-0.02416006040015084,3762,5874.101,514.6801,132.2049,5761.0,0.9883657852964524,0.9987927472461792,0.9981630554435621,0.9821169811964064
20,2020-04-21,26.89,27.89,25.3,868.0,22445.78,0.040232108317214584,3763,5692.446999999999,513.9709,126.9362,5584.44,0.9690754380968253,0.9986220566911369,0.9601474680590507,0.9693525429612914
21,2020-04-22,26.24,29.42,25.0,3468.0,89336.32,-0.024172554853105318,3764,5798.823,513.2003,129.4404,5712.65,1.0186872183438864,0.9985006933271902,1.0197280208482689,1.0229584345073095
22,2020-04-23,25.93,25.97,24.22,349.0,8620.11,-0.011814024390243816,3765,5817.275,514.7271,129.641,5710.04,1.0031820250419783,1.0029750567176208,1.001549747992126,0.9995431192178762
23,2020-04-24,25.56,28.27,25.1,17178.0,435998.58,-0.014269186270728929,3766,5856.72,515.1652,128.4981,5789.65,1.0067806662053969,1.0008511306282495,0.9911841161360989,1.0139421089869773
