,Date,Settlement Volume (ton),Settlement Price (yuan/ton),Trading Index,Turnover,Return,index_y,MSCI World Index TR,Barclays Global Aggregate Bond Index TR,Bloomberg Commodity Index TR,S&P 500 Total Return Index,MSCI World Index TR Return,Barclays Global Aggregate Bond Index TR Return,Bloomberg Commodity Index TR Return,S&P 500 Total Return Index Return
129,2018-12-04,5819,55.46,BEA,"322,724.70",0.07400000000000008,3259,5787.669,472.1748,173.3254,5359.91,0.9759928782846367,1.003501817429857,1.0054249023436368,0.9676919077210834
130,2018-12-05,1626,57.59,BEA,"93,644.40",0.03839999999999999,3260,5763.986,471.7748,173.2518,5359.91,0.9959080244568237,0.9991528561032906,0.9995753651801755,1.0
131,2018-12-06,14516,58.78,BEA,"853,187.60",0.02069999999999994,3261,5713.8730000000005,473.339,171.0012,5353.43,0.9913058428663777,1.0033155649687096,0.9870096587741081,0.9987910244761573
132,2018-12-10,9001,45.55,BEA,"410,035.00",-0.2251,3265,5605.259,473.1414,171.9993,5238.7,0.99369277998992,0.9991947587729163,0.9911030849361515,1.0017707440949701
133,2018-12-11,5351,50.04,BEA,"267,742.50",0.09860000000000002,3266,5610.6140000000005,472.0004,171.7859,5237.1,1.0009553528213415,0.997588458756727,0.9987592972762098,0.9996945807165901
134,2018-12-12,13003,52.37,BEA,"681,020.00",0.046599999999999975,3267,5671.58,472.5545,170.8903,5265.53,1.0108661904026903,1.0011739396831019,0.9947865337027079,1.0054285768841533
135,2018-12-13,9740,49.09,BEA,"478,106.00",-0.06259999999999999,3268,5667.93,472.0351,171.5861,5265.46,0.9993564403570082,0.9989008675189845,1.0040716178741567,0.9999867059916097
136,2018-12-14,1000,50.1,BEA,"50,100.00",0.02059999999999995,3269,5576.769,472.0154,169.0005,5165.6,0.9839163504136431,0.9999582658154023,0.9849311803228816,0.9810348953367798
137,2018-12-17,1559,49.98,BEA,"77,915.90",-0.0023999999999999573,3272,5495.953,473.2442,166.9528,5058.58,0.9855084548059997,1.0026033048921708,0.9878834678003912,0.9792821743843889
138,2018-12-18,2500,42.0,BEA,"105,000.00",-0.15969999999999995,3273,5478.768,474.4909,165.7468,5059.34,0.9968731537551357,1.0026343693171518,0.9927764014739496,1.0001502397906132
139,2018-12-19,600,42.0,BEA,"25,200.00",0.0,3274,5434.644,476.1489,166.3337,4981.92,0.9919463645841547,1.0034942714391362,1.0035409431735633,0.9846976087790107
140,2018-12-21,29998,40.0,BEA,"1,199,930.00",-0.047599999999999976,3276,5268.945,476.1042,163.7316,4802.51,0.9850489360743493,0.9995838778053606,0.9986197676354722,0.979412496482076
141,2018-12-21,30003,40.0,BEA,"1,200,120.00",0.0,3276,5268.945,476.1042,163.7316,4802.51,0.9850489360743493,0.9995838778053606,0.9986197676354722,0.979412496482076
142,2018-12-24,240,45.5,BEA,"10,920.00",0.13749999999999996,3279,5177.2,477.1491,160.6796,4672.66,0.9825875958090282,1.0021946876335055,0.9813597375216513,0.9729620552586042
143,2018-12-25,100,50.0,BEA,"5,000.00",0.0989,3280,5155.168,477.3449,160.6796,4672.66,0.9957444178320327,1.0004103539124354,1.0,1.0
144,2018-12-26,52,51.54,BEA,"2,680.00",0.03079999999999994,3281,5315.022,476.9565,162.7857,4904.49,1.031008494776504,0.999186332565824,1.0131074511014466,1.049614138413666
145,2018-12-27,4460,58.73,BEA,"261,950.00",0.13949999999999996,3282,5349.148,476.8359,161.9403,4946.94,1.0064206695663724,0.9997471467523767,0.9948066691361711,1.0086553341937694
146,2018-12-28,6783,57.03,BEA,"386,834.00",-0.028900000000000037,3283,5374.159000000001,477.7769,161.5125,4941.61,1.0046756978868412,1.0019734252391652,0.9973582857386332,0.9989225662732922
147,2019-01-02,457,65.06,BEA,"29,731.20 ",0.14080000000000004,3288,5404.223000000001,478.89599999999996,160.3035,4990.56,0.9985270301605913,0.9999597005984147,1.003652011455032,1.0012720144776917
148,2019-01-03,818,71.0,BEA,"58,078.00 ",0.09129999999999994,3289,5324.486,481.8036,161.2917,4868.3,0.9852454275110407,1.0060714643680466,1.0061645566066866,0.9755017472989003
149,2019-01-04,1000,75.1,BEA,"75,100.00 ",0.057700000000000085,3290,5471.031999999999,480.9003,163.137,5035.45,1.027523032270157,0.9981251696749464,1.01144076229589,1.0343343672329148
150,2019-01-18,500,60.1,BEA,"30,050.00",-0.1997,3304,5751.28,479.5077,169.6357,5314.78,1.0127411460340021,0.9983574732779703,1.0116144198664068,1.0132113743642146
151,2019-01-25,6000,74.0,BEA,"444,000.00",0.2313000000000001,3311,5755.019,482.0625,169.0694,5303.51,1.0094071879025885,1.0011434816045044,1.0107834421522164,1.0085230352045853
152,2019-01-29,17500,60.5,BEA,"1,058,750.00",-0.1824,3315,5719.8330000000005,483.1108,167.928,5254.31,1.0002199848738542,1.0003199047201579,1.0079941799392782,0.998561350695949
153,2019-02-22,1172,60.79,BEA,"71,244.80",0.004799999999999915,3339,6008.896,483.9318,171.5899,5569.45,1.004636051793906,1.0010995028344003,1.0041849354029968,1.0064422277639236
154,2019-02-25,10,60.5,BEA,606.50,-0.004800000000000026,3342,6023.286,483.9493,169.9034,5577.09,1.0023947826688964,1.0000361621203648,0.9901713329281036,1.0013717692052178
155,2019-03-05,140,61.79,BEA,"8,650.00",0.021300000000000097,3350,6014.590999999999,481.5663,169.7702,5567.4,0.9986317068116793,0.9994330062188759,1.0047107783318399,0.9989001584274239
156,2019-03-06,150,63.67,BEA,"9,550.00",0.030399999999999983,3351,5989.411,482.662,168.8347,5531.34,0.9958135141691264,1.0022752837978903,0.9944896100729104,0.9935230089449295
157,2019-03-07,100,65.0,BEA,"6,500.00",0.02089999999999992,3352,5942.563,483.1097,168.3843,5487.56,0.992178195819255,1.0009275642167812,0.997332301949777,0.9920851005362173
158,2019-03-08,100,66.5,BEA,"6,650.00",0.0230999999999999,3353,5913.2119999999995,483.4036,168.2841,5476.39,0.9950608853452625,1.000608350442974,0.9994049326451456,0.997964486948662
159,2019-03-11,50,68.4,BEA,"3,420.00",0.028599999999999962,3356,5981.103,483.398,167.8793,5556.77,1.0114812389611603,0.9999884154772535,0.9975945439884101,1.0146775521830986
160,2019-03-13,8,67.0,BEA,536.00,-0.020499999999999963,3358,6042.156,485.1911,170.5658,5612.56,1.005935230897963,1.0014927717605233,1.008339683521218,1.0070190044209681
161,2019-03-18,10,67.94,BEA,679.40,0.014000000000000012,3363,6108.1140000000005,486.0477,171.3471,5658.73,1.0043836548983756,1.0011761635522365,1.00378850899002,1.0037177820308383
162,2019-03-22,2,67.5,BEA,135.00,-0.00649999999999995,3367,6042.848000000001,490.1083,171.1299,5595.5,0.9844975612585335,1.0039349651250657,0.9928222961342391,0.9811021026497033
163,2019-03-27,2,68.1,BEA,136.20,0.008899999999999908,3372,6045.8330000000005,490.6091,170.7967,5605.32,0.9967284772994014,1.001090241734527,0.9948300456127903,0.9953705923404345
164,2019-03-28,3442,69.29,BEA,"238,504.00",0.017500000000000068,3373,6050.238,489.9807,169.8097,5626.32,1.0007286010050227,0.9987191432038256,0.9942211998241184,1.003746440881163
165,2019-03-29,2357,69.82,BEA,"164,575.00",0.007600000000000051,3374,6087.541,489.4602,169.8207,5664.46,1.0061655425786555,0.9989377132609508,1.0000647783960515,1.0067788536734492
166,2019-04-02,3313,70.28,BEA,"232,829.40",0.006599999999999939,3378,6157.164000000001,487.6044,171.4877,5730.35,0.9999957772945127,0.9993605461919296,1.0023766506060576,1.0000541008439732
167,2019-04-04,100,73.0,BEA,"7,300.00",0.038699999999999964,3380,6190.556,487.1913,172.2877,5755.96,1.0001085642315752,0.9995137746413165,1.000662703225117,1.0023142545192394
168,2019-04-08,18,74.44,BEA,"1,340.00",0.01970000000000005,3384,6220.536,487.8833,173.4681,5788.86,1.0014495618794206,1.0015996580607718,1.005099427538415,1.0010652463382157
169,2019-04-10,11868,74.12,BEA,"879,635.10",-0.0042999999999999705,3386,6207.840999999999,489.2303,174.0941,5775.99,1.0023111225639285,1.0012840693331948,1.0053828207112414,1.00356181663073
170,2019-04-11,2176,74.02,BEA,"161,076.20",-0.0012999999999999678,3387,6207.339,488.724,172.3755,5776.28,0.9999191345268026,0.998965109070309,0.9901283271518104,1.0000502078431577
171,2019-04-19,39769,72.43,BEA,"2,880,287.20",-0.021499999999999964,3395,6246.455,486.9907,171.3444,5811.13,1.0000709252559874,0.9998388319359959,1.0,1.0
172,2019-04-22,12486,73.67,BEA,"919,815.40",0.01709999999999989,3398,6250.061,486.6255,171.9155,5817.16,1.0005772874374346,0.9992500883487097,1.0033330531957858,1.0010376639311114
173,2019-04-23,16255,73.72,BEA,"1,198,268.00",0.0006999999999999228,3399,6287.899,486.0967,171.2701,5868.88,1.006054020912756,0.9989133327373926,0.9962458300734954,1.0088909364707177
174,2019-04-24,13996,77.49,BEA,"1,084,482.90",0.051099999999999916,3400,6271.972,487.2149,170.8418,5856.03,0.9974670394673959,1.0023003653388307,0.9974992716183385,0.9978104851351535
175,2019-04-25,26784,73.81,BEA,"1,976,808.00",-0.04749999999999999,3401,6262.843000000001,486.3025,170.4005,5853.87,0.9985444769204966,0.9981273150718503,0.9974169085083392,0.999631149430587
176,2019-04-26,4800,75.03,BEA,"360,160.00",0.01649999999999996,3402,6287.86,487.2946,169.4533,5881.48,1.0039945117576792,1.0020400882166964,0.9944413308646396,1.0047165379484
177,2019-04-29,25138,74.34,BEA,"1,868,818.00",-0.009199999999999986,3405,6293.97,486.7951,169.0135,5888.05,1.0009717137468075,0.998974952728801,0.9974045946582332,1.0011170657725608
178,2019-04-30,1970,75.59,BEA,"148,904.00",0.016799999999999926,3406,6303.401,488.0109,169.1048,5893.81,1.0014984183273832,1.0024975600617179,1.0005401935348361,1.0009782525623934
179,2019-05-08,14215,75.37,BEA,"1,071,407.50",-0.0029000000000000137,3414,6172.081999999999,489.42,165.891,5762.48,0.9983612664267631,0.999939319607306,1.0004607555667593,0.998421578802375
180,2019-05-09,8027,75.47,BEA,"605,758.50 ",0.0013000000000000787,3415,6138.13,490.0792,164.9773,5747.08,0.9944991009516725,1.0013469004127333,0.9944921665430917,0.9973275395315906
181,2019-05-10,183,75.75,BEA,"13,861.80 ",0.0037000000000000366,3416,6159.579000000001,490.3419,165.202,5770.44,1.0034943867269022,1.0005360358080897,1.0013620055607648,1.0040646728425564
182,2019-05-13,200,77.1,BEA,"15,420.00",0.017800000000000038,3419,6044.866,491.1037,164.5621,5631.41,0.9813764869319801,1.0015536098383597,0.9961265602111354,0.9759065166607747
183,2019-05-14,4378,77.88,BEA,"340,962.60",0.010099999999999998,3420,6081.3330000000005,490.25699999999995,166.6676,5677.2,1.0060327226443069,0.9982759242090824,1.0127945620528664,1.0081311785147946
184,2019-05-15,9618,62.51,BEA,"601,217.40",-0.1974,3421,6115.831,490.8703,167.3403,5711.49,1.0056727694405156,1.001250976528637,1.0040361773974067,1.0060399492707672
185,2019-05-16,30856,69.48,BEA,"2,143,752.00",0.11149999999999992,3422,6163.882,490.0736,168.7155,5763.95,1.0078568227277698,0.9983769643427195,1.0082179845500454,1.0091849937581963
186,2019-05-17,34526,73.66,BEA,"2,543,033.00",0.060200000000000024,3423,6136.861999999999,489.7952,167.4687,5730.89,0.9956163988862862,0.9994319220623189,0.992610044720254,0.9942643499683378
187,2019-05-20,24656,77.12,BEA,1901584.00,0.04699999999999993,3426,6103.9980000000005,489.4526,167.9741,5692.3,0.9946448201051289,0.9993005239741019,1.0030178773705174,0.9932663164011174
188,2019-05-21,715,83.88,BEA,59977.50,0.08769999999999989,3427,6142.722,488.94199999999995,167.6641,5740.81,1.0063440387758973,0.9989567937732886,0.9981544773866924,1.0085220385432954
189,2019-05-22,46268,82.05,BEA,"3,796,070.80",-0.02180000000000004,3428,6125.84,489.2172,165.94299999999998,5724.71,0.9972517069794141,1.0005628479451552,0.9897348329189134,0.9971955177056896
190,2019-05-24,29300,82.49,BEA,"2,417,010.00",0.005400000000000071,3430,6078.763000000001,491.9008,165.4452,5665.6,1.0037201342814916,1.001933796298371,1.0095625956122265,1.0015025366353785
191,2019-05-30,1283,82.41,BEA,"105,732.00",-0.0010000000000000009,3436,5997.772,492.0876,166.335,5591.97,1.000953929669549,0.9991618280919162,0.9964063835662885,1.0022331710132253
192,2019-05-31,1,65.9,BEA,65.90,-0.20030000000000006,3437,5939.689,494.6193,163.4152,5519.27,0.9903159039723418,1.0051448156791596,0.9824462680734661,0.9869992149457169
193,2019-06-03,6053,71.82,BEA,"434,745.40",0.0898000000000001,3440,5936.4169999999995,496.5221,162.9313,5504.05,0.9994491294072803,1.0038469990960726,0.997038831149122,0.9972423889391169
194,2019-06-04,1102,77.36,BEA,"85,254.80",0.07709999999999995,3441,6031.295999999999,496.8844,163.4603,5622.31,1.0159825362672468,1.0007296754766808,1.0032467671957443,1.0214859966751757
195,2019-06-05,40778,77.37,BEA,"3,154,850.30",9.9999999999989e-05,3442,6084.429,498.1817,160.9054,5668.89,1.00880954939038,1.0026108688459527,0.9843699051084575,1.0082848508886917
196,2019-06-06,200,78.0,BEA,"15,600",0.008099999999999996,3443,6109.703,498.5106,162.2192,5705.22,1.0041538819830094,1.0006602008865442,1.008165046045689,1.0064086620131982
197,2019-06-10,1481,81.04,BEA,"120,013.90",0.03899999999999992,3447,6201.08,499.0456,162.0896,5792.56,1.0040725863384417,0.9969781735670298,0.998591039950517,1.0046655543337624
198,2019-06-11,9941,81.09,BEA,"806,160.40",0.0005999999999999339,3448,6213.715999999999,499.2062,163.0339,5790.83,1.0020377095602702,1.000321814279096,1.0058257901802459,0.9997013410305633
199,2019-06-12,200,81.9,BEA,"16,380.00",0.010000000000000007,3449,6198.309,499.4354,162.2285,5779.12,0.997520485326333,1.0004591289130624,0.9950599231202836,0.997977837373917
200,2019-06-13,11918,81.86,BEA,"975,628.50",-0.0004999999999999449,3450,6206.855,499.2968,163.3491,5804.53,1.0013787631433024,0.9997224866319048,1.0069075409068073,1.0043968631902436
201,2019-06-14,300,87.33,BEA,"26,200.00 ",0.06679999999999997,3451,6189.786999999999,498.8569,163.8224,5795.96,0.9972501371467514,0.999118960906619,1.0028974754069657,0.9985235669382362
202,2019-06-17,200,87.0,BEA,"17,400.00",-0.0038000000000000256,3454,6189.5869999999995,498.5076,163.7651,5801.4,0.9999676887104516,0.9992997992009333,0.9996502309818438,1.0009385848073484
203,2019-06-18,6969,86.92,BEA,"605,728.20",-0.0009000000000000119,3455,6248.147,499.7216,164.7385,5857.95,1.0094610512785425,1.0024352687902853,1.0059438793735662,1.0097476471196607
204,2019-06-19,22651,83.21,BEA,"1,884,744.50 ",-0.04269999999999996,3456,6279.33,500.7899,163.7508,5875.45,1.0049907596604242,1.002137790321651,0.9940044373355349,1.002987393200693
205,2019-06-20,28468,84.56,BEA,"2,407,248.80",0.016199999999999992,3457,6342.938,504.2544,166.692,5931.66,1.010129743141386,1.0069180708317,1.0179614389670157,1.0095669267885865
206,2019-06-21,69492,87.47,BEA,"6,078,594.60",0.03439999999999998,3458,6328.012,503.2036,166.0169,5924.54,0.9976468317993964,0.9979161312226528,0.9959500155976291,0.9987996614775628
207,2019-06-24,29611,81.96,BEA,"2,427,019.80",-0.06299999999999993,3461,6328.213000000001,505.2392,167.396,5914.29,1.0000317635301579,1.0040452810750957,1.0083069856141151,0.9982699078747042
208,2019-06-25,12295,82.14,BEA,"1,009,912.00",0.00219999999999998,3462,6286.331999999999,505.9553,168.165,5858.13,0.993381859934234,1.0014173484559394,1.0045938971062631,0.9905043547069894
209,2019-06-26,238,87.2,BEA,"20,753.60",0.0616000000000001,3463,6271.536,504.3838,168.8174,5850.9,0.9976463222114265,0.9968939943904135,1.0038795230874438,0.9987658177609577
210,2019-06-27,15581,87.26,BEA,"1,359,574.70",0.0006999999999999228,3464,6296.298000000001,504.7363,168.9168,5874.15,1.00394831505392,1.0006988725649,1.0005888018652105,1.00397374762857
211,2019-06-28,11600,87.3,BEA,"1,012,680.00",0.0004999999999999449,3465,6331.084,505.5858,167.8037,5908.25,1.0055248337991625,1.0016830570735649,0.9934103653396228,1.0058050952052637
212,2019-07-01,48292,87.21,BEA,"4,211,759.10",-0.0010000000000000009,3468,6371.52,504.3752,166.5483,5953.63,1.006386899936883,0.997605549839414,0.9925186393387037,1.0076807853425296
213,2019-07-02,16075,87.04,BEA,"1,399,160.60",-0.0019000000000000128,3469,6389.976,504.9447,164.511,5971.29,1.0028966400482144,1.001129119750535,0.9877675124873684,1.0029662575605134
214,2019-07-03,22493,84.46,BEA,"1,899,865.40",-0.029599999999999963,3470,6433.728,506.4321,166.8919,6018.54,1.006846974073142,1.0029456691000025,1.0144725884591304,1.0079128630496927
215,2019-07-04,47682,84.9,BEA,"4,048,343.20",0.005200000000000093,3471,6439.085999999999,506.5629,166.8919,6018.54,1.0008327986511085,1.000258277467009,1.0,1.0
216,2019-07-05,123,86.9,BEA,"10,688.70",0.023600000000000062,3472,6411.479,503.5131,166.7377,6008.31,0.9957125902651403,0.9939794248651056,0.9990760486278842,0.9983002522206383
217,2019-07-08,10956,86.79,BEA,"950,856.50",-0.0012999999999999678,3475,6379.743,503.4332,166.579,5979.34,0.995050128059376,0.9998413149528781,0.99904820565475,0.9951783446593134
218,2019-07-09,54968,86.71,BEA,"4,766,212.80",-0.0009000000000000119,3476,6377.8240000000005,502.6107,166.8157,5988.48,0.9996992041842439,0.998366218199356,1.001420947418342,1.0015285968016536
219,2019-07-11,13217,86.71,BEA,"1,146,019.80",0.0,3478,6411.951999999999,502.3385,169.83700000000002,6029.33,1.0019183786676666,0.998850306621355,1.0002532480535238,1.002289063694818
220,2019-07-12,20527,86.08,BEA,"1,766,863.70",-0.007299999999999973,3479,6433.441,502.4014,170.8314,6057.77,1.0033513975151405,1.0001252143723804,1.0058550257011134,1.0047169420151163
221,2019-07-15,13890,86.94,BEA,"1,207,635.00",0.010000000000000007,3482,6438.331999999999,503.2827,169.8756,6058.83,1.0007602463440637,1.001754175048079,0.9944050098518188,1.0001749818827719
222,2019-07-16,24859,86.87,BEA,"2,159,388.50",-0.0008000000000000228,3483,6420.236999999999,502.3201,167.9709,6038.4,0.9971894894516157,0.998087357264615,0.9887876775711169,0.9966280618535261
223,2019-07-17,64180,87.17,BEA,"5,594,578.50",0.0035000000000000586,3484,6390.763000000001,503.5834,167.8371,5999.05,0.9954092037412329,1.0025149302207894,0.9992034334518657,0.9934833730789614
224,2019-07-18,36830,87.21,BEA,"3,211,864.00",0.0004999999999999449,3485,6392.379,504.4382,166.4509,6021.15,1.0002528649552485,1.0016974348241026,0.9917408010505424,1.0036839166201315
225,2019-07-19,9317,87.2,BEA,"812,446.60",-9.9999999999989e-05,3486,6381.486,504.6519,167.4382,5984.2,0.9982959395868111,1.0004236396054067,1.0059314788925744,0.9938632985393157
226,2019-07-22,37761,87.34,BEA,"3,297,917.80",0.0016000000000000456,3489,6390.593000000001,504.8808,167.0284,6001.28,1.0014270970742551,1.0004535799825582,0.9975525298289161,1.0028541826810602
227,2019-07-23,30787,87.43,BEA,"2,691,742.60",0.00099999999999989,3490,6425.286999999999,503.5711,167.5264,6042.48,1.0054289171599566,0.9974059223484038,1.0029815288896977,1.0068652020902207
228,2019-07-24,36998,87.25,BEA,"3,228,260.20",-0.0020999999999999908,3491,6449.2609999999995,504.463,167.3709,6071.05,1.0037311951979733,1.0017711500918143,0.9990717880883252,1.004728191073864
229,2019-07-25,36533,86.14,BEA,"3,146,963.40",-0.012700000000000045,3492,6417.96,503.82599999999996,166.6881,6039.13,0.9951465757084417,0.9987372711180006,0.9959204377821951,0.9947422603997661
230,2019-07-26,32464,86.86,BEA,"2,819,969.60",0.008399999999999963,3493,6443.666,503.0467,166.1588,6083.82,1.0040053225635561,0.9984532358393573,0.9968246083553657,1.007400072527003
231,2019-07-29,7556,87.08,BEA,"657,946.00",0.0024999999999999467,3496,6434.4130000000005,503.1125,166.7568,6074.01,0.9985640161982325,1.0001308029652118,1.0035989667715461,0.9983875262581734
232,2019-07-30,38803,87.24,BEA,"3,384,986.80",0.0018000000000000238,3497,6408.316999999999,503.0906,166.9196,6058.96,0.9959443075848564,0.9999564709682228,1.0009762720320852,0.9975222299601086
233,2019-07-31,200,87.4,BEA,"17,480.00",0.0018000000000000238,3498,6362.444,504.1809,166.6751,5993.17,0.9928416462543912,1.0021672040781522,0.9985352229456576,0.9891417008859607
234,2019-08-01,25061,83.92,BEA,"2,103,194.50",-0.03979999999999995,3499,6320.94,504.79400000000004,162.5582,5939.83,0.993476720580959,1.0012160317854168,0.9752998498275988,0.9910998686838518
235,2019-08-02,22928,87.2,BEA,"1,999,291.40",0.03909999999999991,3500,6253.766,507.1935,163.0273,5897.1,0.9893727831619981,1.0047534241690668,1.0028857356934315,0.9928061914229869
236,2019-08-05,84378,87.48,BEA,"7,381,772.40",0.003200000000000092,3503,6100.893,510.0874,162.082,5721.8,0.9755550495493436,1.00570571192257,0.9942015846425721,0.9702735242746434
237,2019-08-06,32629,87.17,BEA,"2,844,150.00",-0.003499999999999948,3504,6135.653,510.1251,161.4685,5796.72,1.005697526575208,1.0000739089026704,0.9962148788884639,1.0130937816770946
238,2019-08-07,44369,86.79,BEA,"3,853,169.40",-0.00439999999999996,3505,6149.851,512.4631,160.4318,5801.32,1.0023140161283566,1.0045831894960668,0.9935795526681676,1.0007935522157356
239,2019-08-08,26790,85.93,BEA,"2,302,174.00",-0.00990000000000002,3506,6248.116,511.1306,162.6908,5911.66,1.015978435900317,0.9973998127865206,1.0140807495770787,1.0190198092847835
240,2019-08-09,10242,86.98,BEA,"890,826.50",0.012199999999999987,3507,6215.003000000001,511.3659,163.5099,5873.47,0.994700322465204,1.000460352011795,1.0050347038677048,0.9935398855820532
241,2019-08-12,22809,86.87,BEA,"1,981,326.40",-0.0012999999999999678,3510,6163.954000000001,513.1366,162.2724,5804.25,0.9917861664748996,1.0034626868940617,0.9924316509275586,0.9882148031742735
242,2019-08-13,26739,87.36,BEA,"2,335,785.50",0.005600000000000049,3511,6213.236999999999,511.7882,163.8948,5890.16,1.0079953549296439,0.9973722396726329,1.0099980033573177,1.0148012232415902
243,2019-08-14,48879,87.06,BEA,"4,255,582.20",-0.0033999999999999586,3512,6074.133000000001,513.5523,162.3572,5719.3,0.9776116700521807,1.0034469337120315,0.9906183722729458,0.9709922990207397
244,2019-08-15,73021,86.94,BEA,"6,348,443.40",-0.0013999999999999568,3513,6065.993,514.7637,162.0396,5734.49,0.9986598910494715,1.0023588639365455,0.9980438194302439,1.0026559194306994
245,2019-08-16,88726,85.95,BEA,"7,625,626.60",-0.011399999999999966,3514,6141.264,514.0519,162.1974,5818.17,1.0124086856018462,0.9986172296142872,1.0009738360252678,1.0145924049043595
246,2019-08-19,58496,85.1,BEA,"4,978,245.50",-0.00990000000000002,3517,6209.488,512.4882,161.9837,5888.93,1.0111091136938586,0.9969580892512993,0.9986824696326823,1.0121618997038588
247,2019-08-20,95752,86.57,BEA,"8,288,819.40",0.01730000000000009,3518,6174.071,513.466,162.0632,5842.76,0.9942963091320894,1.0019079463683263,1.0004907901227098,0.9921598660537653
248,2019-08-21,93218,86.47,BEA,"8,060,338.60",-0.0011999999999999786,3519,6220.7609999999995,513.2792,162.2945,5891.19,1.0075622713117487,0.9996361979176809,1.0014272209853934,1.0082888908666452
249,2019-08-22,49119,86.91,BEA,"4,268,982.60",0.005100000000000104,3520,6210.0830000000005,512.2655,161.5027,5888.37,0.9982834897531028,0.9980250514729606,0.9951212148285986,0.9995213191222826
250,2019-08-23,23340,86.95,BEA,"2,029,430.00",0.0004999999999999449,3521,6102.29,514.1447,160.7632,5735.63,0.9826422609810528,1.0036684102286801,0.9954211291823605,0.9740607332759321
251,2019-08-26,103584,86.96,BEA,"9,007,843.30",9.9999999999989e-05,3524,6133.536999999999,514.1783,161.39,5799.34,1.005120536716544,1.000065351252284,1.0038989022363325,1.0111077597404297
252,2019-08-27,79328,87.0,BEA,"6,901,925.90",0.0004999999999999449,3525,6132.682,515.4630000000001,161.8942,5780.79,0.9998606024549946,1.0024985496276293,1.0031241093004524,0.9968013601547762
253,2019-08-28,116973,87.01,BEA,"10,177,588.30",9.9999999999989e-05,3526,6153.515,515.8996,163.1382,5818.84,1.0033970455340748,1.0008470055076695,1.0076840306817663,1.0065821453469164
254,2019-08-29,137749,86.95,BEA,"11,977,090.20",-0.0007000000000000339,3527,6215.905,514.8742,163.8214,5893.65,1.0101389206006648,0.998012403963872,1.004187860353982,1.0128565143568133
255,2019-08-30,72419,82.81,BEA,"5,996,851.20",-0.047599999999999976,3528,6232.303000000001,514.4333,162.809,5898.23,1.0026380712060434,0.999143674318892,0.9938200992055982,1.0007771075649217
256,2019-09-02,11816,83.66,BEA,"988,483.80",0.010299999999999976,3531,6226.825,513.5329,162.809,5898.23,0.9991210311822128,0.9982497245026712,1.0,1.0
257,2019-09-03,77,85.58,BEA,"6,589.70",0.02299999999999991,3532,6199.097,514.7697,162.8527,5857.95,0.9955470083068017,1.0024084143391785,1.0002684126798886,0.9931708326057139
258,2019-09-05,11887,86.76,BEA,"1,031,340.40",0.013800000000000034,3534,6338.981,512.5956,165.0363,6000.38,1.0116393937614265,0.9946068407262982,0.9951141597114442,1.0132422373673582
259,2019-09-06,6780,86.4,BEA,"585,822.00",-0.0040999999999999925,3535,6352.666,513.6817,164.7346,6006.07,1.0021588643348198,1.00211882427395,0.9981719173297026,1.0009482732760258
260,2019-09-10,216,86.9,BEA,"18,770.00",0.005800000000000027,3539,6354.765,509.9557,166.6145,6008.12,1.0005057030934008,0.9960519710846386,1.003963684503247,1.0003546459451316
261,2019-09-11,54199,86.18,BEA,"4,670,939.20",-0.008299999999999974,3540,6398.691999999999,508.7889,165.454,6051.87,1.0069124507357863,0.9977119581171463,0.9930348198986284,1.0072818119478306
262,2019-09-12,5158,87.2,BEA,"449,777.60",0.011800000000000031,3541,6420.783,508.6406,166.2322,6070.23,1.0034524243392244,0.9997085235153519,1.0047034220991937,1.003033773032137
263,2019-09-16,32026,86.72,BEA,"2,777,214.80",-0.005499999999999949,3545,6404.401999999999,506.8869,172.2542,6048.67,0.9955145588751452,1.0004239428221922,1.0344771258512084,0.9968965801400906
264,2019-09-17,20346,86.49,BEA,"1,759,712.40",-0.002700000000000036,3546,6421.653,507.5328,169.0891,6064.31,1.0026936160472126,1.0012742487525323,0.9816254117461287,1.0025856923918812
265,2019-09-19,65997,86.31,BEA,"5,696,190.00",-0.0020999999999999908,3548,6430.5019999999995,509.3803,168.0484,6066.9,1.0016971443890568,1.0013103637664957,0.9986676381062631,1.0000791240962543
266,2019-09-20,14765,86.58,BEA,"1,278,345.00",0.003100000000000103,3549,6409.851,509.2255,167.6334,6037.5,0.996788586645335,0.9996961013215471,0.9975304733636262,0.9951540325372101
267,2019-09-23,5282,86.68,BEA,"457,843.00",0.00120000000000009,3552,6398.894,510.7319,169.0772,6036.9,0.9982905998906996,1.0029582179211372,1.0086128420708522,0.9999006211180124
268,2019-09-24,5570,86.9,BEA,"484,047.00",0.0024999999999999467,3553,6365.115,511.88599999999997,168.0134,5986.58,0.994721118993376,1.0022596982878884,0.9937081995680079,0.9916645960675181
269,2019-09-25,4856,86.4,BEA,"419,572.00",-0.005800000000000027,3554,6372.378000000001,509.6049,167.06599999999997,6023.46,1.0011410634371887,0.9955437343471008,0.9943611640500102,1.0061604455298352
270,2019-09-26,14364,86.25,BEA,"1,238,952.00",-0.0017000000000000348,3555,6369.454000000001,509.9129,166.4968,6009.19,0.99954114460881,1.0006043897929553,0.9965929632600292,0.9976309297314168
271,2019-09-27,15333,86.73,BEA,"1,329,897.00",0.005600000000000049,3556,6351.611999999999,509.7306,165.8813,5978.11,0.9971988179834564,0.9996424879621598,0.9963032322543136,0.9948279218996238
