,Date,Trading Index,Open Price,Highest Price,Lowest Price,Settlement Price (yuan/ton),Close Price,Settlement Volume (ton),Turnover (yuan),Return,index_y,MSCI World Index TR,Barclays Global Aggregate Bond Index TR,Bloomberg Commodity Index TR,S&P 500 Total Return Index,MSCI World Index TR Return,Barclays Global Aggregate Bond Index TR Return,Bloomberg Commodity Index TR Return,S&P 500 Total Return Index Return
0,2020-03-02,SZA-2015,11.57,,,11.57,11.57,0.0,0.0,0.0,3713,6496.5869999999995,524.019,154.5201,6288.64,1.033317337660489,1.0044681878824124,1.02115802099545,1.0460616162069822
1,2020-03-03,SZA-2015,11.57,,,11.57,11.57,0.0,0.0,0.0,3714,6400.927,526.1759,156.0566,6112.07,0.9852753453467182,1.0041160721271556,1.0099436901736407,0.9719223870343985
2,2020-03-04,SZA-2015,11.57,,,11.57,11.57,0.0,0.0,0.0,3715,6588.023,526.9108,156.1423,6370.35,1.0292295162872502,1.0013966812239026,1.0005491597279448,1.042257369434578
3,2020-03-05,SZA-2015,11.57,,,11.57,11.57,0.0,0.0,0.0,3716,6440.969,528.5738,154.9835,6155.58,0.9776785843036674,1.0031561319297309,0.992578564552975,0.9662859968447572
4,2020-03-06,SZA-2015,11.57,,,11.57,11.57,0.0,0.0,0.0,3717,6314.628000000001,534.5859,150.9587,6050.8,0.9803847837181021,1.0113741922130837,0.9740307839221595,0.9829780459355577
5,2020-03-09,SZA-2015,12.73,12.73,12.73,12.73,12.73,1.0,12.73,0.10025929127052713,3720,5862.356,538.9731,144.6936,5591.74,0.9283770952144765,1.0082067259910896,0.9584979202921065,0.9241323461360481
6,2020-03-10,SZA-2015,14.0,14.0,14.0,14.0,14.0,1.0,14.0,0.09976433621366844,3721,6029.166,531.5222,147.784,5868.11,1.0284544302666028,0.9861757479176604,1.0213582356095916,1.0494246871277992
7,2020-03-11,SZA-2015,14.0,,,14.0,14.0,0.0,0.0,0.0,3722,5794.766,528.2103,145.6599,5581.76,0.9611223177467663,0.9937690278976117,0.9856269961565528,0.9512023462409533
8,2020-03-12,SZA-2015,14.0,,,14.0,14.0,0.0,0.0,0.0,3723,5220.98,519.6413,141.1066,5051.97,0.9009820241231483,0.9837772947630897,0.9687401954827649,0.9050854927478071
9,2020-03-13,SZA-2015,14.0,,,14.0,14.0,0.0,0.0,0.0,3724,5530.735,514.0993,139.276,5522.85,1.0593288999383257,0.9893349508593716,0.9870268293616318,1.0932072043183154
10,2020-03-16,SZA-2015,14.0,,,14.0,14.0,0.0,0.0,0.0,3727,5005.156,515.3382,133.4574,4861.22,0.9049712199192332,1.0024098457243573,0.9582225221861627,0.8802013453198982
11,2020-03-17,SZA-2015,14.0,,,14.0,14.0,0.0,0.0,0.0,3728,5211.462,506.6228,132.251,5152.83,1.041218695281426,0.9830879992983248,0.9909604113372507,1.059986999148362
12,2020-03-18,SZA-2015,14.0,,,14.0,14.0,0.0,0.0,0.0,3729,4944.958,495.598,126.8581,4885.76,0.948861950830688,0.9782386422403414,0.9592222365048279,0.9481702287868997
13,2020-03-19,SZA-2015,14.0,,,14.0,14.0,0.0,0.0,0.0,3730,4981.854,491.7119,131.0129,4909.13,1.0074613373864856,0.9921587657738732,1.0327515546898465,1.0047832885774168
14,2020-03-20,SZA-2015,14.0,,,14.0,14.0,0.0,0.0,0.0,3731,4854.303,494.7105,130.3159,4697.09,0.9743968811611098,1.006098286415277,0.9946799131993872,0.9568070106108414
15,2020-03-23,SZA-2015,14.0,,,14.0,14.0,0.0,0.0,0.0,3734,4710.78,496.8553,132.2568,4559.5,0.9704338604326924,1.0043354648829972,1.0148938080464471,0.9707073954299363
16,2020-03-24,SZA-2015,14.0,,,14.0,14.0,0.0,0.0,0.0,3735,5124.2609999999995,498.2149,136.0065,4987.8,1.08777336237311,1.0027364103794405,1.0283516613134447,1.0939357385678254
17,2020-03-25,SZA-2015,14.0,,,14.0,14.0,0.0,0.0,0.0,3736,5251.88,499.2641,136.472,5045.35,1.024904859451929,1.0021059185504086,1.0034226305360407,1.0115381530935483
18,2020-03-26,SZA-2015,15.4,15.4,15.4,15.4,15.4,1.0,15.4,0.10000000000000007,3737,5515.939,506.7601,135.0656,5360.49,1.050278947729194,1.0150140977490671,0.9896945893663167,1.0624614744269474
19,2020-03-27,SZA-2015,16.94,16.94,16.94,16.94,16.94,1.0,16.94,0.10000000000000007,3738,5373.875,510.4101,133.763,5179.92,0.9742448203288687,1.0072026191485872,0.990355797479151,0.9663146466087988
20,2020-03-30,SZA-2015,16.94,,,16.94,16.94,0.0,0.0,0.0,3741,5507.08,511.474,132.3753,5354.39,1.024787513665651,1.0020844023266782,0.9896256812421971,1.0336819873666003
21,2020-03-31,SZA-2015,16.94,,,16.94,16.94,0.0,0.0,0.0,3742,5455.063,509.9988,131.9359,5269.2,0.9905545225418916,0.9971157869217204,0.99668064963781,0.9840896908891581
22,2020-04-01,SZA-2015,18.63,18.63,18.63,18.63,18.63,1.0,18.63,0.09976387249114516,3743,5244.805,510.5404,128.592,5036.64,0.9614563571493125,1.0010619632830509,0.9746551166134465,0.9558642678205421
23,2020-04-02,SZA-2015,18.63,,,18.63,18.63,0.0,0.0,0.0,3744,5308.507,509.2771,131.2772,5152.47,1.0121457327774817,0.9975255631092075,1.020881547841234,1.022997474506814
24,2020-04-03,SZA-2015,18.63,,,18.63,18.63,0.0,0.0,0.0,3745,5232.130999999999,508.0991,132.6578,5075.16,0.9856125272133953,0.9976869173972284,1.0105166776866052,0.9849955458255942
25,2020-04-07,SZA-2015,18.63,,,18.63,18.63,0.0,0.0,0.0,3749,5580.41,508.1802,134.8425,5423.52,1.0072389529527621,1.0024195508227973,1.006393210031802,0.9984076345180656
