,level_0,index,Date,Trading Index,Settlement Volume (ton),Turnover (yuan),Settlement Price (yuan/ton),Return
86,519,532,2020-06-05,TJEA19,"3,500","78,400",22.4,-0.004444444444444473
87,520,531,2020-06-08,TJEA19,"3,500","77,000",22.0,-0.017857142857142794
88,521,530,2020-06-09,TJEA19,"3,450","79,350",23.0,0.045454545454545414
89,522,529,2020-06-11,TJEA19,"34,852","871,300",25.0,0.08695652173913038
90,523,528,2020-06-15,TJEA19,"7,677","198,067",25.8,0.03200000000000003
91,524,527,2020-06-16,TJEA19,"7,424","196,736",26.5,0.027131782945736482
92,525,526,2020-06-17,TJEA19,"7,238","192,531",26.6,0.0037735849056603765
93,526,565,2020-06-18,TJEA19,"7,336","192,937",26.3,-0.011278195488721776
94,527,564,2020-06-19,TJEA19,"22,167","596,292",26.9,0.02281368821292773
95,528,563,2020-06-22,TJEA19,"22,500","594,000",26.4,-0.018587360594795488
96,529,562,2020-06-23,TJEA19,"43,446","1,160,008",26.7,0.011363636363636465
97,530,561,2020-06-24,TJEA19,"50,666","1,350,249",26.65,-0.0018726591760299671
98,531,560,2020-06-29,TJEA19,"62,760","1,556,448",24.8,-0.06941838649155718
99,532,559,2020-06-30,TJEA19,"59,408","1,556,490",26.2,0.056451612903225756
100,533,558,2020-07-01,TJEA19,"56,800","1,513,152",26.64,0.016793893129771087
101,534,557,2020-07-02,TJEA19,"58,560","1,556,525",26.58,-0.0022522522522523403
102,535,556,2020-07-03,TJEA19,"72,870","1,945,629",26.7,0.004514672686230181
103,536,555,2020-07-06,TJEA19,"72,600","1,945,680",26.8,0.0037453183520599342
104,537,554,2020-07-07,TJEA19,"72,740","1,945,795",26.75,-0.001865671641791078
105,538,553,2020-07-08,TJEA19,"72,060","1,945,620",27.0,0.009345794392523255
106,539,552,2020-07-09,TJEA19,"58,120","1,556,454",26.78,-0.008148148148148127
107,540,551,2020-07-10,TJEA19,"43,476","1,167,331",26.85,0.002613890963405474
108,541,550,2020-07-13,TJEA19,"72,820","1,945,750",26.72,-0.00484171322160154
109,542,549,2020-07-14,TJEA19,"72,653","1,945,647",26.78,0.002245508982035904
110,543,548,2020-07-15,TJEA19,"72,980","1,945,647",26.66,-0.004480955937266606
111,544,547,2020-07-16,TJEA19,"72,900","1,946,430",26.7,0.0015003750937734317
112,545,546,2020-07-17,TJEA19,"164,285","4,407,823",26.83,0.004868913857677848
113,546,585,2020-07-20,TJEA19,"468,778","11,953,839",25.5,-0.04957137532612743
114,547,584,2020-07-22,TJEA19,"43,530","1,167,475",26.82,0.051764705882352935
115,548,583,2020-07-23,TJEA19,"65,335","1,751,123",26.8,-0.0007457121551081025
116,549,582,2020-07-24,TJEA19,"72,730","1,945,528",26.75,-0.001865671641791078
117,550,581,2020-07-27,TJEA19,"58,232","1,556,541",26.73,-0.0007476635514018781
118,551,580,2020-07-28,TJEA19,"58,240","1,556,173",26.72,-0.00037411148522270565
119,552,579,2020-07-29,TJEA19,"43,200","1,156,896",26.78,0.002245508982035904
120,553,578,2020-07-30,TJEA19,"71,920","1,931,052",26.85,0.002613890963405474
121,554,577,2020-07-31,TJEA19,"83,205","2,214,380",26.61,-0.008938547486033621
122,555,576,2020-08-03,TJEA19,"70,257","1,874,559",26.68,0.002630590003757982
123,556,575,2020-08-04,TJEA19,"393,096","10,481,593",26.66,-0.0007496251874062887
124,557,574,2020-08-05,TJEA19,"350,000","9,335,500",26.67,0.00037509377344346895
125,558,573,2020-08-06,TJEA19,"235,172","6,232,074",26.5,-0.00637420322459703
126,559,572,2020-08-07,TJEA19,"123,460","3,298,850",26.72,0.008301886792452695
127,560,571,2020-08-10,TJEA19,"85,187","2,271,195",26.66,-0.002245508982035904
128,561,570,2020-08-11,TJEA19,"87,552","2,330,352",26.62,-0.0015003750937734317
129,562,569,2020-08-12,TJEA19,"30,000","801,000",26.7,0.003005259203606281
130,563,568,2020-08-13,TJEA19,"86,000","2,237,400",26.02,-0.025468164794007486
131,564,567,2020-08-14,TJEA19,"88,889","2,307,435",25.96,-0.002305918524212136
132,565,566,2020-08-17,TJEA19,"114,935","2,988,310",26.0,0.0015408320493066618
133,566,605,2020-08-18,TJEA19,"102,000","2,652,000",26.0,0.0
134,567,604,2020-08-19,TJEA19,"100,000","2,650,000",26.5,0.019230769230769162
135,568,603,2020-08-20,TJEA19,"94,000","2,486,300",26.45,-0.0018867924528301883
136,569,602,2020-08-21,TJEA19,"98,813","2,619,058",26.51,0.0022684310018903364
137,570,601,2020-08-24,TJEA19,"487,552","12,358,348",25.35,-0.04375707280271601
138,571,600,2020-08-26,TJEA19,"19,000","486,400",25.6,0.009861932938856066
139,572,599,2020-08-27,TJEA19,180,"4,680",26.0,0.015625
140,573,598,2020-08-28,TJEA19,170,"4,437",26.1,0.0038461538461538325
141,574,597,2020-08-31,TJEA19,185,"4,773",25.8,-0.011494252873563204
