,level_0,index,Date,Trading Index,Settlement Volume (ton),Turnover (yuan),Settlement Price (yuan/ton),Return
59,176,183,2014-12-26,TJEA14,260,"6,570",25.27,0.0007920792079207928
60,177,182,2014-12-29,TJEA14,100,"2,526",25.26,-0.00039572615749894346
61,178,181,2014-12-30,TJEA14,160,"4,035",25.22,-0.0015835312747427555
62,179,180,2014-12-31,TJEA14,60,"1,515",25.25,0.0011895321173671647
63,180,219,2015-01-05,TJEA14,120,"2,980",24.83,-0.01663366336633665
64,181,218,2015-01-06,TJEA14,160,"4,006",25.04,0.00845751107531223
65,182,217,2015-01-07,TJEA14,160,"4,008",25.05,0.0003993610223642641
66,183,216,2015-01-08,TJEA14,700,"17,512",25.02,-0.0011976047904191933
67,184,215,2015-01-09,TJEA14,240,"6,011",25.04,0.0007993605115907965
68,185,214,2015-01-12,TJEA14,120,"2,991",24.93,-0.00439297124600635
69,186,213,2015-01-13,TJEA14,320,"8,019",25.06,0.005214600882470943
70,187,212,2015-01-14,TJEA14,220,"5,519",25.09,0.0011971268954509284
71,188,211,2015-01-15,TJEA14,160,"4,008",25.05,-0.0015942606616181632
72,189,210,2015-01-16,TJEA14,240,"6,014",25.06,0.0003992015968063978
73,190,209,2015-01-19,TJEA14,180,"4,515",25.08,0.0007980845969672856
74,191,208,2015-01-20,TJEA14,220,"5,525",25.12,0.0015948963317384823
75,192,207,2015-01-21,TJEA14,260,"6,535",25.13,0.00039808917197436955
76,193,206,2015-01-22,TJEA14,100,"2,513",25.13,0.0
77,194,205,2015-01-23,TJEA14,340,"8,369",24.62,-0.020294468762435236
78,195,204,2015-01-26,TJEA14,160,"4,006",25.04,0.017059301380990988
79,196,203,2015-01-27,TJEA14,440,"10,823",24.6,-0.01757188498402551
80,197,202,2015-01-28,TJEA14,620,"15,420",24.87,0.01097560975609757
81,198,201,2015-01-29,TJEA14,160,"4,005",25.03,0.006433453960595026
82,199,200,2015-01-30,TJEA14,180,"4,492",24.96,-0.0027966440271673942
83,200,239,2015-02-02,TJEA14,280,"7,017",25.06,0.004006410256410131
84,201,238,2015-02-03,TJEA14,220,"5,486",24.94,-0.004788507581803603
85,202,237,2015-02-04,TJEA14,120,"2,988",24.9,-0.0016038492381716951
86,203,236,2015-02-05,TJEA14,100,"2,472",24.72,-0.0072289156626506035
87,204,235,2015-02-06,TJEA14,120,"2,969",24.75,0.0012135922330096527
88,205,234,2015-02-09,TJEA14,240,"6,010",25.04,0.011717171717171793
89,206,233,2015-02-10,TJEA14,60,"1,500",25.0,-0.0015974440894568342
90,207,232,2015-02-11,TJEA14,120,"2,880",24.0,-0.040000000000000036
91,208,231,2015-02-12,TJEA14,160,"3,840",24.0,0.0
92,209,230,2015-02-13,TJEA14,120,"2,970",24.75,0.03125
93,210,229,2015-02-16,TJEA14,180,"4,510",25.06,0.012525252525252384
94,211,228,2015-02-17,TJEA14,220,"5,522",25.1,0.0015961691939345712
95,212,227,2015-02-25,TJEA14,120,"3,027",25.23,0.005179282868525759
96,213,226,2015-02-26,TJEA14,340,"8,360",24.59,-0.025366627031311983
97,214,225,2015-02-27,TJEA14,160,"3,925",24.53,-0.002440016266775036
98,215,224,2015-03-02,TJEA14,180,"4,516",25.09,0.022829188748471285
99,216,223,2015-03-03,TJEA14,220,"5,517",25.08,-0.0003985651654045963
100,217,222,2015-03-04,TJEA14,280,"6,709",23.96,-0.04465709728867617
101,218,221,2015-03-05,TJEA14,260,"6,583",25.32,0.056761268781302165
102,219,220,2015-03-06,TJEA14,280,"7,024",25.09,-0.009083728278041048
103,220,259,2015-03-09,TJEA14,180,"4,550",25.28,0.0075727381426864415
104,221,258,2015-03-10,TJEA14,220,"5,407",24.58,-0.027689873417721667
105,222,257,2015-03-11,TJEA14,200,"4,964",24.82,0.009764035801464788
106,223,256,2015-03-12,TJEA14,240,"6,039",25.16,0.013698630136986356
107,224,255,2015-03-13,TJEA14,480,"11,988",24.98,-0.007154213036565937
108,225,254,2015-03-16,TJEA14,200,"5,006",25.03,0.0020016012810248895
109,226,253,2015-03-17,TJEA14,360,"8,999",25.0,-0.001198561725928915
110,227,252,2015-03-18,TJEA14,60,"1,506",25.1,0.0040000000000000036
111,228,251,2015-03-19,TJEA14,220,"5,516",25.07,-0.0011952191235060639
112,229,250,2015-03-20,TJEA14,120,"3,006",25.05,-0.0007977662544874642
113,230,249,2015-03-23,TJEA14,160,"4,021",25.13,0.00319361277445096
114,231,248,2015-03-24,TJEA14,500,"12,769",25.54,0.01631516116195786
115,232,247,2015-03-25,TJEA14,360,"9,072",25.2,-0.013312451057165275
116,233,246,2015-03-26,TJEA14,180,"4,515",25.08,-0.004761904761904856
117,234,245,2015-03-27,TJEA14,160,"4,040",25.25,0.006778309409888328
118,235,244,2015-03-30,TJEA14,200,"5,053",25.27,0.0007920792079207928
119,236,243,2015-03-31,TJEA14,220,"5,568",25.31,0.001582904629995996
120,237,242,2015-04-01,TJEA14,120,"3,021",25.18,-0.005136309758988489
121,238,241,2015-04-02,TJEA14,"1,660","41,358",24.91,-0.0107227958697379
122,239,240,2015-04-03,TJEA14,180,"4,398",24.43,-0.01926936973103177
123,240,263,2015-04-29,TJEA14,40,976,24.4,-0.0012279983626688473
124,241,262,2015-04-30,TJEA14,80,"1,930",24.13,-0.011065573770491777
125,242,261,2015-05-04,TJEA14,40,963,24.08,-0.0020721094073767876
126,243,260,2015-05-07,TJEA14,120,"2,895",24.13,0.0020764119601328623
127,244,283,2015-05-08,TJEA14,60,"1,449",24.15,0.0008288437629506706
128,245,282,2015-05-11,TJEA14,40,938,23.45,-0.02898550724637683
129,246,281,2015-05-13,TJEA14,100,"2,195",21.95,-0.0639658848614072
130,247,280,2015-05-14,TJEA14,300,"6,585",21.95,0.0
131,248,279,2015-05-18,TJEA14,60,"1,194",19.9,-0.09339407744874717
132,249,278,2015-05-19,TJEA14,240,"4,990",20.79,0.04472361809045222
133,250,277,2015-05-20,TJEA14,240,"5,051",21.05,0.012506012506012576
134,251,276,2015-05-21,TJEA14,200,"3,790",18.95,-0.09976247030878871
135,252,275,2015-05-25,TJEA14,100,"1,895",18.95,0.0
136,253,274,2015-06-02,TJEA14,280,"4,777",17.06,-0.09973614775725592
137,254,273,2015-06-05,TJEA14,200,"3,070",15.35,-0.1002344665885111
138,255,272,2015-06-08,TJEA14,100,"1,382",13.82,-0.09967426710097715
139,256,271,2015-06-17,TJEA14,20,249,12.44,-0.09985528219971063
140,257,270,2015-06-18,TJEA14,"1,060","11,872",11.2,-0.09967845659163987
141,258,269,2015-06-19,TJEA14,860,"10,122",11.77,0.05089285714285707
142,259,268,2015-06-23,TJEA14,400,"4,905",12.26,0.041631265930331285
143,260,267,2015-06-26,TJEA14,20,266,13.3,0.08482871125611746
144,261,266,2015-06-30,TJEA14,800,"11,452",14.32,0.07669172932330826
145,262,265,2015-07-01,TJEA14,120,"1,844",15.37,0.0733240223463687
146,263,264,2015-07-02,TJEA14,300,"5,002",16.67,0.08458035133376729
147,264,303,2015-07-03,TJEA14,"5,440","99,718",18.33,0.09958008398320306
148,265,302,2015-07-06,TJEA14,40,703,17.58,-0.04091653027823239
149,266,301,2015-07-07,TJEA14,20,380,19.0,0.08077360637087616
150,267,300,2015-07-08,TJEA14,"479,421","6,381,917",13.31,-0.29947368421052634
151,268,299,2015-07-09,TJEA14,"392,055","5,609,203",14.31,0.07513148009015769
152,269,298,2015-07-10,TJEA14,40,820,20.5,0.43256464011180995
