,level_0,index,Date,Trading Index,Settlement Volume (ton),Turnover (yuan),Settlement Price (yuan/ton),Return
45,620,631,2021-01-22,TJEA20,"31,200","783,744",25.12,0.046666666666666634
46,621,630,2021-01-25,TJEA20,"47,280","1,199,966",25.38,0.010350318471337605
47,622,629,2021-01-26,TJEA20,"31,600","796,320",25.2,-0.007092198581560294
48,623,628,2021-01-27,TJEA20,"30,400","790,400",26.0,0.031746031746031855
49,624,627,2021-01-28,TJEA20,"14,800","399,600",27.0,0.03846153846153855
50,625,626,2021-01-29,TJEA20,"29,200","794,240",27.2,0.007407407407407307
51,626,665,2021-02-01,TJEA20,"28,800","789,120",27.4,0.007352941176470562
52,627,664,2021-02-02,TJEA20,"28,952","792,706",27.38,-0.0007299270072992359
53,628,663,2021-02-03,TJEA20,"14,500","397,300",27.4,0.0007304601899196239
54,629,662,2021-02-04,TJEA20,"29,140","799,893",27.45,0.0018248175182482562
55,630,661,2021-02-05,TJEA20,"42,000","1,176,000",28.0,0.020036429872495543
56,631,660,2021-02-08,TJEA20,"24,000","672,000",28.0,0.0
57,632,659,2021-02-09,TJEA20,"28,000","784,000",28.0,0.0
58,633,658,2021-02-10,TJEA20,"28,400","791,792",27.88,-0.004285714285714337
59,634,657,2021-02-22,TJEA20,"26,400","739,200",28.0,0.004304160688665792
60,635,656,2021-02-23,TJEA20,"30,400","790,400",26.0,-0.0714285714285714
61,636,655,2021-02-24,TJEA20,"51,000","1,198,500",23.5,-0.09615384615384615
62,637,654,2021-02-25,TJEA20,"16,000","384,000",24.0,0.02127659574468077
63,638,653,2021-02-26,TJEA20,"54,000","1,188,000",22.0,-0.08333333333333337
64,639,652,2021-03-01,TJEA20,"32,000","704,000",22.0,0.0
65,640,651,2021-03-02,TJEA20,"20,930","439,530",21.0,-0.045454545454545414
66,641,650,2021-03-03,TJEA20,"38,072","799,512",21.0,0.0
67,642,649,2021-03-04,TJEA20,"18,000","392,400",21.8,0.03809523809523818
68,643,648,2021-03-05,TJEA20,"30,000","645,000",21.5,-0.013761467889908285
69,644,647,2021-03-08,TJEA20,"18,180","399,960",22.0,0.023255813953488413
70,645,646,2021-03-09,TJEA20,"22,224","498,990",22.45,0.020454545454545503
71,646,685,2021-03-10,TJEA20,"36,000","792,000",22.0,-0.020044543429844075
72,647,684,2021-03-12,TJEA20,"32,000","736,000",23.0,0.045454545454545414
73,648,683,2021-03-15,TJEA20,"28,000","630,000",22.5,-0.021739130434782594
74,649,682,2021-03-17,TJEA20,"1,526","36,624",24.0,0.06666666666666665
75,650,681,2021-03-19,TJEA20,"4,000","92,000",23.0,-0.04166666666666663
76,651,680,2021-03-22,TJEA20,"10,000","250,000",25.0,0.08695652173913038
77,652,679,2021-03-23,TJEA20,"7,526","180,624",24.0,-0.040000000000000036
78,653,678,2021-03-24,TJEA20,"2,000","49,000",24.5,0.02083333333333326
79,654,677,2021-03-26,TJEA20,"5,000","121,000",24.2,-0.01224489795918371
80,655,676,2021-03-29,TJEA20,"16,000","384,000",24.0,-0.008264462809917328
81,656,675,2021-03-30,TJEA20,"1,000","24,250",24.25,0.01041666666666674
82,657,674,2021-03-31,TJEA20,"9,400","231,240",24.6,0.014432989690721598
83,658,673,2021-04-01,TJEA20,"10,000","250,000",25.0,0.016260162601625883
84,659,672,2021-04-07,TJEA20,"15,000","390,000",26.0,0.040000000000000036
85,660,671,2021-04-08,TJEA20,"8,000","206,400",25.8,-0.007692307692307665
86,661,670,2021-04-09,TJEA20,"6,000","153,000",25.5,-0.011627906976744207
87,662,669,2021-04-12,TJEA20,"10,000","270,000",27.0,0.05882352941176472
88,663,668,2021-04-13,TJEA20,"14,000","392,000",28.0,0.03703703703703698
89,664,667,2021-04-14,TJEA20,"14,400","396,000",27.5,-0.017857142857142905
90,665,666,2021-04-26,TJEA20,"13,000","364,000",28.0,0.018181818181818077
91,666,19,2021-04-27,TJEA20,"1,600","44,800",28.0,0.0
92,667,18,2021-04-28,TJEA20,"7,300","203,524",27.88,-0.004285714285714337
93,668,17,2021-05-13,TJEA20,"14,026","399,741",28.5,0.02223816355810615
94,669,16,2021-05-17,TJEA20,40,"1,160",29.0,0.01754385964912286
95,670,15,2021-05-18,TJEA20,"2,000","58,000",29.0,0.0
96,671,14,2021-05-19,TJEA20,"14,000","378,000",27.0,-0.06896551724137934
97,672,13,2021-05-26,TJEA20,"14,200","397,600",28.0,0.03703703703703698
98,673,12,2021-05-27,TJEA20,"20,000","580,000",29.0,0.03571428571428581
99,674,11,2021-05-28,TJEA20,"44,000","1,311,200",29.8,0.02758620689655178
100,675,10,2021-06-01,TJEA20,"40,000","1,240,000",31.0,0.04026845637583887
101,676,9,2021-06-02,TJEA20,"20,000","660,000",33.0,0.06451612903225801
102,677,8,2021-06-03,TJEA20,"8,810","290,730",33.0,0.0
103,678,7,2021-06-04,TJEA20,"117,000","3,802,500",32.5,-0.015151515151515138
104,679,6,2021-06-07,TJEA20,"320,000","9,792,000",30.6,-0.058461538461538454
105,680,5,2021-06-08,TJEA20,"280,000","9,184,000",32.8,0.07189542483660127
106,681,4,2021-06-09,TJEA20,"525,439","17,326,768",32.98,0.005487804878048674
107,682,3,2021-06-10,TJEA20,"31,382","864,850",27.56,-0.16434202546998178
108,683,2,2021-06-11,TJEA20,"5,138","166,985",32.5,0.179245283018868
109,684,1,2021-06-15,TJEA20,"40,000","1,320,000",33.0,0.01538461538461533
110,685,0,2021-06-16,TJEA20,"312,725","10,249,013",32.77,-0.006969696969696848
