,Date,Trading Index,Open Price,Settlement Price (yuan/ton),Highest Price,Lowest Price,Price Change,Return,Settlement Volume (ton),Turnover (yuan)
1448,2014-08-22,GDEA,48.5,43.65,43.65,43.65,-4.85,-10,10,436.5
1449,2014-08-20,GDEA,52.01,48.5,48.5,48.5,-3.51,-6.75,189,9166.5
1450,2014-08-18,GDEA,52.07,52.01,53.5,50,-0.06,-0.12,9456,491788
1451,2014-08-15,GDEA,50.79,52.07,53,51.7,1.28,2.52,10740,559276
1452,2014-08-14,GDEA,51.65,50.79,52,50,-0.86,-1.67,9879,501708
1453,2014-08-13,GDEA,50.96,51.65,52.3,49.5,0.69,1.35,10348,534487
1454,2014-08-12,GDEA,50.85,50.96,51.6,48.5,0.11,0.22,10092,514277.4
1455,2014-08-11,GDEA,52.12,50.85,51.2,49.5,-1.27,-2.44,10158,516548
1456,2014-08-08,GDEA,48.99,52.12,52.8,50.8,3.13,6.39,10589,551941.1
1457,2014-08-07,GDEA,54,48.99,52,48.6,-5.01,-9.28,11032,540798
1458,2014-08-06,GDEA,60,54,54,54,-6,-10,5,270
1459,2014-08-05,GDEA,57.84,60,60,60,2.16,3.73,1631,97860
1460,2014-08-04,GDEA,63.99,57.84,70.39,57.59,-6.15,-9.61,2833,193561.85
1461,2014-08-01,GDEA,58.17,63.99,63.99,52.35,5.82,10.01,2830,148266.9
1462,2014-07-29,GDEA,64.63,58.17,71.09,58.17,-6.46,-10,1993,141540.25
1463,2014-07-28,GDEA,58.75,64.63,64.63,64.63,5.88,10.01,10,646.3
1464,2014-07-25,GDEA,53.41,58.75,58.75,58.75,5.34,10,3000,176250
1465,2014-07-24,GDEA,48.55,53.41,53.41,53.41,4.86,10.01,11,587.51
1466,2014-07-23,GDEA,44.14,48.55,48.55,39.73,4.41,9.99,5001,198834.45
1467,2014-07-18,GDEA,44.35,44.14,45.2,42,-0.21,-0.47,631,27854.7
1468,2014-07-16,GDEA,44.99,44.35,45.3,42,-0.64,-1.42,1402,62184
1469,2014-07-15,GDEA,46,44.99,45,41.5,-1.01,-2.2,97008,4364501
1470,2014-07-14,GDEA,50.5,46,46,46,-4.5,-8.91,30869,1419974
1471,2014-07-13,GDEA,46.02,50.5,50.6,46,4.48,9.73,102508,4727627
1472,2014-07-12,GDEA,46.5,46.02,51.1,41.85,-0.48,-1.03,112233,5009031.1
1473,2014-07-11,GDEA,50.6,46.5,55,45.55,-4.1,-8.1,104112,5258883
1474,2014-07-10,GDEA,55,50.6,60,50,-4.4,-8,44270,2654436.5
1475,2014-07-09,GDEA,57.88,55,60,54,-2.88,-4.98,42838,2570230
1476,2014-07-08,GDEA,60.91,57.88,60.05,54.82,-3.03,-4.97,72523,4197716.8
1477,2014-07-07,GDEA,67.68,60.91,60.91,60.91,-6.77,-10,2,121.82
1478,2014-07-04,GDEA,61.58,67.68,67.73,58,6.1,9.91,94,5558.47
1479,2014-07-03,GDEA,59.54,61.58,65.2,58,2.04,3.43,4,246.3
1480,2014-07-02,GDEA,58,59.54,60,58,1.54,2.66,4077,242726
1481,2014-07-01,GDEA,62.41,58,68.65,58,-4.41,-7.07,2776,161018.65
1482,2014-06-30,GDEA,68,62.41,64.43,61.2,-5.59,-8.22,8,499.29
1483,2014-06-27,GDEA,71,68,72,64,-3,-4.23,6,408
1484,2014-06-26,GDEA,68.66,71,71,71,2.34,3.41,4,284
1485,2014-06-25,GDEA,67.52,68.66,68.66,68.66,1.14,1.69,5,343.3
1486,2014-06-24,GDEA,65.35,67.52,67.52,67.52,2.17,3.32,5,337.6
1487,2014-06-23,GDEA,63.51,65.35,65.35,65.35,1.84,2.9,4,261.4
1488,2014-06-20,GDEA,63,63.51,63.51,63.51,0.51,0.81,5,317.55
1489,2014-06-19,GDEA,60.22,63,63,63,2.78,4.62,6,378
1490,2014-06-18,GDEA,60.28,60.22,64.68,60.2,-0.06,-0.1,1005,60523.4
1491,2014-06-17,GDEA,63.32,60.28,62.3,60,-3.04,-4.8,66,3978.8
1492,2014-06-16,GDEA,66.82,63.32,64.9,60.18,-3.5,-5.24,15,949.78
1493,2014-06-13,GDEA,65.16,66.82,66.82,66.82,1.66,2.55,5,334.1
1494,2014-06-11,GDEA,63.5,65.16,65.16,65.16,1.66,2.61,7,456.12
1495,2014-06-10,GDEA,62.5,63.5,63.5,63.5,1,1.6,172600,10356017.5
1496,2014-06-09,GDEA,68.5,62.5,62.5,62.5,-6,-8.76,6,375
1497,2014-06-06,GDEA,66.33,68.5,68.5,60,2.17,3.27,90007,5400479.5
1498,2014-06-05,GDEA,63.5,66.38,68.6,60,2.88,4.54,188050,11284047.68
1499,2014-06-03,GDEA,61.18,63.5,63.5,63.5,2.32,3.79,6,381
1500,2014-05-30,GDEA,65.18,61.18,61.18,61.18,-4,-6.14,5,305.9
1501,2014-05-29,GDEA,63.02,65.18,65.18,65.18,2.16,3.43,5,325.9
1502,2014-05-28,GDEA,70.02,63.02,63.02,63.02,-7,-10,7,441.14
1503,2014-05-23,GDEA,73,70.02,70.02,70.02,-2.98,-4.08,6,420.12
1504,2014-05-22,GDEA,74.7,73,73,73,-1.7,-2.28,5,365
1505,2014-05-21,GDEA,77,74.7,74.7,74.7,-2.3,-2.99,5,373.5
1506,2014-05-20,GDEA,74.6,77,77,77,2.4,3.22,4,308
1507,2014-05-19,GDEA,71.2,74.6,74.6,74.6,3.4,4.78,5,373
1508,2014-05-16,GDEA,69.5,71.2,71.2,71.2,1.7,2.45,7,498.4
1509,2014-05-15,GDEA,67.8,69.5,69.5,69.5,1.7,2.51,8,556
1510,2014-05-14,GDEA,65.12,67.8,67.8,67.8,2.68,4.12,14,949.2
1511,2014-05-09,GDEA,62.1,65.12,65.12,65.12,3.02,4.86,12,781.44
1512,2014-05-08,GDEA,66.8,62.1,62.1,62.1,-4.7,-7.04,16,993.6
1513,2014-05-05,GDEA,68.2,66.8,66.8,66.8,-1.4,-2.05,18,1202.4
1514,2014-05-04,GDEA,70.88,68.2,68.2,68.2,-2.68,-3.78,15,1023
