,Date,Trading Index,Open Price,Settlement Price (yuan/ton),Highest Price,Lowest Price,Price Change,Return,Settlement Volume (ton),Turnover (yuan)
0,2021-06-11,GDEA,40.43,39.98,41.94,39.92,-0.45,-1.11,243019,9818315.43
1,2021-06-10,GDEA,39.95,40.43,40.9,40,0.48,1.2,185317,5314462.49
2,2021-06-09,GDEA,39.55,39.95,41.44,39.68,0.4,1.01,51961,2075630.22
3,2021-06-08,GDEA,39.57,39.55,40.78,39.51,-0.02,-0.05,173012,6989721.8
4,2021-06-07,GDEA,39.53,39.57,40.75,39.55,0.04,0.1,149507,6100080.18
5,2021-06-04,GDEA,40.07,39.53,41,39.31,-0.54,-1.35,599514,24354108.44
6,2021-06-03,GDEA,39.6,40.07,41.6,39.38,0.47,1.19,126206,5072611.51
7,2021-06-02,GDEA,39.47,39.6,41.6,38.82,0.13,0.33,243476,9529625.88
8,2021-06-01,GDEA,39.44,39.47,39.9,39.3,0.03,0.08,59595,2352316.09
9,2021-05-31,GDEA,41.08,39.44,39.8,39.3,-1.64,-3.99,55492,2188677.39
10,2021-05-28,GDEA,39.44,41.08,42.55,39.01,1.64,4.16,311379,11804989.35
11,2021-05-27,GDEA,39.49,39.44,43.3,39.4,-0.05,-0.13,785842,30327208.28
12,2021-05-26,GDEA,40.01,39.49,41.5,39.25,-0.52,-1.3,439714,13059605.67
13,2021-05-25,GDEA,40.26,40.01,40.3,39.91,-0.25,-0.62,3973,158960.47
14,2021-05-24,GDEA,39.66,40.26,40.9,39.61,0.6,1.51,118463,3519312.06
15,2021-05-21,GDEA,39.8,39.66,41.38,38.39,-0.14,-0.35,142447,4435069.7
16,2021-05-20,GDEA,39.91,39.8,40.07,39.8,-0.11,-0.28,2526,100543
17,2021-05-19,GDEA,40.44,39.91,40.1,39.8,-0.53,-1.31,475492,16458849.84
18,2021-05-18,GDEA,40.15,40.44,41.39,39.8,0.29,0.72,2351982,85565381.08
19,2021-05-17,GDEA,40.17,40.15,40.88,38.6,-0.02,-0.05,678341,25429232.09
20,2021-05-14,GDEA,40.02,40.17,42.99,39.79,0.15,0.37,634996,22264486.47
21,2021-05-13,GDEA,39.67,40.02,43,39.61,0.35,0.88,64061,2563474.41
22,2021-05-12,GDEA,39.57,39.67,39.99,39.51,0.1,0.25,371201,14724258.13
23,2021-05-11,GDEA,39.42,39.57,39.6,39.48,0.15,0.38,121783,4765723.88
24,2021-05-10,GDEA,39.17,39.42,39.9,39.17,0.25,0.64,148800,5866045.24
25,2021-05-07,GDEA,39.16,39.17,39.39,38.31,0.01,0.03,262703,10587767.53
26,2021-05-06,GDEA,38.26,39.16,39.35,39.1,0.9,2.35,108142,3888848.72
27,2021-04-30,GDEA,38.62,38.26,39.5,38,-0.36,-0.93,151804,5807388.97
28,2021-04-29,GDEA,38.69,38.62,39.49,37.81,-0.07,-0.18,63117,2437415.48
29,2021-04-28,GDEA,38.95,38.69,39.72,38.4,-0.26,-0.67,64712,2510649.96
30,2021-04-27,GDEA,38.78,38.95,39.67,37.1,0.17,0.44,19411,756035.4
31,2021-04-26,GDEA,38.7,38.78,39.98,38.5,0.08,0.21,129601,4297873.47
32,2021-04-23,GDEA,37.57,38.7,40,37.1,1.13,3.01,25574,989738.48
33,2021-04-22,GDEA,37.2,37.57,37.96,36,0.37,0.99,124842,4732822.47
34,2021-04-21,GDEA,37.13,37.2,39.88,37,0.07,0.19,39218,1464267.53
35,2021-04-20,GDEA,37.19,37.13,37.49,37,-0.06,-0.16,32745,1217513.25
36,2021-04-19,GDEA,37.18,37.19,37.6,36.91,0.01,0.03,40408,1502639.07
37,2021-04-16,GDEA,37,37.18,37.9,35.66,0.18,0.49,36109,1345204.73
38,2021-04-15,GDEA,36.99,37,37.95,35.5,0.01,0.03,70780,2623329.18
39,2021-04-14,GDEA,36.94,36.99,37.1,36.5,0.05,0.14,15023,555648.9
40,2021-04-13,GDEA,36.69,36.94,37,36.5,0.25,0.68,25300,934556.98
41,2021-04-12,GDEA,36.65,36.69,37.11,34.22,0.04,0.11,125148,4590942.42
42,2021-04-09,GDEA,37.09,36.65,37.48,34,-0.44,-1.19,196028,6513499.16
43,2021-04-08,GDEA,36.74,37.09,37.49,34.5,0.35,0.95,176739,5792335.52
44,2021-04-07,GDEA,36.75,36.74,36.9,34.5,-0.01,-0.03,715244,19678974.39
45,2021-04-06,GDEA,37.51,36.75,37.78,34,-0.76,-2.03,197533,6365152.33
46,2021-04-02,GDEA,37.56,37.51,37.8,37.27,-0.05,-0.13,14024,526007.94
47,2021-04-01,GDEA,36.28,37.56,37.9,33.6,1.28,3.53,4615,170158.15
48,2021-03-31,GDEA,36.27,36.28,38.66,34,0.01,0.03,204015,6605155.63
49,2021-03-30,GDEA,36.73,36.27,40,36,-0.46,-1.25,222700,7737041.13
50,2021-03-29,GDEA,36.85,36.73,36.95,36.5,-0.12,-0.33,252489,7091408.87
51,2021-03-26,GDEA,36.6,36.85,36.99,36.7,0.25,0.68,131310,3423068.17
52,2021-03-25,GDEA,36.48,36.6,36.79,35.1,0.12,0.33,1500,54447.05
53,2021-03-24,GDEA,36.41,36.48,36.8,33,0.07,0.19,137642,4145213.18
54,2021-03-23,GDEA,36.06,36.41,36.5,33,0.35,0.97,55857,2032466.32
55,2021-03-22,GDEA,35.53,36.06,36.15,32.55,0.53,1.49,4977,177908.27
56,2021-03-19,GDEA,35.01,35.53,35.9,35.4,0.52,1.49,107829,3728167.71
57,2021-03-18,GDEA,35.01,35.01,35.44,35,0,0,213610,5728785.2
58,2021-03-17,GDEA,35.28,35.01,35.28,33.1,-0.27,-0.77,8230,286204.42
59,2021-03-16,GDEA,35.06,35.28,35.79,35,0.22,0.63,650,22933
60,2021-03-15,GDEA,35.24,35.06,35.78,32,-0.18,-0.51,24919,873345.9
61,2021-03-12,GDEA,35.41,35.24,35.65,32.66,-0.17,-0.48,17513,615672.95
62,2021-03-11,GDEA,35.47,35.41,35.98,35.22,-0.06,-0.17,11913,421848.6
63,2021-03-10,GDEA,35.5,35.47,35.98,32,-0.03,-0.08,163210,4666506.19
64,2021-03-09,GDEA,35.27,35.5,35.86,33.01,0.23,0.65,12321,436174.9
65,2021-03-08,GDEA,33.9,35.27,35.5,30.88,1.37,4.04,9706,333525.14
66,2021-03-05,GDEA,32.99,33.9,34.5,29.88,0.91,2.76,12668,427679.31
67,2021-03-04,GDEA,32.46,32.99,33.32,31.01,0.53,1.63,3920,128530.08
68,2021-03-03,GDEA,31.6,32.46,32.5,28.44,0.86,2.72,2753,87582.81
69,2021-03-02,GDEA,32.12,31.6,32.08,29,-0.52,-1.62,303472,9108558.42
70,2021-03-01,GDEA,31.99,32.12,32.12,29,0.13,0.41,1244,38572
71,2021-02-26,GDEA,32.18,31.99,32.15,29.11,-0.19,-0.59,2420,76254.13
72,2021-02-25,GDEA,31.82,32.18,32.19,28.88,0.36,1.13,860,26210.87
73,2021-02-24,GDEA,32.09,31.82,32.19,31.01,-0.27,-0.84,3695,117572.17
74,2021-02-23,GDEA,32.17,32.09,32.09,29,-0.08,-0.25,650,19498
75,2021-02-22,GDEA,32.27,32.17,32.25,29.11,-0.1,-0.31,150970,5129858.9
76,2021-02-19,GDEA,31.99,32.27,32.28,29,0.28,0.88,854,26108
77,2021-02-18,GDEA,32.28,31.99,32,30.1,-0.29,-0.9,857,26576.4
78,2021-02-10,GDEA,32.25,32.28,32.5,32.2,0.03,0.09,3004,96966.8
79,2021-02-09,GDEA,30.93,32.25,32.25,28,1.32,4.27,849,25492.95
80,2021-02-08,GDEA,30.85,30.93,32.48,28.1,0.08,0.26,210561,6925599.99
81,2021-02-05,GDEA,30.64,30.85,32.18,28,0.21,0.69,212541,7385585.27
82,2021-02-04,GDEA,31.01,30.64,32.46,28.1,-0.37,-1.19,9341,285402.57
83,2021-02-03,GDEA,31.16,31.01,32.22,29.11,-0.15,-0.48,18503,573034.8
84,2021-02-02,GDEA,31.05,31.16,33.88,28.1,0.11,0.35,28050,872771.85
85,2021-02-01,GDEA,31.35,31.05,31.99,28.66,-0.3,-0.96,39320,1219754.38
86,2021-01-29,GDEA,31.35,31.35,34.33,28.5,0,0,22908,717243.55
87,2021-01-28,GDEA,31.02,31.35,31.98,31.29,0.33,1.06,4401,137951.3
88,2021-01-27,GDEA,31.28,31.02,32,28.5,-0.26,-0.83,37696,1167492.8
89,2021-01-26,GDEA,31.9,31.28,31.88,29,-0.62,-1.94,2500,77280.21
90,2021-01-25,GDEA,31.82,31.9,32,28.88,0.08,0.25,1170,35983.87
91,2021-01-22,GDEA,31.56,31.82,31.99,28.55,0.26,0.82,4480,140913.65
92,2021-01-21,GDEA,31.65,31.56,31.77,29,-0.09,-0.28,1380,41759.51
93,2021-01-20,GDEA,31.1,31.65,31.99,31.48,0.55,1.77,1049,33205.01
94,2021-01-19,GDEA,30.48,31.1,31.49,29.11,0.62,2.03,1919,58879.81
95,2021-01-18,GDEA,30.41,30.48,30.5,28.11,0.07,0.23,1618,48263.84
96,2021-01-15,GDEA,30.46,30.41,30.45,28.1,-0.05,-0.16,1839,55006.1
97,2021-01-14,GDEA,30.1,30.46,30.48,28,0.36,1.2,954,27968
98,2021-01-13,GDEA,28.91,30.1,30.38,28.66,1.19,4.12,1001,29556
99,2021-01-12,GDEA,30.49,28.91,30.5,27.55,-1.58,-5.18,155348,4490496.26
100,2021-01-11,GDEA,29.47,30.49,31.99,27,1.02,3.46,83665,2549113.1
101,2021-01-08,GDEA,29.04,29.47,29.5,28,0.43,1.48,281705,6931831.45
102,2021-01-07,GDEA,29.69,29.04,29.66,28.45,-0.65,-2.19,309975,7676966
103,2021-01-06,GDEA,28.41,29.69,31.2,26,1.28,4.51,1488,42128.6
104,2021-01-05,GDEA,27.94,28.41,28.66,26,0.47,1.68,12809,362587.14
105,2021-01-04,GDEA,28.41,27.94,28.86,26,-0.47,-1.65,22155,617880
106,2020-12-31,GDEA,28.37,28.41,28.89,26,0.04,0.14,565105,15834782.89
107,2020-12-30,GDEA,28.24,28.37,28.87,28.36,0.13,0.46,21968,623271.56
108,2020-12-29,GDEA,28.88,28.24,28.87,26.5,-0.64,-2.22,13361,376389.07
109,2020-12-28,GDEA,28.85,28.88,28.88,26.4,0.03,0.1,1050,28960
110,2020-12-25,GDEA,28.39,28.85,28.88,26,0.46,1.62,309044,8448852
111,2020-12-24,GDEA,28.16,28.39,28.78,26.66,0.23,0.82,442407,10676739.91
112,2020-12-23,GDEA,28.34,28.16,28.77,26,-0.18,-0.64,49956,1405806.6
113,2020-12-22,GDEA,28.26,28.34,28.96,26.3,0.08,0.28,11576,326900.1
114,2020-12-21,GDEA,28.36,28.26,28.98,26.33,-0.1,-0.35,10945,308409.16
115,2020-12-18,GDEA,28.45,28.36,28.99,26,-0.09,-0.32,55912,1584539.34
116,2020-12-17,GDEA,28.44,28.45,28.98,26.2,0.01,0.04,134120,3589437.03
117,2020-12-16,GDEA,28.29,28.44,28.98,27.02,0.15,0.53,126500,3503600
118,2020-12-15,GDEA,28.38,28.29,28.8,26,-0.09,-0.32,126719,3374268.93
119,2020-12-14,GDEA,28.44,28.38,28.99,26,-0.06,-0.21,173811,4712879.17
120,2020-12-11,GDEA,28.38,28.44,28.98,26,0.06,0.21,556122,12647768.63
121,2020-12-10,GDEA,28.37,28.38,28.78,28.02,0.01,0.04,17717,287416.12
122,2020-12-09,GDEA,28.17,28.37,28.77,27.5,0.2,0.71,32708,927463
123,2020-12-08,GDEA,28.09,28.17,28.55,26,0.08,0.28,24192,680292.96
124,2020-12-07,GDEA,28.19,28.09,28.87,27.78,-0.1,-0.35,89672,2518468.48
125,2020-12-04,GDEA,27.85,28.19,28.45,28.01,0.34,1.22,42310,1192785.8
126,2020-12-03,GDEA,28,27.85,28.55,27.5,-0.15,-0.54,57295,1610642.52
127,2020-12-02,GDEA,27.71,28,28,28,0.29,1.05,171000,4278000
128,2020-12-01,GDEA,27.47,27.71,27.8,27.5,0.24,0.87,83066,2301915.15
129,2020-11-30,GDEA,27.8,27.47,28.04,27.36,-0.33,-1.19,307527,8721889.1
130,2020-11-29,GDEA,28.08,27.8,27.8,26,-0.28,-1,2144,59344
131,2020-11-28,GDEA,28.17,28.08,30.99,27.8,-0.09,-0.32,229922,6821235.92
132,2020-11-27,GDEA,28.11,28.17,28.49,27.85,0.06,0.21,662683,19698231.97
133,2020-11-26,GDEA,28.15,28.11,28.5,27.32,-0.04,-0.14,1397844,38768971.83
134,2020-11-25,GDEA,28.22,28.15,28.48,26.5,-0.07,-0.25,519168,13511054.95
135,2020-11-24,GDEA,28.09,28.22,28.49,27.9,0.13,0.46,486954,12734115.52
136,2020-11-23,GDEA,27.99,28.09,28.28,27.8,0.1,0.36,325622,9567469.04
137,2020-11-22,GDEA,27.97,27.99,30.03,25.59,0.02,0.07,72000,2069523
138,2020-11-21,GDEA,27.98,27.97,28.09,27.52,-0.01,-0.04,192088,5372020.92
139,2020-11-20,GDEA,27.89,27.98,28.77,25.1,0.09,0.32,523966,14039839.92
140,2020-11-19,GDEA,28.19,27.89,28.17,27.79,-0.3,-1.06,930225,24610870.58
141,2020-11-18,GDEA,28.02,28.19,28.25,27.3,0.17,0.61,30981,872914.41
142,2020-11-17,GDEA,27.92,28.02,28.03,27.51,0.1,0.36,70488,1974788
143,2020-11-16,GDEA,28.06,27.92,28.02,26,-0.14,-0.5,317731,9347511.19
144,2020-11-15,GDEA,27.8,28.06,28.06,26.88,0.26,0.94,1166,31932.08
145,2020-11-14,GDEA,27.79,27.8,28.08,27.8,0.01,0.04,20687,575285.08
146,2020-11-13,GDEA,27.79,27.79,27.92,26.7,0,0,129220,3591004.07
147,2020-11-12,GDEA,27.83,27.79,27.91,27.5,-0.04,-0.14,134996,3758823.66
148,2020-11-11,GDEA,27.39,27.83,27.9,26.88,0.44,1.61,92555,2562974.95
149,2020-11-10,GDEA,27.49,27.39,27.9,26.8,-0.1,-0.36,31800,870913
150,2020-11-09,GDEA,27.4,27.49,27.88,26.9,0.09,0.33,55812,1567009.2
151,2020-11-06,GDEA,27.68,27.4,27.89,27.23,-0.28,-1.01,2475,67813.07
152,2020-11-05,GDEA,27.21,27.68,27.89,27.55,0.47,1.73,6020,166625
153,2020-11-04,GDEA,27.89,27.21,27.21,27.21,-0.68,-2.44,1000,27210
154,2020-11-03,GDEA,27.81,27.89,27.89,27.89,0.08,0.29,999,27862.11
155,2020-11-02,GDEA,27.47,27.81,28,27.21,0.34,1.24,196359,5459788.51
156,2020-10-30,GDEA,27.49,27.47,27.5,27.21,-0.02,-0.07,1939,53258.12
157,2020-10-29,GDEA,27.34,27.49,27.5,27.36,0.15,0.55,13278,364987.5
158,2020-10-28,GDEA,27.21,27.34,27.9,27.21,0.13,0.48,12540,342822.4
159,2020-10-27,GDEA,27.5,27.21,27.9,26,-0.29,-1.05,51304,1335480.13
160,2020-10-26,GDEA,27.5,27.5,27.89,27.5,0,0,38083,1047434.89
161,2020-10-23,GDEA,27.88,27.5,27.9,27.11,-0.38,-1.36,166163,4569548.4
162,2020-10-22,GDEA,27.48,27.88,27.88,27.88,0.4,1.46,200388,5067817.44
163,2020-10-21,GDEA,27.89,27.48,27.9,27.11,-0.41,-1.47,168494,4630328.76
164,2020-10-20,GDEA,27.22,27.89,27.9,27.88,0.67,2.46,102647,3087728.74
165,2020-10-19,GDEA,27.78,27.22,27.9,27.11,-0.56,-2.02,315654,7915710.94
166,2020-10-16,GDEA,27.11,27.78,27.78,27.78,0.67,2.47,363998,8930671.64
167,2020-10-15,GDEA,27.45,27.11,27.68,27.02,-0.34,-1.24,41321,1120320.48
168,2020-10-14,GDEA,28.42,27.45,27.9,27.06,-0.97,-3.41,147142,4039261.29
169,2020-10-13,GDEA,27.84,28.42,28.5,27.02,0.58,2.08,321342,8150664.9
170,2020-10-12,GDEA,27.24,27.84,27.99,27.01,0.6,2.2,119170,3317553.09
171,2020-10-09,GDEA,27.53,27.24,28.08,25,-0.29,-1.05,435702,11165113.24
172,2020-09-30,GDEA,27.84,27.53,27.98,27.02,-0.31,-1.11,481,13241.66
173,2020-09-29,GDEA,27.5,27.84,27.99,27.22,0.34,1.24,353641,10061993.62
174,2020-09-28,GDEA,27.97,27.5,30.3,27.02,-0.47,-1.68,266122,6696546.74
175,2020-09-25,GDEA,27.41,27.97,28.19,27.7,0.56,2.04,115573,3233111.87
176,2020-09-24,GDEA,27.99,27.41,27.99,27.41,-0.58,-2.07,97618,2675719.82
177,2020-09-23,GDEA,27.31,27.99,27.99,27.46,0.68,2.49,98532,2757787.12
178,2020-09-22,GDEA,27.89,27.31,27.99,27.31,-0.58,-2.08,90298,2466178.82
179,2020-09-21,GDEA,27.57,27.89,27.93,27.7,0.32,1.16,116888,3260171.51
180,2020-09-18,GDEA,28,27.57,28,27.55,-0.43,-1.54,214004,5782330.39
181,2020-09-17,GDEA,27.67,28,28.03,27.15,0.33,1.19,106273,2975892.1
182,2020-09-16,GDEA,28.01,27.67,28.06,27.6,-0.34,-1.21,115047,3183868.96
183,2020-09-15,GDEA,27.35,28.01,28.12,27.7,0.66,2.41,138365,3875170.26
184,2020-09-14,GDEA,28.05,27.35,28.08,27.1,-0.7,-2.5,122134,3340397.22
185,2020-09-11,GDEA,27.87,28.05,28.12,27.8,0.18,0.65,114991,3225804.6
186,2020-09-10,GDEA,27.86,27.87,28,27.5,0.01,0.04,8863,246981.6
187,2020-09-09,GDEA,27.54,27.86,27.99,27.52,0.32,1.16,38791,1080766.09
188,2020-09-08,GDEA,27.81,27.54,28.18,25.06,-0.27,-0.97,67679,1863576.77
189,2020-09-07,GDEA,27.7,27.81,28.2,27.22,0.11,0.4,33501,931802.2
190,2020-09-04,GDEA,27.81,27.7,28,27.7,-0.11,-0.4,10001,277028
191,2020-09-03,GDEA,27.8,27.81,28.14,27.8,0.01,0.04,10342,287623.88
192,2020-09-02,GDEA,28.09,27.8,28.8,27.8,-0.29,-1.03,115001,3218027.8
193,2020-09-01,GDEA,27.5,28.09,28.09,28.09,0.59,2.15,164000,3843260
194,2020-08-31,GDEA,27.69,27.5,28,27,-0.19,-0.69,225400,5935000
195,2020-08-28,GDEA,27.92,27.69,28.1,27.5,-0.23,-0.82,11001,304633.1
196,2020-08-27,GDEA,27.95,27.92,28.2,25.6,-0.03,-0.11,11451,319688.2
197,2020-08-26,GDEA,28.06,27.95,28.14,27.95,-0.11,-0.39,3212,89781.14
198,2020-08-25,GDEA,28.26,28.06,28.1,28.03,-0.2,-0.71,25903,726870.12
199,2020-08-24,GDEA,28.12,28.26,28.27,28.11,0.14,0.5,210501,6264783.25
200,2020-08-21,GDEA,28.1,28.12,28.45,28.1,0.02,0.07,29736,836087.01
201,2020-08-20,GDEA,28.26,28.1,28.2,28.1,-0.16,-0.57,11010,309382.1
202,2020-08-19,GDEA,28.04,28.26,28.32,28.2,0.22,0.78,20000,565200
203,2020-08-18,GDEA,28.3,28.04,28.33,28.04,-0.26,-0.92,10001,280428.33
204,2020-08-17,GDEA,28.02,28.3,28.39,28.2,0.28,1,20000,565900
205,2020-08-14,GDEA,28.29,28.02,28.2,28.02,-0.27,-0.95,10001,280228.2
206,2020-08-13,GDEA,28,28.29,28.29,28.29,0.29,1.04,110,3111.9
207,2020-08-12,GDEA,28.02,28,28.3,27.99,-0.02,-0.07,22212,621939.52
208,2020-08-11,GDEA,28.14,28.02,28.44,28,-0.12,-0.43,9250,259159
209,2020-08-10,GDEA,28.2,28.14,28.45,28.1,-0.06,-0.21,11570,325609.81
210,2020-08-07,GDEA,28,28.2,28.45,28,0.2,0.71,22284,628455.84
211,2020-08-06,GDEA,28,28,28.47,28,0,0,10301,288441.92
212,2020-08-05,GDEA,27.9,28,28.2,28,0.1,0.36,26101,730829.2
213,2020-08-04,GDEA,28.12,27.9,28.39,27.8,-0.22,-0.78,1412,39391.44
214,2020-08-03,GDEA,28.35,28.12,28.48,27.51,-0.23,-0.81,499531,7252840.58
215,2020-07-31,GDEA,28.02,28.35,28.5,28,0.33,1.18,67701,1919191.5
216,2020-07-30,GDEA,28.36,28.02,28.44,28,-0.34,-1.2,40234,1127166.63
217,2020-07-29,GDEA,28.42,28.36,28.39,28.35,-0.06,-0.21,200117,4603317.67
218,2020-07-28,GDEA,27.81,28.42,28.43,28.4,0.61,2.19,168101,4963910.38
219,2020-07-27,GDEA,28.23,27.81,28.39,27.02,-0.42,-1.49,190,5284.5
220,2020-07-24,GDEA,28.42,28.23,28.5,27.66,-0.19,-0.67,226613,4951386.66
221,2020-07-23,GDEA,28.76,28.42,28.5,28.2,-0.34,-1.18,61300,1810910
222,2020-07-22,GDEA,27.98,28.76,28.76,28.76,0.78,2.79,180,5176.8
223,2020-07-21,GDEA,28.48,27.98,28.17,26.33,-0.5,-1.76,2201,61594.17
224,2020-07-20,GDEA,27.86,28.48,28.48,28.48,0.62,2.23,177,5040.96
225,2020-07-17,GDEA,27.39,27.86,28,27.06,0.47,1.72,13190,367423.28
226,2020-07-16,GDEA,27.05,27.39,27.48,27.39,0.34,1.26,202001,5654807.48
227,2020-07-15,GDEA,27.47,27.05,27.58,25,-0.42,-1.53,52001,1365707.58
228,2020-07-14,GDEA,27.2,27.47,27.5,27.43,0.27,0.99,1101,30242.9
229,2020-07-13,GDEA,27.54,27.2,27.57,26.37,-0.34,-1.23,66442,1852249.36
230,2020-07-10,GDEA,27.42,27.54,27.68,27.49,0.12,0.44,232201,6571884.68
231,2020-07-09,GDEA,27.04,27.42,27.5,27,0.38,1.41,43900,1227560
232,2020-07-08,GDEA,27.09,27.04,27.45,24.9,-0.05,-0.18,53010,1350963.96
233,2020-07-07,GDEA,27.11,27.09,27.7,27.09,-0.02,-0.07,457351,12799100.6
234,2020-07-06,GDEA,27.49,27.11,27.6,26.9,-0.38,-1.38,22061,598145.6
235,2020-07-03,GDEA,27.35,27.49,27.6,27.21,0.14,0.51,27506,756214.55
236,2020-07-02,GDEA,27.6,27.35,27.5,27.26,-0.25,-0.91,24071,658242.5
237,2020-07-01,GDEA,27.55,27.6,27.98,27.26,0.05,0.18,119933,3708924.11
238,2020-06-30,GDEA,27.32,27.55,28.05,26.38,0.23,0.84,162969,5015329.51
239,2020-06-29,GDEA,27.33,27.32,27.99,27.28,-0.01,-0.04,181954,4923124.89
240,2020-06-24,GDEA,27.33,27.33,27.75,27.75,0,0,100001,1706027.75
241,2020-06-23,GDEA,27.49,27.33,27.6,27.3,-0.16,-0.58,182244,4631160.4
242,2020-06-22,GDEA,27.47,27.49,28,27.48,0.02,0.07,274582,7475961.81
243,2020-06-19,GDEA,27.47,27.47,28.09,27.35,0,0,161067,4803985.35
244,2020-06-18,GDEA,27.39,27.47,28.09,27.28,0.08,0.29,160614,4041574.92
245,2020-06-17,GDEA,27.54,27.39,27.99,27.21,-0.15,-0.54,514985,7779872.12
246,2020-06-16,GDEA,27.72,27.54,28.1,25,-0.18,-0.65,277481,8078575.54
247,2020-06-15,GDEA,27.75,27.72,28.85,27.59,-0.03,-0.11,354821,8184194.81
248,2020-06-12,GDEA,27.62,27.75,28.18,27.7,0.13,0.47,155823,4661589.59
249,2020-06-11,GDEA,27.75,27.62,27.8,25,-0.13,-0.47,428652,9025595.1
250,2020-06-10,GDEA,27.77,27.75,27.99,27.6,-0.02,-0.07,64673,1794904.44
251,2020-06-09,GDEA,27.68,27.77,28.1,27.6,0.09,0.33,13025,361713.41
252,2020-06-08,GDEA,28.44,27.68,29.42,27.6,-0.76,-2.67,226137,5857571.34
253,2020-06-05,GDEA,28.1,28.44,29.11,27.72,0.34,1.21,319073,2792497.94
254,2020-06-04,GDEA,28.48,28.1,28.36,27.66,-0.38,-1.33,203629,5846499.64
255,2020-06-03,GDEA,27.22,28.48,29.02,27.75,1.26,4.63,10193,291903.99
256,2020-06-02,GDEA,28.18,27.22,28.13,27.2,-0.96,-3.41,150476,2972457.29
257,2020-06-01,GDEA,28.66,28.18,28.49,27.8,-0.48,-1.67,308070,7545427.19
258,2020-05-29,GDEA,27.85,28.66,29.87,27.88,0.81,2.91,335695,3272876.41
259,2020-05-28,GDEA,28.38,27.85,28.35,27.81,-0.53,-1.87,218755,5294116.52
260,2020-05-27,GDEA,27.99,28.38,29,27.85,0.39,1.39,521296,6774592.76
261,2020-05-26,GDEA,28.67,27.99,29.5,27.41,-0.68,-2.37,31773,889943.74
262,2020-05-25,GDEA,27.75,28.67,30.5,27.8,0.92,3.32,339677,7281681.58
263,2020-05-22,GDEA,28.16,27.75,28.1,27.22,-0.41,-1.46,12603,349763.27
264,2020-05-21,GDEA,27.75,28.16,28.19,27.7,0.41,1.48,8676,244296.36
265,2020-05-20,GDEA,28.49,27.75,28.19,27.51,-0.74,-2.6,34606,960480.54
266,2020-05-19,GDEA,28.28,28.49,29,27.86,0.21,0.74,14348,408794.88
267,2020-05-18,GDEA,28.44,28.28,28.29,27.86,-0.16,-0.56,8504,240459.16
268,2020-05-15,GDEA,28.17,28.44,28.9,27.21,0.27,0.96,312808,8883181.19
269,2020-05-14,GDEA,27.98,28.17,28.9,27.7,0.19,0.68,11289,319428.33
270,2020-05-13,GDEA,27.83,27.98,28,27.51,0.15,0.54,160004,4479873.5
271,2020-05-12,GDEA,28.09,27.83,28.8,27.35,-0.26,-0.93,15551,432838.32
272,2020-05-11,GDEA,28.09,28.09,28.28,27.35,0,0,10032,281836.77
273,2020-05-08,GDEA,28.21,28.09,28.65,27.52,-0.12,-0.43,13159,369902.05
274,2020-05-07,GDEA,28.32,28.21,28.43,27.5,-0.11,-0.39,12382,349244.64
275,2020-05-06,GDEA,27.9,28.32,28.39,27.82,0.42,1.51,5694,161271.96
276,2020-04-30,GDEA,28.14,27.9,28.48,27.6,-0.24,-0.85,26627,743852.44
277,2020-04-29,GDEA,27.99,28.14,28.45,27.31,0.15,0.54,18001,506620.06
278,2020-04-28,GDEA,28.36,27.99,28.3,27.5,-0.37,-1.3,459917,13476667.94
279,2020-04-27,GDEA,28.22,28.36,28.99,27.5,0.14,0.5,16816,478811.36
280,2020-04-24,GDEA,28.03,28.22,28.87,27.19,0.19,0.68,17041,480899.23
281,2020-04-23,GDEA,28.38,28.03,28.95,26.55,-0.35,-1.23,20496,574777.34
282,2020-04-22,GDEA,27.88,28.38,28.99,25.88,0.5,1.79,9859,279880.26
283,2020-04-21,GDEA,27.61,27.88,28.99,27.51,0.27,0.98,211550,4922309.22
284,2020-04-20,GDEA,28.24,27.61,28.49,27.4,-0.63,-2.23,321961,8316379.3
285,2020-04-17,GDEA,28.66,28.24,30,28.01,-0.42,-1.47,260059,6037994.81
286,2020-04-16,GDEA,28.48,28.66,28.99,28.05,0.18,0.63,255722,6589013.69
287,2020-04-15,GDEA,28.38,28.48,29,28.01,0.1,0.35,506360,12757160.9
288,2020-04-14,GDEA,28.86,28.38,29.88,28.32,-0.48,-1.66,694712,15073360.52
289,2020-04-13,GDEA,29.01,28.86,29.8,28.31,-0.15,-0.52,1875,54113.04
290,2020-04-10,GDEA,29.3,29.01,29.95,28.9,-0.29,-0.99,157944,3980483.62
291,2020-04-09,GDEA,29.45,29.3,29.98,29.21,-0.15,-0.51,37584,1101208.39
292,2020-04-08,GDEA,29.38,29.45,30.65,29.36,0.07,0.24,3003,91059.25
293,2020-04-07,GDEA,29.33,29.38,30.65,28,0.05,0.17,45589,1339729.23
294,2020-04-03,GDEA,29.41,29.33,30.3,29.21,-0.08,-0.27,325065,3885558
295,2020-04-02,GDEA,29.35,29.41,30,28.66,0.06,0.2,35495,1043761.63
296,2020-04-01,GDEA,29.58,29.35,30.25,29.2,-0.23,-0.78,338482,5667549
297,2020-03-31,GDEA,29.52,29.58,31,29.3,0.06,0.2,218346,6548406.08
298,2020-03-30,GDEA,29.69,29.52,30.6,29.4,-0.17,-0.57,113645,3603624.36
