,Unnamed: 0,Date,Trading Index,Open Price,Settlement Price (yuan/ton),Highest Price,Lowest Price,Price Change,Return,Settlement Volume (ton),Turnover (yuan)
69,69,2021-03-02,GDEA,32.12,31.6,32.08,29.0,-0.52,-0.016200000000000003,303472,9108558.42
68,68,2021-03-03,GDEA,31.6,32.46,32.5,28.44,0.86,0.027200000000000002,2753,87582.81
67,67,2021-03-04,GDEA,32.46,32.99,33.32,31.01,0.53,0.0163,3920,128530.08
66,66,2021-03-05,GDEA,32.99,33.9,34.5,29.88,0.91,0.0276,12668,427679.31
65,65,2021-03-08,GDEA,33.9,35.27,35.5,30.88,1.37,0.0404,9706,333525.14
64,64,2021-03-09,GDEA,35.27,35.5,35.86,33.01,0.23,0.006500000000000001,12321,436174.9
63,63,2021-03-10,GDEA,35.5,35.47,35.98,32.0,-0.03,-0.0008,163210,4666506.19
62,62,2021-03-11,GDEA,35.47,35.41,35.98,35.22,-0.06,-0.0017000000000000001,11913,421848.6
61,61,2021-03-12,GDEA,35.41,35.24,35.65,32.66,-0.17,-0.0048,17513,615672.95
60,60,2021-03-15,GDEA,35.24,35.06,35.78,32.0,-0.18,-0.0051,24919,873345.9
59,59,2021-03-16,GDEA,35.06,35.28,35.79,35.0,0.22,0.0063,650,22933.0
58,58,2021-03-17,GDEA,35.28,35.01,35.28,33.1,-0.27,-0.0077,8230,286204.42
57,57,2021-03-18,GDEA,35.01,35.01,35.44,35.0,0.0,0.0,213610,5728785.2
56,56,2021-03-19,GDEA,35.01,35.53,35.9,35.4,0.52,0.0149,107829,3728167.71
55,55,2021-03-22,GDEA,35.53,36.06,36.15,32.55,0.53,0.0149,4977,177908.27
54,54,2021-03-23,GDEA,36.06,36.41,36.5,33.0,0.35,0.0097,55857,2032466.32
53,53,2021-03-24,GDEA,36.41,36.48,36.8,33.0,0.07,0.0019,137642,4145213.18
52,52,2021-03-25,GDEA,36.48,36.6,36.79,35.1,0.12,0.0033000000000000004,1500,54447.05
51,51,2021-03-26,GDEA,36.6,36.85,36.99,36.7,0.25,0.0068000000000000005,131310,3423068.17
50,50,2021-03-29,GDEA,36.85,36.73,36.95,36.5,-0.12,-0.0033000000000000004,252489,7091408.87
49,49,2021-03-30,GDEA,36.73,36.27,40.0,36.0,-0.46,-0.0125,222700,7737041.13
48,48,2021-03-31,GDEA,36.27,36.28,38.66,34.0,0.01,0.0003,204015,6605155.63
47,47,2021-04-01,GDEA,36.28,37.56,37.9,33.6,1.28,0.0353,4615,170158.15
46,46,2021-04-02,GDEA,37.56,37.51,37.8,37.27,-0.05,-0.0013000000000000002,14024,526007.94
45,45,2021-04-06,GDEA,37.51,36.75,37.78,34.0,-0.76,-0.0203,197533,6365152.33
44,44,2021-04-07,GDEA,36.75,36.74,36.9,34.5,-0.01,-0.0003,715244,19678974.39
43,43,2021-04-08,GDEA,36.74,37.09,37.49,34.5,0.35,0.0095,176739,5792335.52
42,42,2021-04-09,GDEA,37.09,36.65,37.48,34.0,-0.44,-0.011899999999999999,196028,6513499.16
41,41,2021-04-12,GDEA,36.65,36.69,37.11,34.22,0.04,0.0011,125148,4590942.42
40,40,2021-04-13,GDEA,36.69,36.94,37.0,36.5,0.25,0.0068000000000000005,25300,934556.98
39,39,2021-04-14,GDEA,36.94,36.99,37.1,36.5,0.05,0.0014000000000000002,15023,555648.9
38,38,2021-04-15,GDEA,36.99,37.0,37.95,35.5,0.01,0.0003,70780,2623329.18
37,37,2021-04-16,GDEA,37.0,37.18,37.9,35.66,0.18,0.0049,36109,1345204.73
36,36,2021-04-19,GDEA,37.18,37.19,37.6,36.91,0.01,0.0003,40408,1502639.07
35,35,2021-04-20,GDEA,37.19,37.13,37.49,37.0,-0.06,-0.0016,32745,1217513.25
34,34,2021-04-21,GDEA,37.13,37.2,39.88,37.0,0.07,0.0019,39218,1464267.53
33,33,2021-04-22,GDEA,37.2,37.57,37.96,36.0,0.37,0.0099,124842,4732822.47
32,32,2021-04-23,GDEA,37.57,38.7,40.0,37.1,1.13,0.0301,25574,989738.48
31,31,2021-04-26,GDEA,38.7,38.78,39.98,38.5,0.08,0.0021,129601,4297873.47
30,30,2021-04-27,GDEA,38.78,38.95,39.67,37.1,0.17,0.0044,19411,756035.4
29,29,2021-04-28,GDEA,38.95,38.69,39.72,38.4,-0.26,-0.0067,64712,2510649.96
28,28,2021-04-29,GDEA,38.69,38.62,39.49,37.81,-0.07,-0.0018,63117,2437415.48
27,27,2021-04-30,GDEA,38.62,38.26,39.5,38.0,-0.36,-0.009300000000000001,151804,5807388.97
26,26,2021-05-06,GDEA,38.26,39.16,39.35,39.1,0.9,0.0235,108142,3888848.72
25,25,2021-05-07,GDEA,39.16,39.17,39.39,38.31,0.01,0.0003,262703,10587767.53
24,24,2021-05-10,GDEA,39.17,39.42,39.9,39.17,0.25,0.0064,148800,5866045.24
23,23,2021-05-11,GDEA,39.42,39.57,39.6,39.48,0.15,0.0038,121783,4765723.88
22,22,2021-05-12,GDEA,39.57,39.67,39.99,39.51,0.1,0.0025,371201,14724258.13
21,21,2021-05-13,GDEA,39.67,40.02,43.0,39.61,0.35,0.0088,64061,2563474.41
20,20,2021-05-14,GDEA,40.02,40.17,42.99,39.79,0.15,0.0037,634996,22264486.47
19,19,2021-05-17,GDEA,40.17,40.15,40.88,38.6,-0.02,-0.0005,678341,25429232.09
18,18,2021-05-18,GDEA,40.15,40.44,41.39,39.8,0.29,0.0072,2351982,85565381.08
17,17,2021-05-19,GDEA,40.44,39.91,40.1,39.8,-0.53,-0.0131,475492,16458849.84
16,16,2021-05-20,GDEA,39.91,39.8,40.07,39.8,-0.11,-0.0028000000000000004,2526,100543.0
15,15,2021-05-21,GDEA,39.8,39.66,41.38,38.39,-0.14,-0.0034999999999999996,142447,4435069.7
14,14,2021-05-24,GDEA,39.66,40.26,40.9,39.61,0.6,0.0151,118463,3519312.06
13,13,2021-05-25,GDEA,40.26,40.01,40.3,39.91,-0.25,-0.0062,3973,158960.47
12,12,2021-05-26,GDEA,40.01,39.49,41.5,39.25,-0.52,-0.013000000000000001,439714,13059605.67
11,11,2021-05-27,GDEA,39.49,39.44,43.3,39.4,-0.05,-0.0013000000000000002,785842,30327208.28
10,10,2021-05-28,GDEA,39.44,41.08,42.55,39.01,1.64,0.041600000000000005,311379,11804989.35
9,9,2021-05-31,GDEA,41.08,39.44,39.8,39.3,-1.64,-0.039900000000000005,55492,2188677.39
8,8,2021-06-01,GDEA,39.44,39.47,39.9,39.3,0.03,0.0008,59595,2352316.09
7,7,2021-06-02,GDEA,39.47,39.6,41.6,38.82,0.13,0.0033000000000000004,243476,9529625.88
6,6,2021-06-03,GDEA,39.6,40.07,41.6,39.38,0.47,0.011899999999999999,126206,5072611.51
5,5,2021-06-04,GDEA,40.07,39.53,41.0,39.31,-0.54,-0.013500000000000002,599514,24354108.44
4,4,2021-06-07,GDEA,39.53,39.57,40.75,39.55,0.04,0.001,149507,6100080.18
3,3,2021-06-08,GDEA,39.57,39.55,40.78,39.51,-0.02,-0.0005,173012,6989721.8
2,2,2021-06-09,GDEA,39.55,39.95,41.44,39.68,0.4,0.0101,51961,2075630.22
1,1,2021-06-10,GDEA,39.95,40.43,40.9,40.0,0.48,0.012,185317,5314462.49
0,0,2021-06-11,GDEA,40.43,39.98,41.94,39.92,-0.45,-0.0111,243019,9818315.43
