,Unnamed: 0,Date,Trading Index,Open Price,Settlement Price (yuan/ton),Highest Price,Lowest Price,Price Change,Return,Settlement Volume (ton),Turnover (yuan)
1514,1514,2014-05-04,GDEA,70.88,68.2,68.2,68.2,-2.68,-0.0378,15,1023.0
1513,1513,2014-05-05,GDEA,68.2,66.8,66.8,66.8,-1.4,-0.020499999999999997,18,1202.4
1512,1512,2014-05-08,GDEA,66.8,62.1,62.1,62.1,-4.7,-0.0704,16,993.6
1511,1511,2014-05-09,GDEA,62.1,65.12,65.12,65.12,3.02,0.048600000000000004,12,781.44
1510,1510,2014-05-14,GDEA,65.12,67.8,67.8,67.8,2.68,0.0412,14,949.2
1509,1509,2014-05-15,GDEA,67.8,69.5,69.5,69.5,1.7,0.025099999999999997,8,556.0
1508,1508,2014-05-16,GDEA,69.5,71.2,71.2,71.2,1.7,0.0245,7,498.4
1507,1507,2014-05-19,GDEA,71.2,74.6,74.6,74.6,3.4,0.0478,5,373.0
1506,1506,2014-05-20,GDEA,74.6,77.0,77.0,77.0,2.4,0.0322,4,308.0
1505,1505,2014-05-21,GDEA,77.0,74.7,74.7,74.7,-2.3,-0.029900000000000003,5,373.5
1504,1504,2014-05-22,GDEA,74.7,73.0,73.0,73.0,-1.7,-0.022799999999999997,5,365.0
1503,1503,2014-05-23,GDEA,73.0,70.02,70.02,70.02,-2.98,-0.0408,6,420.12
1502,1502,2014-05-28,GDEA,70.02,63.02,63.02,63.02,-7.0,-0.1,7,441.14
1501,1501,2014-05-29,GDEA,63.02,65.18,65.18,65.18,2.16,0.034300000000000004,5,325.9
1500,1500,2014-05-30,GDEA,65.18,61.18,61.18,61.18,-4.0,-0.061399999999999996,5,305.9
1499,1499,2014-06-03,GDEA,61.18,63.5,63.5,63.5,2.32,0.0379,6,381.0
1498,1498,2014-06-05,GDEA,63.5,66.38,68.6,60.0,2.88,0.0454,188050,11284047.68
1497,1497,2014-06-06,GDEA,66.33,68.5,68.5,60.0,2.17,0.0327,90007,5400479.5
1496,1496,2014-06-09,GDEA,68.5,62.5,62.5,62.5,-6.0,-0.0876,6,375.0
1495,1495,2014-06-10,GDEA,62.5,63.5,63.5,63.5,1.0,0.016,172600,10356017.5
1494,1494,2014-06-11,GDEA,63.5,65.16,65.16,65.16,1.66,0.026099999999999998,7,456.12
1493,1493,2014-06-13,GDEA,65.16,66.82,66.82,66.82,1.66,0.0255,5,334.1
1492,1492,2014-06-16,GDEA,66.82,63.32,64.9,60.18,-3.5,-0.0524,15,949.78
1491,1491,2014-06-17,GDEA,63.32,60.28,62.3,60.0,-3.04,-0.048,66,3978.8
1490,1490,2014-06-18,GDEA,60.28,60.22,64.68,60.2,-0.06,-0.001,1005,60523.4
1489,1489,2014-06-19,GDEA,60.22,63.0,63.0,63.0,2.78,0.046200000000000005,6,378.0
1488,1488,2014-06-20,GDEA,63.0,63.51,63.51,63.51,0.51,0.008100000000000001,5,317.55
1487,1487,2014-06-23,GDEA,63.51,65.35,65.35,65.35,1.84,0.028999999999999998,4,261.4
1486,1486,2014-06-24,GDEA,65.35,67.52,67.52,67.52,2.17,0.0332,5,337.6
1485,1485,2014-06-25,GDEA,67.52,68.66,68.66,68.66,1.14,0.0169,5,343.3
1484,1484,2014-06-26,GDEA,68.66,71.0,71.0,71.0,2.34,0.034100000000000005,4,284.0
1483,1483,2014-06-27,GDEA,71.0,68.0,72.0,64.0,-3.0,-0.042300000000000004,6,408.0
1482,1482,2014-06-30,GDEA,68.0,62.41,64.43,61.2,-5.59,-0.08220000000000001,8,499.29
1481,1481,2014-07-01,GDEA,62.41,58.0,68.65,58.0,-4.41,-0.0707,2776,161018.65
1480,1480,2014-07-02,GDEA,58.0,59.54,60.0,58.0,1.54,0.026600000000000002,4077,242726.0
1479,1479,2014-07-03,GDEA,59.54,61.58,65.2,58.0,2.04,0.034300000000000004,4,246.3
1478,1478,2014-07-04,GDEA,61.58,67.68,67.73,58.0,6.1,0.09910000000000001,94,5558.47
1477,1477,2014-07-07,GDEA,67.68,60.91,60.91,60.91,-6.77,-0.1,2,121.82
1476,1476,2014-07-08,GDEA,60.91,57.88,60.05,54.82,-3.03,-0.0497,72523,4197716.8
1475,1475,2014-07-09,GDEA,57.88,55.0,60.0,54.0,-2.88,-0.049800000000000004,42838,2570230.0
1474,1474,2014-07-10,GDEA,55.0,50.6,60.0,50.0,-4.4,-0.08,44270,2654436.5
1473,1473,2014-07-11,GDEA,50.6,46.5,55.0,45.55,-4.1,-0.081,104112,5258883.0
1472,1472,2014-07-12,GDEA,46.5,46.02,51.1,41.85,-0.48,-0.0103,112233,5009031.1
1471,1471,2014-07-13,GDEA,46.02,50.5,50.6,46.0,4.48,0.09730000000000001,102508,4727627.0
1470,1470,2014-07-14,GDEA,50.5,46.0,46.0,46.0,-4.5,-0.0891,30869,1419974.0
1469,1469,2014-07-15,GDEA,46.0,44.99,45.0,41.5,-1.01,-0.022000000000000002,97008,4364501.0
1468,1468,2014-07-16,GDEA,44.99,44.35,45.3,42.0,-0.64,-0.014199999999999999,1402,62184.0
1467,1467,2014-07-18,GDEA,44.35,44.14,45.2,42.0,-0.21,-0.0047,631,27854.7
1466,1466,2014-07-23,GDEA,44.14,48.55,48.55,39.73,4.41,0.0999,5001,198834.45
1465,1465,2014-07-24,GDEA,48.55,53.41,53.41,53.41,4.86,0.1001,11,587.51
1464,1464,2014-07-25,GDEA,53.41,58.75,58.75,58.75,5.34,0.1,3000,176250.0
1463,1463,2014-07-28,GDEA,58.75,64.63,64.63,64.63,5.88,0.1001,10,646.3
1462,1462,2014-07-29,GDEA,64.63,58.17,71.09,58.17,-6.46,-0.1,1993,141540.25
1461,1461,2014-08-01,GDEA,58.17,63.99,63.99,52.35,5.82,0.1001,2830,148266.9
1460,1460,2014-08-04,GDEA,63.99,57.84,70.39,57.59,-6.15,-0.09609999999999999,2833,193561.85
1459,1459,2014-08-05,GDEA,57.84,60.0,60.0,60.0,2.16,0.0373,1631,97860.0
1458,1458,2014-08-06,GDEA,60.0,54.0,54.0,54.0,-6.0,-0.1,5,270.0
1457,1457,2014-08-07,GDEA,54.0,48.99,52.0,48.6,-5.01,-0.0928,11032,540798.0
1456,1456,2014-08-08,GDEA,48.99,52.12,52.8,50.8,3.13,0.0639,10589,551941.1
1455,1455,2014-08-11,GDEA,52.12,50.85,51.2,49.5,-1.27,-0.0244,10158,516548.0
1454,1454,2014-08-12,GDEA,50.85,50.96,51.6,48.5,0.11,0.0022,10092,514277.4
1453,1453,2014-08-13,GDEA,50.96,51.65,52.3,49.5,0.69,0.013500000000000002,10348,534487.0
1452,1452,2014-08-14,GDEA,51.65,50.79,52.0,50.0,-0.86,-0.0167,9879,501708.0
1451,1451,2014-08-15,GDEA,50.79,52.07,53.0,51.7,1.28,0.0252,10740,559276.0
1450,1450,2014-08-18,GDEA,52.07,52.01,53.5,50.0,-0.06,-0.0012,9456,491788.0
1449,1449,2014-08-20,GDEA,52.01,48.5,48.5,48.5,-3.51,-0.0675,189,9166.5
1448,1448,2014-08-22,GDEA,48.5,43.65,43.65,43.65,-4.85,-0.1,10,436.5
1447,1447,2014-09-02,GDEA,43.65,43.0,43.0,43.0,-0.65,-0.0149,710,30530.0
1446,1446,2014-09-11,GDEA,43.0,38.7,38.7,38.7,-4.3,-0.1,24487,947646.9
1445,1445,2014-10-08,GDEA,38.7,34.83,34.83,34.83,-3.87,-0.1,500,17415.0
1444,1444,2014-10-09,GDEA,34.83,31.35,31.35,31.35,-3.48,-0.0999,19,595.65
1443,1443,2014-10-13,GDEA,31.35,28.52,29.0,28.5,-2.83,-0.09029999999999999,630,17970.0
1442,1442,2014-10-14,GDEA,28.52,26.5,27.0,25.8,-2.02,-0.0708,5380,142560.0
1441,1441,2014-10-15,GDEA,26.5,26.65,27.1,26.0,0.15,0.005699999999999999,790,21050.0
1440,1440,2014-10-16,GDEA,26.65,25.2,26.61,23.99,-1.45,-0.054400000000000004,300,7561.0
1439,1439,2014-10-17,GDEA,25.2,26.9,26.9,26.9,1.7,0.0675,50,1345.0
1438,1438,2014-10-21,GDEA,26.9,26.1,26.1,26.1,-0.8,-0.029700000000000004,10,261.0
1437,1437,2014-10-22,GDEA,26.1,24.89,25.0,23.5,-1.21,-0.0464,5100,126950.0
1436,1436,2014-10-23,GDEA,24.89,23.8,23.8,23.8,-1.09,-0.0438,579,13780.2
1435,1435,2014-10-27,GDEA,23.8,26.0,26.0,26.0,2.2,0.09240000000000001,1000,26000.0
1434,1434,2014-10-30,GDEA,26.0,26.0,26.0,26.0,0.0,0.0,1,26.0
1433,1433,2014-11-05,GDEA,26.0,26.0,26.0,26.0,0.0,0.0,1000,26000.0
1432,1432,2014-11-06,GDEA,26.0,26.0,26.0,26.0,0.0,0.0,1000,26000.0
1431,1431,2014-11-07,GDEA,26.0,26.0,26.0,26.0,0.0,0.0,1,26.0
1430,1430,2014-11-13,GDEA,26.0,26.0,26.0,26.0,0.0,0.0,2000,52000.0
1429,1429,2014-11-17,GDEA,26.0,23.6,23.6,23.6,-2.4,-0.09230000000000001,1000,23600.0
1428,1428,2014-11-18,GDEA,23.6,24.16,25.96,23.8,0.56,0.023700000000000002,6000,144960.0
1427,1427,2014-11-20,GDEA,24.16,23.9,23.9,23.9,-0.26,-0.0108,3335,79706.5
1426,1426,2014-11-24,GDEA,23.9,22.6,22.6,22.6,-1.3,-0.054400000000000004,1000,22600.0
1425,1425,2014-11-25,GDEA,22.6,22.8,22.8,22.8,0.2,0.0088,15,342.0
1424,1424,2014-11-28,GDEA,22.8,21.0,21.0,21.0,-1.8,-0.0789,2,42.0
1423,1423,2014-12-01,GDEA,21.0,21.55,23.0,21.0,0.55,0.0262,440,9480.0
1422,1422,2014-12-02,GDEA,21.55,20.55,23.5,20.5,-1.0,-0.0464,40351,829248.5
1421,1421,2014-12-03,GDEA,20.55,22.6,22.6,22.6,2.05,0.0998,50,1130.0
1420,1420,2014-12-04,GDEA,22.6,24.19,24.5,24.1,1.59,0.0704,13,314.5
1419,1419,2014-12-05,GDEA,24.19,26.02,26.5,24.2,1.83,0.0757,12,312.2
1418,1418,2014-12-09,GDEA,26.02,27.8,27.8,27.8,1.78,0.0684,10,278.0
1417,1417,2014-12-10,GDEA,27.8,29.8,29.8,29.8,2.0,0.0719,12,357.6
1416,1416,2014-12-11,GDEA,29.8,31.6,31.6,31.6,1.8,0.0604,22,695.2
1415,1415,2014-12-15,GDEA,31.6,28.5,28.5,28.5,-3.1,-0.0981,1,28.5
1414,1414,2014-12-16,GDEA,28.5,28.2,31.2,25.8,-0.3,-0.0105,36,1015.2
1413,1413,2014-12-17,GDEA,28.2,30.49,31.0,25.38,2.29,0.0812,11,335.38
1412,1412,2014-12-18,GDEA,30.49,32.6,32.6,32.6,2.11,0.0692,15,489.0
1411,1411,2014-12-26,GDEA,32.6,29.36,29.36,29.36,-3.24,-0.0994,68,1996.48
1410,1410,2014-12-29,GDEA,29.36,32.21,32.3,27.47,2.85,0.0971,1295,35924.47
1409,1409,2015-01-07,GDEA,32.21,32.57,32.6,32.5,0.36,0.011200000000000002,496,16156.0
1408,1408,2015-01-08,GDEA,32.57,29.36,29.36,29.36,-3.21,-0.0986,5,146.8
1407,1407,2015-01-09,GDEA,29.36,26.44,26.46,26.42,-2.92,-0.09949999999999999,5,132.22
1406,1406,2015-01-12,GDEA,26.44,23.8,23.8,23.8,-2.64,-0.0998,1,23.8
1405,1405,2015-01-13,GDEA,23.8,21.46,21.46,21.46,-2.34,-0.0983,1,21.46
1404,1404,2015-01-16,GDEA,21.46,20.6,20.6,20.6,-0.86,-0.0401,500,10300.0
1403,1403,2015-01-21,GDEA,20.6,20.66,21.6,20.66,0.06,0.0029,1913,39525.4
1402,1402,2015-01-28,GDEA,20.66,20.66,20.66,20.66,0.0,0.0,3,61.98
1401,1401,2015-01-30,GDEA,20.66,20.68,20.68,20.68,0.02,0.001,500,10340.0
1400,1400,2015-02-02,GDEA,20.68,20.69,21.0,20.69,0.01,0.0005,1510,31245.0
1399,1399,2015-02-04,GDEA,20.69,20.8,20.98,20.8,0.11,0.0053,4000,83202.16
1398,1398,2015-02-06,GDEA,20.8,20.8,20.8,20.8,0.0,0.0,2000,41600.0
1397,1397,2015-02-12,GDEA,20.8,20.8,20.8,20.8,0.0,0.0,1000,20800.0
1396,1396,2015-02-26,GDEA,20.8,20.8,20.8,20.8,0.0,0.0,584,12147.2
1395,1395,2015-02-27,GDEA,20.8,20.88,20.88,20.88,0.08,0.0038,2000,41760.0
1394,1394,2015-03-03,GDEA,20.88,20.88,20.88,20.88,0.0,0.0,500,10440.0
1393,1393,2015-03-05,GDEA,20.88,20.98,20.98,20.98,0.1,0.0048,1015,21294.7
1392,1392,2015-03-06,GDEA,20.98,20.98,20.98,20.98,0.0,0.0,3000,62940.0
1391,1391,2015-03-09,GDEA,20.98,21.0,21.6,20.99,0.02,0.001,1010,21206.0
1390,1390,2015-03-10,GDEA,21.0,20.89,21.6,20.88,-0.11,-0.005200000000000001,3001,62681.6
1389,1389,2015-03-13,GDEA,20.89,20.98,20.98,20.98,0.09,0.0043,2000,41960.0
1388,1388,2015-03-16,GDEA,20.98,20.7,20.98,20.5,-0.28,-0.013300000000000001,10000,207040.0
1387,1387,2015-03-17,GDEA,20.7,20.61,21.1,20.6,-0.09,-0.0043,846,17437.7
1386,1386,2015-03-18,GDEA,20.61,20.2,20.2,20.2,-0.41,-0.0199,2626,53045.2
1385,1385,2015-03-19,GDEA,20.2,21.29,22.2,20.98,1.09,0.054000000000000006,103353,1889458.14
1384,1384,2015-03-20,GDEA,21.29,23.31,23.31,23.3,2.02,0.0949,2600,60595.0
1383,1383,2015-03-23,GDEA,23.31,24.62,25.6,20.98,1.31,0.0562,5967,144095.53
1382,1382,2015-03-24,GDEA,24.62,26.2,27.0,22.17,1.58,0.06420000000000001,145,3800.4
1381,1381,2015-03-25,GDEA,26.2,28.82,28.82,23.58,2.62,0.1,728,19409.0
1380,1380,2015-03-26,GDEA,28.82,29.58,31.7,29.49,0.76,0.026400000000000003,58500,1730690.0
1379,1379,2015-03-27,GDEA,29.58,32.54,32.54,32.54,2.96,0.1001,10,325.4
1378,1378,2015-03-30,GDEA,32.54,29.89,29.89,29.89,-2.65,-0.08140000000000001,500,14945.0
1377,1377,2015-03-31,GDEA,29.89,28.16,32.88,26.9,-1.73,-0.0579,10,281.56
1376,1376,2015-04-01,GDEA,28.16,30.98,30.98,25.34,2.82,0.1001,610,15513.8
1375,1375,2015-04-02,GDEA,30.98,28.19,34.08,27.9,-2.79,-0.0901,3215,108334.4
1374,1374,2015-04-03,GDEA,28.19,31.01,31.01,31.01,2.82,0.1,5,155.05
1373,1373,2015-04-07,GDEA,31.01,34.11,34.11,34.11,3.1,0.1,5,170.55
1372,1372,2015-04-08,GDEA,34.11,30.7,30.7,30.7,-3.41,-0.1,152,4666.4
1371,1371,2015-04-09,GDEA,30.7,27.63,27.63,27.63,-3.07,-0.1,50,1381.5
1370,1370,2015-04-10,GDEA,27.63,24.87,24.87,24.87,-2.76,-0.0999,5926,147379.62
1369,1369,2015-04-13,GDEA,24.87,22.38,22.38,22.38,-2.49,-0.1001,5000,111900.0
1368,1368,2015-04-14,GDEA,22.38,20.14,20.7,20.14,-2.24,-0.1001,15328,308780.6
1367,1367,2015-04-15,GDEA,20.14,19.06,22.1,18.13,-1.08,-0.0536,3898,71145.44
1366,1366,2015-04-16,GDEA,19.06,20.97,20.97,17.15,1.91,0.1002,100451,1722772.85
1365,1365,2015-04-17,GDEA,20.97,20.21,22.89,18.87,-0.76,-0.0362,1022,19337.4
1364,1364,2015-04-20,GDEA,20.21,18.19,18.19,18.19,-2.02,-0.1,5,90.95
1363,1363,2015-04-21,GDEA,18.19,19.82,20.01,16.37,1.63,0.08960000000000001,4276,70043.51
1362,1362,2015-04-22,GDEA,19.82,21.8,21.8,17.84,1.98,0.0999,26690,477515.66
1361,1361,2015-04-23,GDEA,21.8,21.65,23.98,19.62,-0.15,-0.0069,1171,23485.14
1360,1360,2015-04-24,GDEA,21.65,23.82,23.82,21.65,2.17,0.1002,1529,33319.85
1359,1359,2015-04-27,GDEA,23.82,23.65,26.2,21.44,-0.17,-0.0070999999999999995,28,662.2
1358,1358,2015-04-28,GDEA,23.65,26.02,26.02,26.02,2.37,0.1002,800,20816.0
1357,1357,2015-04-29,GDEA,26.02,23.46,23.5,23.42,-2.56,-0.0984,380,8914.0
1356,1356,2015-04-30,GDEA,23.46,25.81,25.81,25.0,2.35,0.1002,1201,30997.0
1355,1355,2015-05-04,GDEA,25.81,28.39,28.39,28.39,2.58,0.1,2000,56780.0
1354,1354,2015-05-05,GDEA,28.39,29.98,30.0,26.0,1.59,0.055999999999999994,48300,1447800.0
1353,1353,2015-05-06,GDEA,29.98,32.98,32.98,32.98,3.0,0.1001,2,65.96
1352,1352,2015-05-11,GDEA,32.98,29.68,29.68,29.68,-3.3,-0.1001,100,2968.0
1351,1351,2015-05-12,GDEA,29.68,26.8,26.8,26.8,-2.88,-0.09699999999999999,100,2680.0
1350,1350,2015-05-15,GDEA,26.8,24.2,24.2,24.2,-2.6,-0.09699999999999999,200,4840.0
1349,1349,2015-05-19,GDEA,24.2,22.6,26.62,21.8,-1.6,-0.0661,1200,27124.0
1348,1348,2015-05-20,GDEA,22.6,23.52,24.8,20.34,0.92,0.04070000000000001,6635,137015.65
1347,1347,2015-05-21,GDEA,23.52,21.17,21.17,21.17,-2.35,-0.0999,12,254.04
1346,1346,2015-05-22,GDEA,21.17,19.06,23.0,19.05,-2.11,-0.09970000000000001,401,7643.0
1345,1345,2015-05-25,GDEA,19.06,20.97,20.97,17.15,1.91,0.1002,1571,26984.67
1344,1344,2015-05-26,GDEA,20.97,18.96,23.07,18.87,-2.01,-0.0959,2161,40832.67
1343,1343,2015-05-27,GDEA,19.1,17.3,21.01,17.19,-1.8,-0.0942,350,6054.7
1342,1342,2015-05-28,GDEA,17.3,17.0,19.03,16.0,-0.3,-0.0173,1070,18186.09
1341,1341,2015-05-29,GDEA,17.0,16.56,17.0,16.4,-0.44,-0.0259,1155,19254.6
1340,1340,2015-06-01,GDEA,16.56,18.22,18.22,18.22,1.66,0.1002,16,291.52
1339,1339,2015-06-02,GDEA,18.22,16.5,16.5,16.5,-1.72,-0.0944,17,280.5
1338,1338,2015-06-03,GDEA,16.5,17.66,18.0,17.5,1.16,0.0703,4459,78762.0
1337,1337,2015-06-04,GDEA,17.66,18.0,18.0,18.0,0.34,0.0193,8826,158868.0
1336,1336,2015-06-08,GDEA,18.0,19.8,19.8,19.0,1.8,0.1,125001,2475019.0
1335,1335,2015-06-09,GDEA,19.8,18.0,21.78,17.82,-1.8,-0.0909,141378,2526798.06
1334,1334,2015-06-10,GDEA,18.0,17.71,19.8,17.0,-0.29,-0.0161,67,1186.6
1333,1333,2015-06-11,GDEA,17.71,16.99,16.99,16.99,-0.72,-0.04070000000000001,92,1563.08
1332,1332,2015-06-12,GDEA,16.99,17.87,17.99,16.97,0.88,0.0518,9020,161229.4
1331,1331,2015-06-15,GDEA,17.87,17.22,17.48,16.08,-0.65,-0.0364,9202,158480.86
1330,1330,2015-06-16,GDEA,17.22,17.72,18.8,16.7,0.5,0.028999999999999998,418,7406.0
1329,1329,2015-06-17,GDEA,17.72,17.47,19.0,17.0,-0.25,-0.0141,477909,8045447.34
1328,1328,2015-06-18,GDEA,17.47,18.17,19.21,16.6,0.7,0.0401,493369,8417810.96
1327,1327,2015-06-19,GDEA,18.17,16.35,16.35,16.35,-1.82,-0.1002,2030,33190.5
1326,1326,2015-06-23,GDEA,16.35,14.72,14.72,14.72,-1.63,-0.09970000000000001,15,220.8
1325,1325,2015-06-24,GDEA,14.72,14.91,15.0,13.25,0.19,0.0129,211,3145.75
1324,1324,2015-06-25,GDEA,14.91,15.49,16.4,13.42,0.58,0.038900000000000004,140672,2178957.71
1323,1323,2015-06-26,GDEA,15.49,14.0,14.0,14.0,-1.49,-0.0962,25,350.0
1322,1322,2015-06-29,GDEA,14.0,15.28,15.3,12.6,1.28,0.09140000000000001,40444,618105.6
1321,1321,2015-06-30,GDEA,15.28,16.0,16.0,16.0,0.72,0.0471,13000,208000.0
1320,1320,2015-07-01,GDEA,16.0,15.5,15.5,15.5,-0.5,-0.031200000000000002,95000,1472500.0
1319,1319,2015-07-02,GDEA,15.5,15.44,17.0,14.4,-0.06,-0.0039000000000000003,342340,5287140.0
1318,1318,2015-07-03,GDEA,15.44,15.5,15.75,15.5,0.06,0.0039000000000000003,257540,3991880.0
1317,1317,2015-07-06,GDEA,15.5,15.24,15.5,14.5,-0.26,-0.0168,85959,1309905.5
1316,1316,2015-07-07,GDEA,15.24,16.0,16.0,16.0,0.76,0.0499,300,4800.0
1315,1315,2015-07-08,GDEA,16.0,15.0,15.0,15.0,-1.0,-0.0625,7603,114045.0
1314,1314,2015-07-09,GDEA,15.0,15.99,15.99,15.99,0.99,0.066,90,1439.1
1313,1313,2015-07-10,GDEA,15.99,15.19,15.19,14.4,-0.8,-0.05,81810,1242686.0
1312,1312,2015-07-13,GDEA,15.19,15.52,16.7,15.39,0.33,0.0217,10000,155210.0
1311,1311,2015-07-14,GDEA,15.52,16.01,17.07,15.2,0.49,0.0316,947,15161.1
1310,1310,2015-07-15,GDEA,16.01,16.01,,,0.0,0.0,1800000,27972000.0
1309,1309,2015-07-21,GDEA,16.01,15.53,15.55,15.5,-0.48,-0.03,5000,77655.0
1308,1308,2015-07-22,GDEA,15.53,15.84,15.88,15.8,0.31,0.02,4500,71270.0
1307,1307,2015-07-23,GDEA,15.84,15.56,16.0,15.0,-0.28,-0.0177,11900,185200.0
1306,1306,2015-07-24,GDEA,15.56,16.42,16.5,16.0,0.86,0.0553,12000,197000.0
1305,1305,2015-07-27,GDEA,16.42,16.45,16.48,16.42,0.03,0.0018,6000,98700.0
1304,1304,2015-07-28,GDEA,16.45,16.45,16.45,16.45,0.0,0.0,1600,26320.0
1303,1303,2015-07-29,GDEA,16.45,14.81,14.81,14.81,-1.64,-0.09970000000000001,200,2962.0
1302,1302,2015-07-30,GDEA,14.81,15.14,16.29,14.5,0.33,0.0223,51300,776517.0
1301,1301,2015-07-31,GDEA,15.14,15.2,15.2,15.2,0.06,0.004,10,152.0
1300,1300,2015-08-03,GDEA,15.2,16.3,16.3,16.3,1.1,0.0724,723,11784.9
1299,1299,2015-08-04,GDEA,16.3,16.46,16.48,16.44,0.16,0.0098,6030,99272.4
1298,1298,2015-08-05,GDEA,16.46,16.5,16.5,16.5,0.04,0.0024,12160,200640.0
1297,1297,2015-08-06,GDEA,16.5,16.48,16.49,16.48,-0.02,-0.0012,28354,467388.62
1296,1296,2015-08-12,GDEA,16.48,16.18,16.48,16.0,-0.3,-0.0182,150800,2419904.0
1295,1295,2015-08-13,GDEA,16.18,16.5,16.5,16.5,0.32,0.0198,5000,82500.0
1294,1294,2015-08-14,GDEA,16.5,16.5,16.5,16.5,0.0,0.0,25000,412500.0
1293,1293,2015-08-17,GDEA,16.5,16.5,16.5,16.48,0.0,0.0,126833,2092691.36
1292,1292,2015-08-18,GDEA,16.5,15.72,16.47,14.85,-0.78,-0.04730000000000001,131800,2072170.0
1291,1291,2015-08-19,GDEA,15.72,15.51,16.46,15.5,-0.21,-0.0134,150700,2406192.0
1290,1290,2015-08-20,GDEA,15.51,16.41,17.06,16.39,0.9,0.057999999999999996,8118,133199.42
1289,1289,2015-08-21,GDEA,16.41,17.48,18.05,16.35,1.07,0.0652,300,5245.0
1288,1288,2015-08-24,GDEA,17.48,18.27,19.2,16.43,0.79,0.0452,299,5463.8
1287,1287,2015-08-25,GDEA,18.27,16.6,20.0,16.5,-1.67,-0.09140000000000001,10300,171000.0
1286,1286,2015-08-26,GDEA,16.6,16.08,16.5,14.96,-0.52,-0.0313,216100,3462810.0
1285,1285,2015-08-28,GDEA,16.08,17.69,17.69,17.69,1.61,0.1001,200,3538.0
1284,1284,2015-08-31,GDEA,17.69,19.4,19.4,19.4,1.71,0.09670000000000001,399,7740.6
1283,1283,2015-09-01,GDEA,19.4,18.0,18.0,18.0,-1.4,-0.0722,100000,1800000.0
1282,1282,2015-09-02,GDEA,18.0,16.2,16.2,16.2,-1.8,-0.1,29021,470140.2
1281,1281,2015-09-07,GDEA,16.2,15.53,16.49,15.5,-0.67,-0.0414,252777,3980792.73
1280,1280,2015-09-09,GDEA,15.53,16.94,17.08,15.6,1.41,0.0908,3100,52504.0
1279,1279,2015-09-10,GDEA,16.94,16.93,18.63,16.7,-0.01,-0.0006,10160,171988.0
1278,1278,2015-09-11,GDEA,16.93,18.53,18.6,15.25,1.6,0.0945,1020,18905.0
1277,1277,2015-09-14,GDEA,18.53,18.26,20.36,16.68,-0.27,-0.0146,1161,21205.48
1276,1276,2015-09-15,GDEA,18.26,19.63,19.63,16.43,1.37,0.075,2401,47128.43
1275,1275,2015-09-16,GDEA,19.63,18.0,18.0,18.0,-1.63,-0.083,70000,1260000.0
1274,1274,2015-09-18,GDEA,18.0,16.2,16.2,16.2,-1.8,-0.1,4700,76140.0
1273,1273,2015-09-21,GDEA,16.2,15.5,15.5,15.5,-0.7,-0.0432,1500,23250.0
1272,1272,2015-09-22,GDEA,15.5,15.92,16.07,14.0,0.42,0.0271,697541,10879530.0
1271,1271,2015-09-23,GDEA,15.92,16.5,16.5,16.5,0.58,0.0364,30000,495000.0
1270,1270,2015-10-13,GDEA,16.5,15.98,15.98,15.98,-0.52,-0.0315,2,31.96
1269,1269,2015-10-15,GDEA,15.98,15.5,15.5,15.5,-0.48,-0.03,10000,155000.0
1268,1268,2015-10-16,GDEA,15.5,15.27,15.5,15.0,-0.23,-0.0148,25260,385654.5
1267,1267,2015-10-19,GDEA,15.27,15.0,15.0,15.0,-0.27,-0.0177,3549,53235.0
1266,1266,2015-10-21,GDEA,15.0,15.0,15.0,15.0,0.0,0.0,1661,24915.0
1265,1265,2015-10-22,GDEA,15.0,15.0,15.2,15.0,0.0,0.0,58539,878125.0
1264,1264,2015-10-23,GDEA,15.0,15.0,15.0,14.9,0.0,0.0,20500,307455.0
1263,1263,2015-10-26,GDEA,15.0,15.5,15.5,15.5,0.5,0.0333,2200,34100.0
1262,1262,2015-10-27,GDEA,15.5,15.0,15.0,14.99,-0.5,-0.0323,2283,34242.17
1261,1261,2015-10-28,GDEA,15.0,14.99,15.0,14.95,-0.01,-0.0007000000000000001,7283,109169.34
1260,1260,2015-11-02,GDEA,14.99,14.98,15.0,14.9,-0.01,-0.0007000000000000001,25000,374500.0
1259,1259,2015-11-03,GDEA,14.98,15.75,16.48,13.48,0.77,0.0514,1116,17574.98
1258,1258,2015-11-04,GDEA,15.75,14.96,15.0,14.9,-0.79,-0.050199999999999995,10000,149551.5
1257,1257,2015-11-05,GDEA,14.96,16.46,16.46,16.46,1.5,0.1003,800,13168.0
1256,1256,2015-11-06,GDEA,16.46,15.44,16.0,14.99,-1.02,-0.062000000000000006,2710,41845.0
1255,1255,2015-11-09,GDEA,15.44,15.0,15.0,15.0,-0.44,-0.0285,700,10500.0
1254,1254,2015-11-10,GDEA,15.0,15.0,15.0,15.0,0.0,0.0,300,4500.0
1253,1253,2015-11-11,GDEA,15.0,15.29,16.5,13.5,0.29,0.0193,1105,16897.5
1252,1252,2015-11-12,GDEA,15.29,14.91,16.82,14.5,-0.38,-0.024900000000000002,2900,43228.0
1251,1251,2015-11-20,GDEA,14.91,14.69,15.1,14.0,-0.22,-0.0148,800,11750.0
1250,1250,2015-11-23,GDEA,14.69,14.95,14.95,14.95,0.26,0.0177,2000,29900.0
1249,1249,2015-11-24,GDEA,14.95,14.99,15.0,14.99,0.04,0.0027,300,4498.0
