,Trading Index,Date,Settlement Price (yuan/ton),Highest Price,Lowest Price,Settlement Volume (ton),Turnover (yuan),Return
515,HBEA,2018-11-08,28.11,29.49,25.95,6157.0,159911.75,-0.02192066805845505
514,HBEA,2018-11-09,27.79,30.9,27.53,7083.0,214993.66,-0.011383849163998594
513,HBEA,2018-11-12,28.25,28.99,27.07,1510.0,42404.42,0.016552716804606016
512,HBEA,2018-11-13,28.69,28.95,25.63,1115.0,31307.75,0.015575221238938175
511,HBEA,2018-11-14,28.93,28.97,27.51,16851.0,470519.69,0.008365284071104817
510,HBEA,2018-11-15,29.39,30.89,26.73,253.0,7141.45,0.01590044936052548
509,HBEA,2018-11-16,29.21,29.45,26.51,4723.0,128283.68,-0.006124532153793827
508,HBEA,2018-11-19,29.25,29.42,28.03,282.0,8245.47,0.001369394043135852
507,HBEA,2018-11-20,28.2,29.38,28.2,16.0,464.05,-0.03589743589743588
506,HBEA,2018-11-21,29.75,29.88,29.0,10028.0,290831.93,0.054964539007092306
505,HBEA,2018-11-22,32.71,32.71,32.71,1.0,32.71,0.09949579831932787
504,HBEA,2018-11-23,31.88,32.69,29.44,3477.0,113496.04,-0.025374503210027544
503,HBEA,2018-11-26,30.17,30.19,29.01,379.0,11390.56,-0.053638644918444056
502,HBEA,2018-11-27,29.77,30.48,27.21,4322.0,118353.27,-0.013258203513423994
501,HBEA,2018-11-28,31.71,31.78,31.71,4101.0,130047.78,0.06516627477326176
500,HBEA,2018-11-29,29.9,30.46,28.65,1018.0,29768.32,-0.057079785556606866
379,HBEA,2018-11-30,29.58,29.98,27.1,4903.0,133378.73,-0.010702341137123761
378,HBEA,2018-12-03,29.44,29.98,27.87,7.0,205.04,-0.0047329276538200515
377,HBEA,2018-12-04,29.89,29.98,29.84,3.0,89.66,0.015285326086956541
376,HBEA,2018-12-05,30.83,30.99,27.05,7.0,212.18,0.03144864503178302
375,HBEA,2018-12-06,31.32,32.48,28.02,6650.0,215605.24,0.015893610120013113
374,HBEA,2018-12-07,30.67,31.0,28.56,233.0,6775.11,-0.020753512132822394
373,HBEA,2018-12-10,29.8,31.53,27.61,361.0,10177.48,-0.028366481904140928
372,HBEA,2018-12-11,31.2,31.99,27.14,7.0,215.11,0.046979865771812124
371,HBEA,2018-12-12,29.98,31.99,28.81,396.0,11485.08,-0.039102564102564075
370,HBEA,2018-12-13,29.49,31.0,28.63,312.0,8950.52,-0.016344229486324302
369,HBEA,2018-12-14,29.69,31.97,28.6,339.0,9745.82,0.00678195998643627
368,HBEA,2018-12-17,29.98,30.87,28.88,207.0,5987.64,0.009767598518019449
367,HBEA,2018-12-18,29.79,30.94,28.5,411.0,11801.28,-0.006337558372248253
366,HBEA,2018-12-19,28.95,30.26,27.03,647.0,18526.80,-0.028197381671701938
365,HBEA,2018-12-20,29.98,30.99,28.06,3458.0,105056.27,0.03557858376511236
364,HBEA,2018-12-21,28.06,28.98,28.05,3826.0,107658.54,-0.06404269513008676
363,HBEA,2018-12-24,29.97,30.84,28.18,50.0,1448.13,0.06806842480399156
362,HBEA,2018-12-25,29.69,30.75,28.01,669.0,18820.84,-0.009342676009342576
361,HBEA,2018-12-26,30.68,32.64,27.51,5.0,153.38,0.03334456045806666
360,HBEA,2018-12-27,29.12,30.99,28.01,86.0,2543.08,-0.05084745762711862
399,HBEA,2018-12-28,31.28,32.03,27.01,374.0,10707.22,0.07417582417582413
398,HBEA,2019-01-02,31.02,31.95,28.5,10109.0,303130.55,-0.00831202046035806
397,HBEA,2019-01-03,29.44,33.49,27.92,143.0,4288.53,-0.05093488072211472
396,HBEA,2019-01-04,29.98,31.49,26.65,8.0,235.07,0.018342391304347894
395,HBEA,2019-01-07,28.98,29.0,28.27,922.0,26403.88,-0.033355570380253496
394,HBEA,2019-01-08,29.09,29.8,28.09,327.0,9352.06,0.003795721187025425
393,HBEA,2019-01-09,28.86,29.48,26.18,716.0,20207.97,-0.007906497078033703
392,HBEA,2019-01-10,29.73,30.0,28.13,34.0,977.61,0.03014553014553023
391,HBEA,2019-01-11,31.11,32.16,28.06,5.0,155.56,0.0464177598385469
390,HBEA,2019-01-14,29.35,29.76,28.02,567.0,16223.07,-0.05657344905175177
389,HBEA,2019-01-15,29.3,31.96,27.01,333.0,9443.24,-0.0017035775127768327
388,HBEA,2019-01-16,32.02,32.23,28.05,316.0,9695.28,0.09283276450511946
387,HBEA,2019-01-17,31.04,35.2,28.82,34634.0,1216952.40,-0.030605871330418588
386,HBEA,2019-01-18,29.3,29.59,28.0,193.0,5585.42,-0.05605670103092775
385,HBEA,2019-01-21,29.3,31.81,27.09,507.0,14150.67,0.0
384,HBEA,2019-01-22,28.98,29.99,26.37,295.0,8482.77,-0.010921501706484649
383,HBEA,2019-01-23,30.74,30.76,30.74,25.0,768.54,0.060731538992408574
382,HBEA,2019-01-24,28.51,29.0,28.01,744.0,20866.99,-0.07254391672088478
381,HBEA,2019-01-25,30.34,30.88,25.71,1228.0,34545.06,0.06418800420904947
380,HBEA,2019-01-28,29.49,30.92,27.33,5401.0,155495.76,-0.02801582069874753
419,HBEA,2019-01-29,28.65,30.99,28.11,2002.0,56548.47,-0.028484231943031513
418,HBEA,2019-01-30,28.99,29.89,27.09,159.0,4492.75,0.01186736474694583
417,HBEA,2019-01-31,29.6,30.2,28.1,14.0,414.40,0.02104173853052793
416,HBEA,2019-02-01,29.19,32.5,27.62,191.0,5482.92,-0.013851351351351404
415,HBEA,2019-02-11,30.99,30.99,30.99,1.0,30.99,0.06166495375128456
414,HBEA,2019-02-12,28.8,34.08,27.89,22.0,635.82,-0.0706679574056146
413,HBEA,2019-02-13,28.8,31.65,26.2,823.0,22905.41,0.0
412,HBEA,2019-02-14,28.5,30.88,26.25,2617.0,69742.97,-0.01041666666666674
411,HBEA,2019-02-15,28.97,30.91,26.55,5100.0,145454.49,0.016491228070175445
410,HBEA,2019-02-18,28.74,28.79,26.16,578.0,16276.37,-0.00793924749741115
409,HBEA,2019-02-19,28.71,28.8,26.39,72.0,1990.40,-0.0010438413361167909
408,HBEA,2019-02-20,31.47,31.49,25.93,2442.0,76861.69,0.09613375130616508
407,HBEA,2019-02-21,28.4,28.6,28.32,126.0,3580.92,-0.09755322529393073
406,HBEA,2019-02-22,28.65,29.99,26.5,143.0,4075.49,0.008802816901408494
405,HBEA,2019-02-25,28.44,31.2,26.05,1943.0,50748.52,-0.007329842931937058
404,HBEA,2019-02-26,28.04,29.33,27.02,511.0,13863.58,-0.01406469760900153
403,HBEA,2019-02-27,28.83,30.75,27.08,678.0,19185.51,0.02817403708987154
402,HBEA,2019-02-28,28.89,29.28,26.66,147.0,4207.13,0.0020811654526535772
401,HBEA,2019-03-01,28.5,28.89,28.0,5202.0,147558.99,-0.01349948078920038
400,HBEA,2019-03-04,28.26,30.9,26.51,1975.0,60847.77,-0.008421052631578885
439,HBEA,2019-03-05,29.9,30.2,28.26,3072.0,87610.66,0.05803255484784131
438,HBEA,2019-03-06,28.76,31.09,28.5,35.0,1029.95,-0.03812709030100325
437,HBEA,2019-03-07,28.79,31.6,27.51,25.0,731.13,0.0010431154381083108
436,HBEA,2019-03-08,29.31,30.8,26.12,13.0,380.81,0.01806182702327197
435,HBEA,2019-03-11,28.55,32.2,28.5,71.0,2048.85,-0.025929716820197846
434,HBEA,2019-03-12,28.87,29.99,28.5,39.0,1135.26,0.011208406304728635
433,HBEA,2019-03-13,27.81,31.49,27.57,228.0,6344.99,-0.03671631451333568
432,HBEA,2019-03-14,28.79,30.4,27.08,2626.0,74902.92,0.03523912261776352
431,HBEA,2019-03-15,28.5,31.5,28.41,639.0,18248.50,-0.010072941993747753
430,HBEA,2019-03-18,28.53,29.0,27.01,162.0,4518.67,0.001052631578947416
429,HBEA,2019-03-19,28.52,28.54,28.2,267.0,7551.55,-0.000350508236943603
428,HBEA,2019-03-20,28.61,28.99,28.0,1025.0,28715.55,0.003155680224403934
427,HBEA,2019-03-21,28.6,28.61,27.0,4159.0,118032.93,-0.0003495281370149428
426,HBEA,2019-03-22,28.7,31.42,27.84,2157.0,61342.36,0.0034965034965033226
425,HBEA,2019-03-25,28.39,31.49,26.16,689.0,19466.23,-0.010801393728222974
424,HBEA,2019-03-26,28.45,28.46,25.55,2184.0,56940.83,0.0021134202183867856
423,HBEA,2019-03-27,28.56,28.64,27.52,23.0,656.10,0.0038664323374340004
422,HBEA,2019-03-28,28.46,30.95,26.03,166.0,4713.93,-0.003501400560223966
421,HBEA,2019-03-29,28.29,31.14,26.56,2738.0,83552.31,-0.005973295853829996
420,HBEA,2019-04-01,28.99,29.85,25.8,8867.0,245628.18,0.02474372569812644
579,HBEA,2019-04-02,28.55,30.88,27.0,123.0,3336.48,-0.015177647464642896
578,HBEA,2019-04-03,28.51,31.3,27.03,6779.0,196117.50,-0.0014010507880910517
577,HBEA,2019-04-04,28.64,29.8,28.63,68.0,1948.65,0.004559803577691923
576,HBEA,2019-04-08,28.07,28.97,28.06,359.0,10086.63,-0.019902234636871463
575,HBEA,2019-04-09,27.61,28.65,25.26,1020.0,29033.34,-0.016387602422515135
574,HBEA,2019-04-10,27.54,30.35,24.85,16.0,438.55,-0.0025353132922854016
573,HBEA,2019-04-11,28.5,29.87,27.57,117.0,3336.67,0.034858387799564294
572,HBEA,2019-04-12,31.33,31.33,31.33,1.0,31.33,0.099298245614035
571,HBEA,2019-04-15,28.58,34.3,28.21,3020.0,103492.28,-0.08777529524417493
570,HBEA,2019-04-16,29.38,30.88,26.21,8.0,233.96,0.027991602519244152
569,HBEA,2019-04-17,29.48,30.9,27.37,14.0,413.96,0.0034036759700477592
568,HBEA,2019-04-18,30.96,30.99,26.6,30.0,885.83,0.05020352781546822
567,HBEA,2019-04-19,28.5,28.98,28.5,6.0,171.48,-0.0794573643410853
566,HBEA,2019-04-22,28.73,30.98,27.07,38.0,1116.81,0.00807017543859656
565,HBEA,2019-04-23,29.64,30.96,26.01,146.0,4309.59,0.03167420814479649
564,HBEA,2019-04-24,29.0,29.0,28.5,618.0,17877.77,-0.021592442645074206
563,HBEA,2019-04-25,28.38,31.79,28.04,111.0,3155.46,-0.02137931034482765
562,HBEA,2019-04-26,29.7,29.98,28.03,67.0,1995.56,0.04651162790697683
561,HBEA,2019-04-29,29.9,32.6,28.11,1664.0,49085.67,0.006734006734006703
560,HBEA,2019-04-30,30.49,31.99,26.91,390.0,11348.76,0.019732441471571827
539,HBEA,2019-05-06,32.88,33.1,29.13,667.0,21864.93,0.07838635618235501
538,HBEA,2019-05-07,32.99,36.16,29.6,692.0,22108.50,0.0033454987834549144
537,HBEA,2019-05-08,32.98,36.29,30.5,730.0,22885.66,-0.00030312215822991817
536,HBEA,2019-05-09,32.99,33.4,30.5,170.0,5493.94,0.00030321406913302873
535,HBEA,2019-05-10,33.95,36.2,32.96,158.0,5350.60,0.02909972719005771
534,HBEA,2019-05-13,32.59,36.3,31.01,1390.0,44505.17,-0.040058910162002914
533,HBEA,2019-05-14,32.99,35.8,31.5,329.0,10543.50,0.012273703590058194
532,HBEA,2019-05-15,35.84,36.29,31.51,274.0,9147.51,0.0863898150954836
531,HBEA,2019-05-16,35.82,39.38,32.26,877.0,30211.53,-0.0005580357142858094
530,HBEA,2019-05-17,34.67,38.6,33.01,907.0,31417.47,-0.0321049692908989
529,HBEA,2019-05-20,35.45,38.14,33.13,1541.0,54292.98,0.02249783674646677
528,HBEA,2019-05-21,35.63,38.99,31.92,539.0,19091.16,0.005077574047954947
527,HBEA,2019-05-22,35.71,35.96,32.52,311.0,11038.63,0.0022452989054166927
526,HBEA,2019-05-23,36.94,39.17,35.01,8265.0,298089.53,0.034444133295995494
525,HBEA,2019-05-24,36.88,39.98,34.01,131.0,4827.80,-0.0016242555495397104
524,HBEA,2019-05-27,38.66,40.5,36.0,2875.0,108407.59,0.04826464208242931
523,HBEA,2019-05-28,40.88,42.48,34.81,1159.0,45024.57,0.05742369374030032
522,HBEA,2019-05-29,44.9,44.91,41.61,9975.0,447306.25,0.09833659491193725
521,HBEA,2019-05-30,46.9,49.37,44.02,2198.0,101602.58,0.04454342984409809
520,HBEA,2019-05-31,51.59,51.59,42.22,6240.0,319593.57,0.10000000000000009
499,HBEA,2019-06-03,52.43,56.0,50.0,19340.0,1056744.76,0.016282225237449044
498,HBEA,2019-06-04,53.85,56.99,47.19,12436.0,590069.67,0.0270837306885372
497,HBEA,2019-06-05,50.72,55.18,48.47,9426.0,493994.82,-0.05812441968430826
496,HBEA,2019-06-06,45.65,49.0,45.65,1832.0,84705.92,-0.09996056782334384
495,HBEA,2019-06-10,41.09,44.0,41.09,1320.0,54241.71,-0.09989047097480819
494,HBEA,2019-06-11,36.98,37.0,36.98,866.0,32025.62,-0.10002433682161127
493,HBEA,2019-06-12,33.78,40.67,33.28,451.0,15435.24,-0.08653326122228222
492,HBEA,2019-06-13,30.55,34.88,30.4,3127.0,95661.20,-0.09561870929544114
491,HBEA,2019-06-14,28.65,33.4,27.5,2015.0,60726.69,-0.06219312602291327
490,HBEA,2019-06-17,31.19,31.5,25.79,6534.0,193908.60,0.08865619546247827
489,HBEA,2019-06-18,34.31,34.31,28.07,5472.0,183581.81,0.10003206155819178
488,HBEA,2019-06-19,37.74,37.74,30.88,10989.0,409266.78,0.09997085397843186
487,HBEA,2019-06-20,34.79,41.51,33.97,7256.0,298188.07,-0.07816640169581357
486,HBEA,2019-06-21,36.54,38.27,31.31,781.0,28862.31,0.05030181086519114
485,HBEA,2019-06-24,36.99,37.9,32.89,739.0,27081.72,0.012315270935960632
484,HBEA,2019-06-25,36.96,37.76,33.29,480.0,17424.74,-0.0008110300081103361
483,HBEA,2019-06-26,37.62,39.75,33.26,87.0,3157.87,0.017857142857142794
482,HBEA,2019-06-27,36.73,41.25,33.86,470.0,18273.00,-0.023657628920786822
481,HBEA,2019-06-28,38.48,40.2,33.1,543.0,19924.53,0.047644976858154164
480,HBEA,2019-07-01,37.76,42.09,34.63,1123.0,42704.94,-0.018711018711018657
559,HBEA,2019-07-02,38.23,39.2,34.0,996.0,37357.66,0.012447033898305149
558,HBEA,2019-07-03,39.42,41.95,37.01,506.0,19117.35,0.031127386868951223
557,HBEA,2019-07-04,39.01,42.06,35.48,369.0,14186.89,-0.010400811770674867
556,HBEA,2019-07-05,39.1,42.87,38.1,2513.0,97947.70,0.0023071007433992374
555,HBEA,2019-07-08,38.55,42.98,35.19,10875.0,421956.09,-0.01406649616368294
554,HBEA,2019-07-09,40.85,41.88,37.0,9797.0,387200.19,0.05966277561608302
553,HBEA,2019-07-10,40.65,42.78,38.16,1733.0,69479.03,-0.004895960832313362
552,HBEA,2019-07-11,40.81,44.72,39.51,34538.0,1471075.48,0.003936039360393773
551,HBEA,2019-07-12,39.53,44.44,38.0,22930.0,891451.67,-0.03136486155354079
550,HBEA,2019-07-15,39.74,42.84,37.64,1341.0,51766.11,0.005312420946116836
549,HBEA,2019-07-16,39.67,42.99,38.0,48211.0,1853229.03,-0.001761449421238015
548,HBEA,2019-07-17,39.43,43.4,38.5,7787.0,304732.43,-0.006049911772119998
547,HBEA,2019-07-18,39.16,43.29,38.26,755.0,29508.03,-0.006847577986304976
546,HBEA,2019-07-19,39.29,42.78,38.01,3943.0,151312.32,0.0033197139938714315
545,HBEA,2019-07-22,39.25,43.2,38.1,21913.0,851992.64,-0.0010180707559175328
544,HBEA,2019-07-23,38.65,39.8,38.0,18397.0,718715.49,-0.015286624203821653
543,HBEA,2019-07-24,38.9,39.87,38.15,472.0,18418.98,0.0064683053040104355
542,HBEA,2019-07-25,39.26,42.45,38.5,27693.0,1067634.34,0.009254498714653003
541,HBEA,2019-07-26,38.9,40.24,38.1,17050.0,656635.42,-0.009169638308711092
540,HBEA,2019-07-29,38.91,42.44,38.0,12370.0,472276.96,0.0002570694087402625
731,HBEA,2019-07-30,38.7,40.99,38.2,11623.0,448462.68,-0.005397070161911932
730,HBEA,2019-07-31,40.66,42.4,38.1,26.0,1051.34,0.05064599483204124
729,HBEA,2019-08-01,38.6,44.5,38.5,5174.0,200537.77,-0.050664043285784444
728,HBEA,2019-08-02,38.07,42.26,38.0,28468.0,1100447.33,-0.013730569948186555
727,HBEA,2019-08-05,38.08,38.8,37.58,1943.0,74095.15,0.00026267402153923314
726,HBEA,2019-08-06,37.52,41.5,34.34,3427.0,129749.22,-0.014705882352941013
725,HBEA,2019-08-07,38.0,41.27,37.5,5301.0,199494.93,0.012793176972281328
724,HBEA,2019-08-08,37.98,38.8,37.68,42303.0,1619918.85,-0.0005263157894738191
723,HBEA,2019-08-09,37.84,38.49,37.34,22535.0,852278.98,-0.0036861506055817506
722,HBEA,2019-08-12,36.25,38.39,35.26,103612.0,3795619.86,-0.04201902748414388
721,HBEA,2019-08-13,35.27,36.95,33.0,124371.0,4431867.70,-0.027034482758620637
720,HBEA,2019-08-14,33.29,36.77,32.12,57631.0,1882084.86,-0.056138361213496024
719,HBEA,2019-08-15,33.53,36.61,32.33,11984.0,395717.63,0.007209372183839102
718,HBEA,2019-08-16,32.61,33.22,30.54,528.0,17396.24,-0.02743811512078742
717,HBEA,2019-08-19,33.51,34.8,29.52,276330.0,9208260.24,0.027598896044158217
716,HBEA,2019-08-20,33.55,34.87,33.33,4325.0,144895.39,0.0011936735302895407
715,HBEA,2019-08-21,35.17,35.79,33.0,218588.0,7235205.78,0.048286140089419005
714,HBEA,2019-08-22,36.48,38.0,34.01,38898.0,1341890.69,0.0372476542507818
713,HBEA,2019-08-23,36.33,39.71,33.03,22754.0,800107.54,-0.004111842105263164
712,HBEA,2019-08-26,35.17,37.3,34.22,100851.0,3619551.04,-0.03192953481970817
671,HBEA,2019-08-27,35.29,35.3,34.04,23068.0,806857.86,0.003411998862667076
670,HBEA,2019-08-28,34.94,35.62,34.23,5377.0,188617.77,-0.009917823746103727
669,HBEA,2019-08-29,34.57,35.34,33.01,38386.0,1330661.81,-0.010589582140812737
668,HBEA,2019-08-30,34.57,35.45,33.02,17485.0,607475.26,0.0
667,HBEA,2019-09-02,34.93,35.49,34.12,71121.0,2470959.23,0.01041365345675449
666,HBEA,2019-09-03,34.78,35.97,32.04,16213.0,557718.20,-0.004294302891497237
665,HBEA,2019-09-04,34.89,35.2,32.23,13680.0,461084.65,0.003162737205290478
664,HBEA,2019-09-05,34.29,35.09,33.5,56123.0,1907250.09,-0.017196904557179704
663,HBEA,2019-09-06,33.31,36.26,33.0,30286.0,1005412.07,-0.028579760863225334
662,HBEA,2019-09-09,33.89,34.8,31.5,4702.0,160215.89,0.01741218853197224
661,HBEA,2019-09-10,33.5,33.99,32.06,15521.0,510977.12,-0.011507819415756848
660,HBEA,2019-09-11,32.65,33.49,31.64,19994.0,648889.32,-0.025373134328358304
659,HBEA,2019-09-12,32.99,33.75,29.52,23801.0,766911.43,0.010413476263399835
658,HBEA,2019-09-16,32.98,32.99,30.52,965.0,31823.19,-0.00030312215822991817
657,HBEA,2019-09-17,32.95,35.96,30.71,11908.0,392114.23,-0.000909642207398198
656,HBEA,2019-09-18,32.37,33.46,32.0,27320.0,878600.17,-0.017602427921092678
655,HBEA,2019-09-19,32.65,35.39,31.5,4317.0,136848.29,0.008649984553599
654,HBEA,2019-09-20,32.08,33.48,31.0,80206.0,2486624.23,-0.017457886676875978
653,HBEA,2019-09-23,32.6,34.78,31.91,24.0,783.29,0.01620947630922709
652,HBEA,2019-09-24,32.88,34.99,29.52,37.0,1214.87,0.008588957055214674
639,HBEA,2019-09-25,32.97,34.45,32.1,40.0,1292.18,0.0027372262773721623
638,HBEA,2019-09-26,32.95,35.86,31.51,3247.0,107012.63,-0.0006066120715800816
637,HBEA,2019-09-27,32.85,32.98,31.18,872.0,27843.99,-0.003034901365705611
636,HBEA,2019-09-30,32.61,33.8,29.95,2916.0,93178.03,-0.007305936073059405
635,HBEA,2019-10-08,33.42,35.4,31.0,5338.0,170863.23,0.024839006439742572
634,HBEA,2019-10-09,32.13,32.99,31.05,9335.0,293893.97,-0.03859964093357271
633,HBEA,2019-10-10,32.43,33.76,31.68,25050.0,810850.59,0.00933706816059754
632,HBEA,2019-10-11,32.12,33.97,32.11,1002.0,32237.86,-0.00955905026210302
631,HBEA,2019-10-14,32.95,34.92,32.06,537.0,17255.13,0.025840597758406192
630,HBEA,2019-10-15,32.78,33.92,29.88,1466.0,45917.08,-0.005159332321699628
629,HBEA,2019-10-16,32.98,33.75,31.81,464.0,14826.11,0.006101281269066394
620,HBEA,2019-10-17,32.96,35.38,30.33,10097.0,329086.93,-0.0006064281382655023
619,HBEA,2019-10-18,33.22,33.4,32.04,50509.0,1669696.71,0.007888349514562965
618,HBEA,2019-10-21,32.98,35.91,30.12,117432.0,3776589.32,-0.007224563515954352
617,HBEA,2019-10-22,32.3,32.98,30.53,13894.0,447361.58,-0.020618556701030966
616,HBEA,2019-10-23,32.45,33.48,32.1,7770.0,251510.21,0.004643962848297489
615,HBEA,2019-10-24,32.45,32.5,30.16,12517.0,390930.34,0.0
614,HBEA,2019-10-25,32.2,34.3,32.0,12246.0,394745.74,-0.007704160246533087
613,HBEA,2019-10-28,31.04,33.47,31.0,8427.0,266132.15,-0.03602484472049705
612,HBEA,2019-10-29,30.5,34.11,28.16,28096.0,849612.05,-0.017396907216494784
751,HBEA,2019-10-30,30.07,32.99,29.1,8454.0,258063.69,-0.014098360655737663
750,HBEA,2019-10-31,30.06,32.29,29.57,11452.0,344291.85,-0.00033255736614568043
749,HBEA,2019-11-01,30.95,31.47,27.5,1523.0,44926.38,0.02960745176314039
748,HBEA,2019-11-04,30.6,31.47,29.01,4962.0,148624.29,-0.011308562197091976
747,HBEA,2019-11-05,29.6,30.2,28.0,13592.0,403587.07,-0.0326797385620915
746,HBEA,2019-11-06,28.69,30.88,27.01,2270.0,66837.50,-0.03074324324324329
745,HBEA,2019-11-07,29.64,29.94,26.06,16183.0,480128.70,0.0331125827814569
744,HBEA,2019-11-08,28.99,29.38,28.0,31423.0,915618.55,-0.021929824561403577
743,HBEA,2019-11-09,28.99,--,--,--,--,0.0
742,HBEA,2019-11-11,28.16,31.0,26.2,12278.0,354656.92,-0.028630562262849213
741,HBEA,2019-11-12,28.87,29.49,25.5,8187.0,222490.27,0.02521306818181812
740,HBEA,2019-11-13,30.79,31.75,29.0,59182.0,1802777.71,0.06650502251472101
739,HBEA,2019-11-14,29.86,31.0,29.0,49462.0,1474812.73,-0.030204611886976318
738,HBEA,2019-11-15,28.1,29.8,27.0,26676.0,783220.94,-0.05894172806429998
737,HBEA,2019-11-18,28.59,29.89,28.1,13195.0,387086.49,0.017437722419928692
736,HBEA,2019-11-19,27.52,30.33,26.1,98720.0,2759282.90,-0.03742567331234703
735,HBEA,2019-11-20,25.06,29.5,24.78,256957.0,6893710.35,-0.08938953488372092
734,HBEA,2019-11-21,25.76,27.57,25.06,104928.0,2654594.13,0.027932960893854775
733,HBEA,2019-11-22,25.57,25.75,25.0,96399.0,2453002.93,-0.007375776397515632
732,HBEA,2019-11-25,25.3,26.5,25.01,118393.0,2987039.64,-0.010559249120062564
691,HBEA,2019-11-26,25.3,25.79,25.22,139871.0,3536368.88,0.0
690,HBEA,2019-11-27,25.15,25.7,22.87,114176.0,2870248.54,-0.005928853754940788
689,HBEA,2019-11-28,24.95,27.41,23.1,339625.0,8967590.07,-0.007952286282306154
688,HBEA,2019-11-29,24.74,25.19,23.6,185071.0,4606856.75,-0.0084168336673347
687,HBEA,2019-12-02,25.16,25.95,24.01,99584.0,2450086.12,0.016976556184316927
686,HBEA,2019-12-03,25.21,25.88,23.01,83097.0,2113159.51,0.001987281399046026
685,HBEA,2019-12-04,25.02,25.76,25.0,434921.0,10919931.21,-0.007536691788972649
684,HBEA,2019-12-05,25.17,25.35,23.6,136132.0,3393386.28,0.00599520383693064
683,HBEA,2019-12-06,25.21,25.95,24.45,63864.0,1617649.06,0.001589193484306639
682,HBEA,2019-12-09,25.3,25.93,23.9,167573.0,4252136.24,0.0035700119000396935
681,HBEA,2019-12-10,26.33,26.35,24.12,81090.0,2063669.25,0.04071146245059287
680,HBEA,2019-12-11,27.14,27.14,25.32,130143.0,3479507.93,0.030763387770603945
679,HBEA,2019-12-12,27.22,27.25,26.02,18451.0,500242.91,0.0029476787030213725
678,HBEA,2019-12-13,27.29,27.5,25.22,41718.0,1124888.76,0.0025716385011020915
677,HBEA,2019-12-16,27.3,27.48,26.01,13744.0,373106.03,0.0003664345914253797
676,HBEA,2019-12-17,27.33,27.39,27.0,38169.0,1035782.57,0.001098901098901095
675,HBEA,2019-12-18,27.18,27.37,25.51,6798.0,183095.07,-0.005488474204171201
674,HBEA,2019-12-19,26.8,29.89,25.72,174811.0,4735031.40,-0.013980868285504044
673,HBEA,2019-12-20,27.09,27.32,25.55,20500.0,543735.68,0.010820895522388074
672,HBEA,2019-12-23,27.0,27.38,26.12,26536.0,702751.91,-0.0033222591362126463
611,HBEA,2019-12-24,27.11,28.2,25.66,78238.0,2064861.56,0.004074074074074119
610,HBEA,2019-12-25,27.0,28.4,26.24,75426.0,2052426.32,-0.004057543341940195
609,HBEA,2019-12-26,26.71,27.95,25.81,43200.0,1149749.28,-0.010740740740740717
608,HBEA,2019-12-27,26.98,28.27,26.58,54937.0,1488467.88,0.010108573567952028
607,HBEA,2019-12-30,27.86,27.95,26.0,143655.0,3923198.98,0.032616753150481737
606,HBEA,2019-12-31,26.66,28.18,26.0,146899.0,3907685.29,-0.04307250538406315
605,HBEA,2020-01-02,27.96,27.96,26.52,3005.0,79699.80,0.048762190547636974
604,HBEA,2020-01-03,26.93,28.04,26.82,116.0,3233.78,-0.036838340486409216
603,HBEA,2020-01-06,28.8,28.8,26.9,12904.0,371627.93,0.06943928704047542
602,HBEA,2020-01-07,27.03,28.99,26.61,14188.0,388915.31,-0.06145833333333328
601,HBEA,2020-01-08,28.13,28.39,27.02,5120.0,140960.56,0.040695523492415786
600,HBEA,2020-01-09,27.88,28.31,25.5,24035.0,613371.92,-0.008887308922858161
599,HBEA,2020-01-10,27.84,28.75,27.15,2938.0,84438.04,-0.001434720229555153
598,HBEA,2020-01-13,27.46,28.76,26.2,11743.0,309453.34,-0.013649425287356243
597,HBEA,2020-01-14,27.85,29.8,26.57,46136.0,1334688.69,0.014202476329206126
596,HBEA,2020-01-15,27.44,28.63,26.36,7575.0,207411.59,-0.014721723518851038
595,HBEA,2020-01-16,29.29,29.78,25.63,26929.0,741825.64,0.06741982507288613
594,HBEA,2020-01-17,27.49,28.98,26.62,8146.0,216990.07,-0.061454421304199425
593,HBEA,2020-01-20,28.77,29.48,26.89,10965.0,315466.65,0.04656238632229903
592,HBEA,2020-01-21,28.4,28.48,26.69,4519.0,126453.07,-0.012860618700034743
711,HBEA,2020-01-22,27.51,29.99,27.31,14514.0,433868.48,-0.03133802816901399
710,HBEA,2020-01-23,27.34,29.7,26.61,2061.0,55886.06,-0.00617957106506728
709,HBEA,2020-03-23,25.59,27.34,24.62,740.0,18465.42,-0.06400877834674468
708,HBEA,2020-03-24,25.79,27.99,23.64,124.0,3189.42,0.007815552950371174
707,HBEA,2020-03-25,25.51,25.99,25.01,451.0,11487.70,-0.01085692128732052
706,HBEA,2020-03-26,27.38,27.5,22.96,13248.0,304200.72,0.07330458643669147
705,HBEA,2020-03-27,25.59,29.48,24.68,149.0,3705.78,-0.06537618699780856
704,HBEA,2020-03-30,25.5,27.32,24.05,230.0,5602.59,-0.003516998827667095
703,HBEA,2020-03-31,25.96,27.49,24.03,1230.0,29773.74,0.018039215686274535
702,HBEA,2020-04-01,25.89,27.93,25.01,251.0,6360.44,-0.0026964560862866582
701,HBEA,2020-04-02,25.69,27.86,25.0,241.0,6166.41,-0.0077249903437620615
700,HBEA,2020-04-03,25.71,25.72,24.06,321.0,8140.63,0.0007785130400934648
