Trading Index,Date,Settlement Price (yuan/ton),Highest Price,Lowest Price,Settlement Volume (ton),Turnover (yuan)
"HBEA
",2021-03-18,"33.35
","33.70
","27.60
","551
","15501.40
"
"HBEA
",2021-03-17,"30.66
","35.98
","30.66
","535
","17012.80
"
HBEA,2020-10-15,29.3,29.47,29.3,502.0,14708.94
HBEA,2020-10-14,28.99,29.57,28.5,5236.0,150283.64
HBEA,2020-10-13,28.92,29.57,28.4,9867.0,280263.19
HBEA,2020-10-12,28.98,29.76,28.0,3950.0,112243.78
HBEA,2020-10-09,27.37,29.64,26.01,2131.0,58428.14
HBEA,2020-09-30,28.89,29.98,28.89,315918.0,9301865.77
HBEA,2020-09-29,29.6,30.0,29.21,42154.0,1243943.47
HBEA,2020-09-28,29.41,30.37,28.01,57009.0,1667027.05
HBEA,2020-09-25,29.3,29.66,28.88,246890.0,7219985.54
HBEA,2020-09-24,29.23,29.91,29.2,151423.0,4447884.63
HBEA,2020-09-23,29.19,32.0,28.8,120060.0,3486004.49
HBEA,2020-09-22,29.09,30.0,27.61,57514.0,1671089.20
HBEA,2020-09-21,29.0,29.66,28.51,132692.0,3844392.83
HBEA,2020-09-18,29.0,29.98,26.51,118911.0,3435678.94
HBEA,2020-09-17,28.98,29.98,28.33,57223.0,1653486.17
HBEA,2020-09-16,28.51,29.88,28.2,43749.0,1256557.63
HBEA,2020-09-15,29.0,30.19,28.3,82476.0,2375478.53
HBEA,2020-09-14,29.12,30.35,28.52,63099.0,1831914.96
HBEA,2020-09-11,29.28,31.0,28.5,54874.0,1590609.55
HBEA,2020-09-10,28.76,29.88,28.55,83546.0,2416934.14
HBEA,2021-01-12,27.98,27.98,27.98,5.0,139.90
HBEA,2021-01-11,27.8,27.99,27.5,1179.0,32667.23
HBEA,2021-01-08,28.2,28.24,27.5,3401.0,94585.35
HBEA,2021-01-07,28.32,28.33,28.31,7643.0,216438.77
HBEA,2021-01-06,28.34,28.34,28.34,250.0,7085.00
HBEA,2021-01-05,28.35,28.35,28.35,164.0,4649.40
HBEA,2021-01-04,28.36,28.38,28.36,5.0,141.82
HBEA,2020-12-31,27.99,27.99,26.31,4256.0,116199.58
HBEA,2020-12-30,28.28,28.43,27.0,78072.0,2187035.28
HBEA,2020-12-29,28.15,28.41,26.52,44717.0,1249124.23
HBEA,2020-12-28,27.89,28.32,26.45,21038.0,582210.48
HBEA,2020-12-25,27.84,28.5,26.41,243365.0,6885156.29
HBEA,2020-12-24,27.48,27.94,26.31,52867.0,1431081.89
HBEA,2020-12-23,26.24,27.3,26.01,62767.0,1673187.23
HBEA,2020-12-22,27.49,27.92,26.11,65826.0,1750047.17
HBEA,2020-12-21,27.27,27.85,27.24,40836.0,1131441.02
HBEA,2020-12-17,27.2,28.0,25.8,85914.0,2244260.02
HBEA,2020-12-16,27.83,27.93,27.01,22585.0,626723.39
HBEA,2020-12-14,27.75,27.95,25.61,234989.0,6435925.11
HBEA,2020-12-11,27.7,27.95,27.55,127157.0,3524296.57
HBEA,2020-12-10,27.57,27.74,27.21,33502.0,918395.11
HBEA,2020-12-09,27.65,30.5,27.5,386466.0,10789025.92
HBEA,2020-12-08,27.78,27.99,27.68,462057.0,12821734.50
HBEA,2020-12-07,27.85,29.53,27.6,306971.0,8781842.72
HBEA,2020-12-04,27.77,27.99,27.03,76690.0,2120968.15
HBEA,2020-12-03,27.7,28.0,27.03,124296.0,3441752.51
HBEA,2020-12-02,27.69,28.48,27.45,234806.0,6633666.82
HBEA,2020-12-01,27.02,27.78,27.02,97753.0,2687687.44
HBEA,2020-11-30,27.49,27.99,27.45,58562.0,1621295.95
HBEA,2020-11-27,28.12,28.59,27.81,58037.0,1635137.99
HBEA,2020-11-26,28.04,28.1,27.5,118629.0,3312159.66
HBEA,2020-11-25,27.79,27.85,27.14,72081.0,1987332.14
HBEA,2020-11-24,27.26,28.3,26.5,189598.0,5110752.61
HBEA,2020-11-23,27.52,28.78,26.21,109369.0,3000692.41
HBEA,2020-11-20,27.99,28.6,27.5,61558.0,1719513.51
HBEA,2020-11-19,27.99,28.5,27.8,97541.0,2736240.78
HBEA,2020-11-18,28.4,28.95,27.5,76192.0,2130667.19
HBEA,2020-11-17,28.46,28.89,25.8,37828.0,1045141.86
HBEA,2020-11-16,28.5,29.48,28.4,207462.0,6046629.92
HBEA,2020-11-13,28.69,29.19,27.46,78000.0,2239868.82
HBEA,2020-11-12,29.0,29.49,25.9,188315.0,5352241.62
HBEA,2020-11-11,28.73,29.95,28.21,61887.0,1777042.31
HBEA,2020-11-10,29.39,29.58,27.01,23419.0,638534.23
HBEA,2020-11-09,29.56,30.0,28.7,8015.0,230193.85
HBEA,2020-11-06,29.68,30.2,29.67,1101.0,32679.20
HBEA,2020-11-05,29.22,29.99,26.66,8518.0,230010.36
HBEA,2020-11-04,29.39,29.88,26.77,23969.0,657960.63
HBEA,2020-11-03,29.55,29.98,27.01,15344.0,422628.81
HBEA,2020-11-02,29.41,29.99,28.1,547.0,15829.57
HBEA,2020-10-30,29.65,32.32,28.7,62194.0,1963081.90
HBEA,2020-10-29,29.4,31.8,28.8,8752.0,254644.22
HBEA,2020-10-28,28.92,30.0,28.9,69719.0,2023100.31
HBEA,2020-10-27,28.99,29.55,28.7,40687.0,1174870.27
HBEA,2020-10-26,29.0,29.0,27.0,115910.0,3350610.86
HBEA,2020-10-23,29.0,29.5,28.91,23374.0,677315.30
HBEA,2020-10-22,28.97,31.79,28.95,9021.0,261965.06
HBEA,2020-10-21,29.12,29.6,28.82,13504.0,393781.86
HBEA,2020-10-20,29.1,29.59,27.44,12617.0,364855.13
HBEA,2020-10-19,28.9,29.59,28.55,13598.0,390527.56
HBEA,2020-10-16,28.8,29.0,28.45,22692.0,648454.92
HBEA,2020-08-12,27.87,27.98,25.12,147084.0,4084652.18
HBEA,2020-08-11,27.77,27.85,27.24,103983.0,2881037.20
HBEA,2020-08-10,27.84,27.96,26.83,98026.0,2724657.71
HBEA,2020-08-07,27.8,28.08,25.21,64730.0,1799207.95
HBEA,2020-08-06,27.8,29.4,26.0,89567.0,2478760.53
HBEA,2020-08-05,27.85,28.15,25.35,67400.0,1864724.40
HBEA,2020-08-04,27.85,28.16,25.23,93226.0,2589201.06
HBEA,2020-08-03,27.8,28.16,25.23,112667.0,3129675.97
HBEA,2020-07-31,27.8,28.14,27.0,113604.0,3159290.08
HBEA,2020-07-30,27.88,28.45,27.3,98775.0,2748750.57
HBEA,2020-07-29,27.88,28.49,27.15,99254.0,2759834.18
HBEA,2020-07-28,27.8,27.98,26.88,110112.0,3062645.43
HBEA,2020-07-27,27.84,28.22,26.15,107484.0,2985308.36
HBEA,2020-07-24,27.85,28.18,27.73,98535.0,2741515.27
HBEA,2020-07-23,27.8,28.5,27.1,125935.0,3500081.27
HBEA,2020-07-22,27.78,27.8,26.7,112066.0,3107470.27
HBEA,2020-07-21,27.78,27.96,27.55,89996.0,2496324.74
HBEA,2020-07-20,27.71,27.94,27.4,97686.0,2705092.47
HBEA,2020-07-17,27.7,27.99,27.35,123226.0,3408339.21
HBEA,2020-07-16,27.71,28.0,26.44,76344.0,2097337.20
